@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
1.010,2.456,1
4.868,2.947,2
1.091,6.508,0
7.363,4.722,2
1.849,3.829,0
3.132,3.807,2
2.405,3.429,0
2.181,6.223,0
5.901,5.427,2
3.152,4.236,2
1.704,2.394,1
1.159,3.832,0
2.218,5.977,0
3.875,3.023,2
1.192,2.644,1
1.125,2.421,1
1.734,2.443,1
1.256,2.212,1
4.850,4.380,2
1.436,4.137,0
2.988,4.300,2
2.474,3.397,0
3.044,4.255,0
3.601,2.905,2
1.226,2.549,1
3.554,4.170,2
3.466,3.011,0
3.572,2.648,2
1.607,2.836,1
1.667,2.553,1
2.010,4.271,0
3.276,3.591,2
2.179,2.465,1
2.404,3.978,1
1.477,2.156,1
1.664,2.078,1
3.702,2.440,2
1.291,2.345,1
1.062,2.467,1
1.763,2.365,1
1.918,3.452,2
3.142,2.967,2
1.195,2.697,1
2.587,3.132,1
1.496,3.636,0
3.875,2.890,2
4.115,3.390,2
1.194,4.621,0
3.023,2.905,2
1.086,2.415,1
2.027,4.310,0
1.632,3.711,0
1.750,3.843,0
2.241,4.958,0
1.450,2.659,1
1.972,3.983,0
1.148,2.336,1
0.703,4.449,0
1.897,4.118,0
0.708,4.022,0
0.905,3.702,0
2.049,2.447,1
1.309,4.039,0
1.574,2.411,1
1.420,2.325,1
1.707,3.497,0
2.755,3.827,0
1.185,2.533,1
3.534,2.827,2
2.226,2.336,1
2.146,4.267,0
2.027,5.837,0
1.999,4.487,0
5.193,2.345,2
2.342,2.101,1
2.309,4.130,0
4.152,2.628,2
3.568,4.420,2
2.885,6.785,2
0.942,2.669,1
3.475,2.761,2
3.047,4.607,2
1.094,2.306,1
1.755,4.525,0
6.125,6.423,2
1.218,2.579,1
2.711,4.084,0
2.194,2.713,0
1.512,6.250,0
2.236,1.953,1
2.296,2.790,0
1.660,2.860,1
2.803,3.832,2
1.978,2.988,1
1.577,3.945,0
2.436,2.901,2
2.701,3.594,0
2.750,4.048,2
1.039,2.075,1
1.910,2.429,1
1.468,4.817,0
3.192,5.233,2
2.098,4.247,0
2.028,3.321,0
1.285,2.277,1
1.239,2.256,1
1.326,2.910,1
0.971,2.654,1
3.494,3.925,0
1.529,4.878,0
2.866,3.089,2
4.881,5.063,2
1.681,2.569,1
2.748,4.878,2
1.528,3.307,0
1.530,3.885,0
4.138,2.445,2
1.265,4.276,0
2.398,4.689,0
1.206,2.233,1
1.083,5.155,0
1.452,2.799,1
1.405,2.094,1
4.021,5.651,2
1.153,3.613,0
2.039,2.446,1
2.151,3.504,2
1.857,4.203,0
3.160,4.108,2
1.245,2.894,1
3.767,3.572,2
4.549,2.857,2
2.611,4.652,2
0.539,3.896,0
2.302,4.148,0
1.284,2.163,1
2.666,3.025,0
2.324,4.849,2
1.974,4.269,0
1.006,3.060,1
1.945,2.666,0
2.076,2.331,1
3.856,4.256,2
1.618,2.304,1
1.889,3.871,0
1.596,2.158,1
1.395,2.939,1
1.383,3.203,1
1.464,5.223,0
3.209,4.301,2
1.466,2.533,1
2.584,4.813,2
1.427,2.648,1
1.086,4.752,0
1.318,4.018,0
4.316,3.474,2
5.473,3.398,2
1.698,3.717,0
4.186,1.678,2
1.713,3.571,0
2.116,4.392,0
3.110,3.360,2
4.011,2.457,2
1.115,3.145,1
1.527,2.113,1
5.642,3.405,2
1.720,6.132,0
1.866,4.156,0
3.315,3.121,2
2.986,3.106,0
1.327,2.005,1
4.755,4.300,2
0.896,4.052,0
1.800,2.822,1
1.293,5.090,0
2.767,3.978,2
1.760,2.096,1
1.592,4.140,0
1.163,2.065,1
4.037,3.226,2
1.314,2.243,1
3.541,3.163,2
2.482,3.764,0
1.821,1.936,1
4.366,5.226,2
1.570,2.999,0
1.832,4.033,0
1.345,3.831,0
5.824,5.061,2
1.763,2.688,1
1.652,2.867,0
1.126,2.273,1
3.443,3.204,0
3.538,3.147,2
1.651,3.578,0
1.326,2.354,1
2.700,4.737,2
1.002,4.127,0
4.603,3.727,2
1.403,2.224,1
2.181,4.565,0
1.949,2.159,1
1.027,2.843,1
1.531,2.954,0
4.087,5.252,2
2.686,4.897,2
1.229,3.120,1
2.095,4.029,2
1.321,2.146,1
3.357,3.163,2
1.655,2.964,1
3.242,5.425,2
1.468,3.258,1
1.045,4.485,0
2.803,4.626,0
1.615,4.355,0
1.450,4.890,0
1.456,2.886,0
3.710,3.576,2
4.847,3.595,2
1.883,4.809,0
1.079,2.527,1
1.761,6.858,0
5.679,4.583,2
1.454,4.029,0
1.959,2.304,1
1.319,5.816,0
3.505,3.844,0
4.406,4.649,0
1.314,2.242,1
1.366,2.111,1
3.409,3.344,2
3.754,2.923,2
1.321,2.308,1
2.307,3.186,2
1.320,2.906,1
3.442,3.027,2
1.364,3.737,0
1.958,2.937,0
2.429,2.482,1
1.249,2.255,1
1.800,4.139,0
1.519,2.488,1
4.492,4.308,2
2.471,4.935,2
1.455,5.230,0
1.837,2.974,1
2.455,3.627,0
4.948,3.303,2
1.450,2.812,1
3.332,4.874,0
1.689,4.061,0
2.377,2.207,1
3.371,2.803,2
1.286,2.805,1
1.415,2.779,1
3.910,1.959,2
1.051,4.709,0
4.004,4.491,2
2.211,3.098,2
1.368,3.180,0
1.458,5.010,0
1.345,2.267,1
1.319,2.142,1
3.232,5.411,2
3.722,3.203,2
1.963,4.764,2
2.440,3.878,0
5.094,3.297,2
4.202,4.588,2
1.756,3.221,1
4.185,3.929,2
3.698,3.659,2
2.910,5.290,2
1.162,4.003,0
2.818,5.518,2
1.507,5.082,0
0.987,3.825,1
2.235,3.708,0
1.642,2.529,1
1.719,2.720,1
1.045,2.635,1
3.480,3.978,2
4.462,3.249,2
2.594,4.023,0
2.200,4.215,0
3.571,5.026,2
4.569,3.657,2
0.798,3.393,0
3.040,2.414,2
2.671,3.497,2
2.117,4.362,0
1.426,2.274,1
7.241,5.163,2
2.868,3.173,0
0.962,2.593,1
1.448,2.815,1
3.464,3.109,0
1.581,2.546,1
2.351,2.797,0
1.537,2.180,1
1.283,5.344,0
1.277,3.466,0
1.484,3.711,0
1.097,4.842,0
1.477,4.827,0
4.335,4.929,2
1.492,3.951,0
1.275,2.224,1
3.471,2.185,2
2.124,4.724,2
2.748,4.767,2
2.019,4.037,0
2.710,4.996,0
0.985,2.271,1
1.496,2.641,1
1.414,2.348,1
1.137,2.210,1
0.691,2.132,1
1.184,3.324,1
1.533,3.708,0
1.445,2.950,0
2.674,3.630,0
2.129,2.183,1
1.728,3.870,0
3.659,4.255,2
1.008,3.132,1
7.438,4.360,2
4.734,3.681,2
0.770,3.884,0
4.412,3.947,2
3.755,3.316,2
5.617,2.992,2
1.248,2.724,1
2.875,3.351,0
3.486,4.228,2
1.424,4.741,0
1.193,3.705,0
1.434,2.346,1
