@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
3.371,3.613,2
1.373,2.748,1
2.496,3.555,0
1.750,3.799,0
1.293,2.256,1
1.306,2.391,1
3.627,4.548,2
1.781,3.828,0
3.385,4.100,0
1.292,4.613,0
3.774,1.906,2
1.139,3.369,0
3.298,3.556,2
1.459,2.601,1
2.826,3.730,2
1.092,2.458,1
4.466,3.095,2
1.702,1.836,1
2.204,2.081,1
1.186,2.573,1
4.269,3.321,2
1.080,2.449,1
3.114,4.144,2
1.665,2.693,1
2.821,3.953,0
3.633,5.489,2
2.873,2.419,2
3.233,2.433,2
3.447,4.848,2
4.209,3.538,0
2.229,2.950,0
3.460,4.831,2
2.245,3.346,0
1.436,2.349,1
4.787,4.011,2
2.142,4.353,0
3.131,4.594,0
4.546,6.617,2
1.194,2.630,1
2.453,3.624,0
2.399,3.511,0
3.084,3.518,0
2.374,4.749,2
1.366,2.208,1
4.651,2.859,2
3.978,3.079,2
3.101,8.677,2
2.764,4.212,2
3.916,3.222,2
1.178,2.356,1
1.183,2.421,0
1.390,2.492,1
1.672,3.642,0
2.222,3.354,0
1.139,2.536,1
2.734,2.295,2
1.282,2.519,1
2.802,3.763,0
2.210,4.179,0
1.696,4.252,0
1.768,2.786,0
5.406,3.866,2
3.719,2.869,2
1.431,2.804,1
1.592,3.339,0
1.835,3.553,0
2.760,3.617,0
1.774,1.979,1
1.153,2.681,1
2.238,2.582,1
3.057,6.206,2
1.585,2.745,1
2.251,3.644,0
1.765,4.110,0
1.158,3.045,1
4.093,8.383,2
2.188,3.538,0
3.844,3.355,2
2.456,3.986,0
3.027,4.073,2
1.529,3.056,1
1.190,3.536,0
1.885,3.958,0
1.681,2.012,1
0.936,3.043,0
5.605,5.284,2
1.306,2.861,0
2.745,3.337,0
5.156,4.271,2
1.893,3.458,0
2.528,2.373,1
4.987,4.953,2
6.092,4.049,2
4.429,3.952,2
1.537,2.361,1
3.655,3.748,0
3.759,3.464,2
2.036,1.972,1
1.319,2.353,1
1.430,1.995,1
1.708,3.823,0
2.875,6.454,0
0.891,4.722,0
3.682,4.521,2
4.795,2.284,2
3.127,3.751,2
1.170,4.013,0
1.969,5.345,0
1.398,3.274,0
1.916,2.642,1
3.046,2.987,0
4.192,4.400,2
1.541,2.565,1
1.711,3.430,0
2.724,3.748,0
1.609,2.937,1
1.233,2.226,1
1.623,2.333,1
1.209,2.427,1
1.567,2.458,1
1.517,2.181,1
1.186,3.887,0
1.405,4.598,0
1.583,2.353,1
1.617,2.692,1
1.594,1.840,1
1.454,2.633,1
1.242,2.077,1
2.724,2.997,0
1.141,2.462,1
3.261,3.631,2
1.540,3.241,0
1.943,3.253,0
3.652,3.664,2
1.070,4.207,0
3.203,7.682,2
3.286,3.845,0
0.966,3.226,1
2.401,2.774,2
1.523,1.898,1
4.793,2.855,2
1.250,3.678,0
5.036,7.772,2
3.024,4.966,0
1.650,3.532,0
2.715,3.586,2
1.476,2.405,1
1.306,3.191,0
1.758,2.437,1
1.463,2.180,1
3.196,3.485,0
2.613,3.871,0
5.729,4.113,2
2.742,3.029,2
1.583,4.052,0
2.199,2.152,1
5.320,3.245,2
1.101,2.290,1
1.580,2.284,1
1.238,3.735,0
3.353,4.552,2
2.760,3.106,0
1.800,3.134,1
3.466,7.641,2
1.376,2.182,1
0.736,2.808,0
1.054,3.314,1
2.618,4.287,0
1.978,1.999,1
4.107,5.139,2
2.988,3.683,2
1.361,2.104,1
1.579,2.058,1
1.496,4.396,0
1.330,3.791,0
1.268,2.233,1
3.087,3.381,2
2.233,3.451,0
5.322,3.278,2
1.197,1.875,1
1.319,2.821,1
4.531,2.424,2
1.327,3.957,0
5.903,4.254,2
1.351,2.099,1
4.195,3.770,0
2.499,3.440,0
4.577,3.704,2
1.111,2.768,1
1.268,4.189,0
1.870,4.287,0
1.450,2.625,1
1.348,3.958,0
1.067,3.982,0
3.229,4.538,2
1.230,2.429,1
1.215,5.041,0
1.832,2.079,1
1.378,2.379,1
1.750,2.319,1
1.383,4.031,0
1.674,2.483,1
3.660,3.115,2
1.665,3.121,1
1.587,2.531,1
0.889,5.185,0
2.366,5.254,2
4.370,4.011,2
1.976,4.210,0
2.368,3.020,0
2.178,2.759,0
4.358,2.839,2
2.055,4.830,0
1.575,2.657,1
3.748,3.295,2
3.219,4.692,2
6.233,4.916,2
1.733,3.038,0
1.547,2.519,1
1.596,3.345,1
1.866,5.290,0
1.250,2.165,1
2.155,6.938,0
1.460,2.323,1
0.992,2.534,1
1.333,2.388,1
1.728,3.943,0
1.929,4.167,0
2.262,3.409,0
1.341,4.736,0
1.448,2.648,1
1.136,2.348,1
2.350,5.583,2
0.988,2.346,1
1.796,4.371,0
1.164,1.949,1
1.775,4.152,0
3.815,3.314,2
1.093,3.587,0
1.402,2.268,1
2.565,3.150,2
1.177,3.281,0
3.656,3.987,2
4.002,4.045,2
2.054,3.071,0
1.140,2.329,1
1.114,5.978,0
1.971,3.865,0
1.958,3.382,0
2.360,6.385,2
1.623,3.498,0
2.204,2.001,1
3.863,3.596,2
1.729,4.118,0
1.719,1.892,1
1.103,2.806,1
3.646,4.826,2
2.592,2.924,0
1.369,3.942,0
7.368,4.461,2
2.901,4.466,2
5.174,4.263,0
1.808,2.473,1
2.036,1.950,1
1.633,5.176,0
2.550,4.863,0
2.089,4.168,0
1.519,2.225,1
1.236,4.694,0
1.960,4.453,0
2.442,4.460,0
5.826,4.153,2
1.432,2.263,1
1.416,6.918,0
3.984,5.323,2
1.144,2.445,1
4.438,3.050,2
2.292,3.645,0
1.014,2.409,1
1.189,2.187,1
4.158,4.767,2
1.707,2.994,0
3.032,2.719,2
1.463,3.323,0
1.220,2.087,1
1.761,3.360,0
2.581,3.978,0
1.989,4.010,0
1.345,3.382,1
2.620,3.711,0
2.079,2.330,1
2.508,3.516,0
3.563,4.431,2
3.828,3.702,2
2.225,3.263,0
2.872,3.221,0
1.813,2.323,1
3.007,3.308,2
1.147,2.638,1
