@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
6.579,2.920,2
8.676,3.751,2
1.625,2.055,1
1.043,3.046,1
2.003,3.500,0
1.338,2.968,1
2.880,4.240,2
4.515,5.326,2
3.035,3.819,0
5.529,2.871,2
2.920,5.217,2
1.825,2.161,1
1.768,2.232,1
6.063,5.196,2
2.859,4.226,0
1.531,3.720,0
1.679,5.650,0
1.623,3.570,0
1.218,2.786,1
1.196,3.926,0
1.014,2.974,1
2.913,4.601,2
1.722,2.065,1
2.880,4.508,2
1.984,2.132,1
1.009,3.567,0
4.696,3.393,2
1.531,3.161,1
1.569,2.644,1
2.430,3.887,0
2.757,4.465,2
1.303,2.715,1
5.350,3.086,2
0.808,3.921,0
3.738,4.380,2
2.362,3.479,1
5.759,5.075,2
1.450,2.383,1
6.809,2.802,2
1.283,3.741,1
4.566,3.569,2
2.582,4.756,2
2.346,4.406,0
2.141,2.559,1
1.532,5.911,0
2.895,2.222,1
2.650,4.281,0
1.854,2.567,1
4.442,2.836,2
2.640,3.473,0
1.452,2.080,1
1.930,4.351,0
3.775,2.938,0
1.489,3.266,0
1.993,2.272,1
4.267,4.561,2
3.987,4.034,2
1.391,2.271,1
1.078,2.209,1
1.740,3.596,0
1.001,3.423,0
1.451,2.458,1
0.995,1.916,1
2.896,2.255,1
1.043,1.856,1
1.409,2.418,1
5.171,3.380,2
1.045,2.629,0
2.196,3.889,0
1.019,2.593,1
1.123,3.479,0
1.259,2.077,1
3.484,3.303,2
1.874,2.843,1
3.006,4.523,0
1.852,4.919,0
1.776,4.641,0
1.415,2.405,1
1.827,3.049,0
1.663,2.700,1
2.553,2.402,1
3.570,2.934,2
0.963,4.134,1
3.066,3.316,0
5.720,6.740,2
0.926,2.647,1
2.030,3.649,0
3.181,5.545,2
2.324,4.917,2
2.287,2.519,1
1.800,4.015,0
3.508,4.224,2
3.486,3.963,0
4.459,2.257,2
3.153,3.324,0
3.396,4.044,0
4.005,4.802,2
2.967,4.387,2
1.174,2.555,0
1.971,2.467,1
3.079,3.900,2
1.178,3.121,0
2.122,4.494,0
3.052,4.443,2
0.978,2.744,1
5.687,2.142,2
0.890,3.231,0
3.671,2.892,2
3.151,3.895,2
1.162,1.939,1
2.071,2.474,1
0.407,4.988,0
1.981,2.741,1
1.505,2.255,1
1.347,2.264,1
3.536,4.430,2
4.064,3.764,2
4.266,2.424,2
1.619,2.084,1
3.282,3.206,2
4.853,5.263,2
4.354,4.927,2
3.214,4.374,2
1.453,2.355,1
1.796,4.516,0
1.351,3.894,0
