@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.08405,0.18430,p
0.17304,0.46631,n
0.01669,0.31481,p
0.10038,0.84426,p
0.20052,0.62576,n
0.47891,0.48364,p
0.31613,0.45157,n
0.30202,0.51740,n
0.83237,0.54906,p
0.22942,0.96659,p
0.23342,0.36076,n
0.62546,0.92925,p
0.22346,0.61272,n
0.30603,0.53311,n
0.73200,0.91575,n
0.32829,0.55188,n
0.48549,0.00062,p
0.15360,0.57282,n
0.82705,0.29127,p
0.15398,0.43992,n
0.34148,0.09289,p
0.35783,0.55654,n
0.13355,0.56126,n
0.92279,0.52439,p
0.13771,0.46866,n
0.09760,0.44674,n
0.20107,0.55957,n
0.95191,0.64790,p
0.50952,0.28477,n
0.15230,0.44570,n
0.41646,0.87137,p
0.30004,0.48216,n
0.33219,0.51352,n
0.33003,0.31833,p
0.13408,0.37069,n
0.49334,0.61600,n
0.40895,0.31186,n
0.28674,0.57471,n
0.22103,0.53071,p
0.80415,0.97698,p
0.27279,0.42507,p
0.98972,0.17355,p
0.29934,0.52684,n
0.40511,0.41900,n
0.20890,0.38561,n
0.89898,0.22913,p
0.06091,0.12662,p
0.14678,0.77335,p
0.16708,0.60038,n
0.28153,0.43016,n
0.13118,0.48572,n
0.11098,0.10948,p
0.29823,0.12776,p
0.25572,0.48080,n
0.33634,0.50259,n
0.15431,0.43382,n
0.22702,0.53406,p
0.63534,0.49720,p
0.17587,0.40756,n
0.17648,0.48358,p
0.27440,0.30690,p
0.10031,0.80737,n
0.07060,0.26801,p
0.16883,0.52664,n
0.29643,0.49027,n
0.55265,0.53400,n
0.52444,0.58704,p
0.16743,0.47180,n
0.48768,0.44439,p
0.28138,0.41107,n
0.44659,0.02163,p
0.39221,0.79809,p
0.69970,0.87466,p
0.94350,0.99835,p
0.14138,0.48128,n
0.16392,0.47587,n
0.16966,0.25133,p
0.01030,0.72804,p
0.96741,0.92330,p
0.62274,0.37216,p
0.22398,0.40442,n
0.68849,0.64531,p
0.66573,0.06813,p
0.26321,0.44202,n
0.23430,0.36855,n
0.24544,0.39067,n
0.29649,0.47884,n
0.02181,0.21723,p
0.36283,0.43867,n
0.09163,0.56051,n
0.05620,0.51694,n
0.85975,0.85752,p
0.43830,0.03338,p
0.00513,0.29466,n
0.57762,0.25133,p
0.49809,0.63535,n
0.59398,0.81536,p
0.58559,0.87687,p
0.40697,0.88555,p
0.56103,0.52164,n
0.16684,0.40765,n
0.21365,0.52113,n
0.56108,0.50221,n
0.41329,0.80844,p
0.84854,0.46365,p
0.95694,0.22150,p
0.11372,0.54313,n
0.30795,0.41208,p
0.23290,0.51041,n
0.04189,0.01081,p
0.10633,0.41501,n
0.26561,0.38936,n
0.15196,0.88812,p
0.29260,0.49561,n
0.46101,0.91559,p
0.16135,0.40721,n
0.65417,0.05782,p
0.07524,0.54367,n
0.98687,0.81285,p
0.26494,0.41742,n
0.41005,0.55607,n
0.11154,0.08626,p
0.39342,0.44445,n
0.59071,0.51577,n
0.32432,0.10337,n
0.54466,0.78170,p
0.20561,0.66361,p
0.45239,0.74500,p
0.17218,0.54482,n
0.21821,0.91247,p
0.13759,0.55081,n
0.13188,0.39937,n
0.15872,0.40199,n
0.73602,0.78779,p
0.30114,0.58841,n
0.13117,0.50310,n
0.23808,0.52237,n
0.15305,0.52953,n
0.16186,0.54627,n
0.22560,0.63207,n
0.54652,0.38311,n
0.17974,0.41160,n
0.23897,0.59140,n
