@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.14309,0.47246,n
0.26461,0.59302,n
0.22434,0.49886,n
0.16943,0.93438,p
0.32916,0.47670,n
0.13040,0.51032,n
0.07126,0.04943,p
0.98024,0.23746,p
0.40991,0.37966,p
0.17156,0.56549,n
0.55637,0.96424,p
0.11558,0.57178,n
0.10984,0.18724,p
0.83662,0.50986,n
0.09049,0.62071,p
0.28092,0.38985,n
0.53408,0.51207,n
0.36157,0.68499,n
0.08194,0.42874,n
0.23759,0.39261,n
0.02151,0.32765,p
0.23997,0.53792,p
0.48585,0.74874,p
0.46578,0.67367,n
0.29545,0.40452,n
0.12065,0.49390,n
0.25292,0.63749,p
0.07235,0.53928,n
0.10127,0.47148,n
0.27059,0.47228,n
0.36459,0.45200,n
0.22740,0.62182,n
0.14120,0.55700,n
0.80428,0.51113,p
0.18569,0.53186,n
0.23123,0.42306,n
0.02429,0.40774,p
0.46617,0.66612,p
0.25960,0.66561,p
0.89140,0.98399,n
0.25179,0.75238,p
0.61532,0.90201,p
0.20705,0.49374,n
0.19413,0.27770,p
0.23659,0.43385,n
0.41543,0.69466,p
0.66007,0.51963,p
0.10161,0.56132,n
0.09892,0.60530,n
0.24012,0.87112,p
0.83552,0.29549,p
0.26192,0.43676,n
0.29460,0.44341,n
0.15660,0.44039,n
0.16228,0.60115,n
0.14912,0.51612,n
0.29250,0.49429,n
0.81187,0.71530,p
0.69200,0.34349,p
0.26220,0.50191,p
0.94386,0.71769,p
0.64063,0.99496,p
0.20359,0.40434,n
0.28769,0.47589,n
0.10355,0.07097,p
0.83507,0.66084,p
0.93184,0.73504,p
0.27095,0.89501,p
0.23983,0.48191,n
0.08124,0.47614,n
0.94094,0.86334,n
0.18778,0.46853,n
0.61177,0.30028,p
0.00466,0.50153,p
0.16719,0.63359,n
0.77670,0.31931,p
0.58096,0.20846,n
0.71480,0.79640,p
0.88253,0.17529,p
0.39881,0.31380,n
0.29230,0.61355,n
0.92675,0.59543,p
0.12792,0.43875,n
0.81478,0.44612,p
0.56267,0.99892,p
0.11841,0.61492,n
0.25238,0.39657,p
0.14828,0.92163,p
0.95535,0.75533,p
0.46510,0.68630,n
0.18241,0.61852,n
0.18918,0.38397,n
0.28801,0.55409,n
0.28812,0.49853,n
0.47817,0.49740,n
0.42762,0.84880,p
0.27541,0.65008,p
0.18894,0.30451,p
0.23378,0.56318,n
0.46861,0.85736,p
0.72454,0.33734,p
0.23283,0.56683,n
0.07649,0.43534,n
0.65697,0.98073,p
0.32375,0.51127,n
0.21106,0.49465,n
0.73778,0.84776,p
0.22134,0.54147,p
0.40296,0.04159,p
0.18770,0.56597,n
0.10266,0.53272,n
0.11929,0.52134,n
0.49474,0.59909,n
0.43326,0.38072,p
0.45394,0.19670,p
0.53342,0.64353,p
0.12606,0.56242,n
0.38851,0.92888,p
0.56749,0.44489,n
0.43130,0.65062,n
0.52699,0.33650,p
0.40984,0.06287,p
0.17821,0.53097,n
0.16406,0.46575,n
0.17176,0.51171,n
0.53296,0.59918,n
0.41286,0.56194,p
0.93913,0.28867,p
0.81977,0.78025,p
0.37396,0.24987,p
0.13196,0.40189,n
0.09715,0.39895,n
0.57652,0.04052,p
0.71223,0.00210,p
0.16307,0.45547,n
0.18363,0.51424,n
0.17610,0.48879,n
0.65377,0.16361,p
0.40727,0.66403,n
0.29644,0.39606,n
0.59625,0.12945,p
0.60931,0.67918,p
0.30974,0.41505,n
0.88525,0.24650,p
0.14737,0.44694,n
0.11780,0.50606,n
0.69130,0.91574,p
0.23697,0.79329,p
0.32721,0.50608,p
0.32932,0.54413,n
0.23793,0.55166,n
0.09244,0.54065,p
0.48309,0.70977,p
0.10253,0.21627,p
0.38527,0.39534,n
0.75217,0.33832,n
0.09758,0.52852,n
0.13553,0.51314,n
0.64008,0.85078,p
0.28109,0.39630,n
0.05044,0.66120,p
0.54594,0.43284,p
0.27115,0.79408,n
0.33376,0.99901,p
0.09171,0.12456,n
0.31932,0.47929,n
0.06017,0.51475,n
0.25219,0.55066,n
0.26593,0.59902,n
0.55233,0.88676,p
0.28402,0.63915,p
0.20670,0.49034,n
0.43808,0.39077,n
0.18763,0.55442,n
0.30775,0.42889,n
0.49808,0.50613,p
0.23034,0.52249,n
0.63661,0.81259,p
0.42831,0.40581,n
0.30954,0.23083,p
0.25720,0.92976,p
0.40397,0.36908,n
0.50736,0.39457,n
0.90275,0.10397,p
0.09653,0.54966,n
0.62263,0.77482,p
0.33238,0.87599,p
0.25785,0.55282,n
0.57730,0.44059,n
0.19782,0.48011,p
0.34314,0.92555,p
0.25793,0.53920,n
0.85005,0.19011,p
0.31197,0.41394,n
0.33877,0.44763,n
0.23123,0.77265,p
0.53018,0.65069,n
0.77735,0.48612,p
0.14280,0.62943,n
0.14248,0.49213,n
0.36494,0.61088,n
0.46551,0.70185,p
0.07868,0.58330,n
0.95569,0.36151,p
0.07037,0.43868,n
0.12713,0.54394,n
0.78037,0.29737,p
0.16011,0.47980,p
0.19340,0.53931,n
0.24930,0.44552,n
0.28399,0.50361,p
0.46333,0.37614,n
0.37767,0.37945,n
0.53106,0.44098,p
0.17765,0.36096,n
0.52652,0.26471,p
0.53426,0.75269,n
0.12445,0.72990,p
0.56507,0.24115,p
0.21561,0.57423,n
0.75681,0.50749,p
0.43158,0.44463,n
0.34017,0.45322,n
0.09206,0.58734,n
0.82409,0.15475,p
0.23271,0.60887,n
0.33148,0.50571,n
0.25769,0.45970,n
0.88716,0.14037,n
0.37670,0.63597,n
0.18155,0.45061,n
0.54608,0.11305,p
0.93432,0.50784,p
0.44726,0.25971,p
0.33164,0.56141,n
0.17823,0.51191,n
0.74909,0.65097,p
0.25302,0.37518,n
0.25714,0.07079,p
0.36061,0.55612,n
0.40740,0.88287,p
0.48816,0.43338,p
0.23462,0.40312,n
0.30206,0.49467,n
0.34544,0.51810,n
0.51249,0.88852,p
0.29842,0.29193,p
0.20454,0.86751,p
0.51989,0.73326,p
0.66756,0.67998,p
0.19244,0.54438,n
0.01469,0.39264,p
0.16998,0.41180,n
0.81423,0.26802,p
0.01377,0.22096,p
0.55262,0.57839,n
0.29638,0.56671,n
0.44110,0.99037,p
0.82119,0.51735,p
0.03710,0.54755,n
0.26421,0.62267,p
0.85522,0.08163,p
0.85559,0.75141,p
0.26263,0.44169,n
0.14931,0.73014,p
0.57008,0.02052,p
0.22165,0.61189,n
0.33237,0.37251,n
0.11882,0.47174,n
0.59189,0.15731,p
0.20927,0.48390,n
0.29492,0.44140,n
0.47520,0.66286,n
0.96094,0.57903,p
0.20470,0.47117,n
0.22513,0.41162,n
0.41623,0.54084,n
0.27887,0.53185,n
0.33884,0.24067,p
0.32586,0.05959,p
0.54803,0.06180,n
0.24826,0.49160,n
0.19707,0.49962,n
0.88815,0.84593,p
0.18846,0.91956,p
0.24830,0.53199,n
0.23389,0.36230,n
0.13236,0.61040,n
0.89990,0.32058,p
0.12846,0.50474,n
0.29151,0.31670,p
0.31542,0.36341,p
0.62861,0.01704,p
0.29054,0.52678,n
0.14540,0.49566,n
0.32132,0.54808,n
0.28971,0.61441,n
0.36403,0.50343,p
0.18264,0.53021,n
0.01177,0.34937,p
0.43199,0.61907,n
0.98282,0.70238,n
0.99759,0.79914,n
0.44163,0.29363,p
0.28114,0.17269,n
0.58697,0.34609,p
0.50286,0.20802,p
0.26054,0.55240,n
0.23930,0.53871,n
0.88626,0.18290,p
0.44933,0.45465,n
0.18104,0.38746,n
0.31638,0.53230,n
0.24921,0.52268,p
0.12259,0.54353,n
0.73075,0.63303,p
0.10124,0.57756,n
0.39490,0.42427,n
0.19969,0.62519,n
0.37184,0.65240,n
0.85707,0.63533,p
0.39070,0.20485,p
0.37782,0.55873,n
0.52987,0.77458,p
0.22923,0.52883,n
0.56788,0.10057,p
0.26183,0.36786,n
0.32730,0.74169,p
0.21027,0.22431,p
0.61532,0.17819,p
0.94447,0.29625,p
0.18106,0.60329,p
0.58256,0.54635,n
0.07707,0.49360,n
0.84533,0.27999,n
0.38048,0.70394,p
0.34266,0.92892,p
0.54551,0.60397,n
0.82282,0.10996,n
0.70494,0.92775,p
0.54736,0.26927,p
0.44926,0.66251,n
0.41288,0.97259,p
0.42621,0.40081,n
0.40037,0.56911,n
0.52101,0.08157,p
0.80725,0.69101,p
0.36417,0.59238,n
0.35176,0.91580,p
0.21100,0.80276,p
0.17769,0.32695,n
0.22095,0.62543,p
0.46715,0.33717,n
0.20693,0.96575,p
0.30759,0.54040,p
0.48672,0.63587,n
0.76480,0.25515,p
0.15371,0.48040,n
0.31854,0.58554,n
0.56002,0.45573,n
0.13369,0.39320,n
0.22315,0.72226,p
0.26505,0.37026,n
0.43002,0.10426,p
0.91070,0.13323,n
0.79525,0.72281,p
0.18866,0.50705,p
0.34661,0.51205,n
0.30586,0.36766,n
0.24063,0.35665,n
0.42693,0.64393,n
0.34251,0.94173,p
0.46489,0.78780,p
0.41243,0.49606,n
0.37067,0.27199,p
0.08226,0.50971,p
0.33707,0.35534,n
0.70008,0.92530,p
0.00759,0.26791,p
0.38774,0.66658,p
0.29104,0.54892,n
0.84797,0.66034,p
0.26926,0.80461,p
0.26065,0.07949,p
0.22389,0.61164,p
0.27732,0.51715,n
0.29115,0.49481,n
0.61754,0.61793,p
0.61995,0.18220,p
0.04051,0.95750,p
0.98467,0.84512,p
0.36276,0.76261,p
0.32730,0.26957,p
0.23247,0.54060,n
0.20331,0.71528,p
0.98168,0.81965,p
0.65838,0.01051,p
0.64712,0.95113,p
0.64471,0.87221,p
0.41519,0.48936,n
0.95005,0.38339,p
0.54875,0.68708,p
0.65622,0.49652,p
0.41613,0.68456,n
0.36106,0.39744,p
0.69623,0.66857,p
0.18480,0.25914,p
0.92323,0.42734,p
0.34002,0.04868,p
0.00705,0.00450,p
0.42572,0.60562,n
0.22154,0.78541,p
0.97486,0.63002,p
0.69679,0.06583,p
0.22948,0.52529,n
0.95224,0.91917,p
0.33059,0.43728,n
0.17783,0.42223,n
0.10016,0.04370,p
0.75527,0.54914,p
0.14703,0.63401,p
0.79004,0.53514,p
0.32042,0.32199,n
0.43102,0.69182,n
0.12541,0.04062,p
0.98608,0.03778,p
0.28595,0.42682,n
0.28312,0.33862,n
0.75509,0.93193,p
0.02015,0.42499,p
0.20945,0.49214,n
0.94685,0.27560,p
0.37504,0.60932,n
0.49654,0.63397,p
0.30778,0.43668,n
0.50538,0.33809,p
0.45527,0.95515,p
0.36894,0.29259,n
0.75716,0.92632,p
0.87339,0.78080,p
0.17367,0.05755,p
0.15277,0.51861,n
0.67887,0.67313,p
0.33807,0.60794,p
0.15695,0.21194,p
0.63003,0.82479,p
0.34056,0.70724,p
0.28926,0.48138,n
0.84952,0.45386,p
0.99500,0.85772,p
0.52086,0.44682,n
0.26411,0.92769,p
0.53244,0.56737,p
0.77140,0.80696,p
0.31020,0.23868,p
0.83007,0.06637,p
0.61616,0.81121,p
0.15203,0.15727,p
0.53453,0.73839,p
0.34132,0.67669,n
0.03385,0.71251,p
0.42870,0.47645,n
0.24250,0.61598,n
0.16683,0.20421,p
0.26479,0.70414,p
0.47081,0.36705,n
0.07971,0.51917,n
0.05928,0.79023,p
0.98084,0.68005,p
0.32215,0.62892,n
0.45066,0.51032,n
0.09287,0.10024,p
0.58136,0.51087,n
0.27904,0.52453,n
0.59577,0.97142,p
0.48841,0.93398,p
0.86469,0.19138,p
0.76573,0.73955,p
0.55895,0.50573,n
0.42861,0.35286,n
0.34553,0.00026,p
0.50306,0.44022,n
0.44754,0.10574,n
0.07762,0.31196,p
0.49045,0.43812,n
0.53416,0.59430,n
0.35555,0.39049,p
0.23703,0.40571,n
0.46644,0.32181,n
0.38780,0.61059,n
0.64458,0.39053,p
0.39506,0.35117,n
0.41119,0.60676,n
0.34468,0.56803,n
0.21944,0.58460,n
0.06601,0.10697,n
0.67072,0.82697,p
0.41016,0.68876,n
0.65904,0.94318,p
0.36253,0.42358,n
0.95386,0.46555,p
0.47485,0.63116,n
0.90787,0.25823,p
0.24536,0.47480,n
0.30204,0.48226,p
0.90587,0.80156,p
0.70511,0.53941,p
0.23270,0.51039,p
0.26180,0.41340,n
0.69049,0.54083,n
0.06976,0.59727,p
0.65191,0.54880,p
0.29557,0.50803,n
0.07836,0.04364,p
0.12578,0.58554,n
0.20632,0.16063,p
0.35300,0.61851,p
0.30511,0.45221,n
0.41396,0.18995,p
0.14177,0.42940,n
0.40776,0.47317,p
0.32220,0.98587,p
0.26529,0.50922,n
0.19323,0.42276,n
0.16098,0.49653,n
0.36083,0.48150,p
0.49875,0.32540,p
0.17000,0.43127,n
0.16262,0.55883,n
0.16070,0.43928,n
0.57984,0.19645,p
0.26106,0.63163,n
0.07585,0.41590,n
0.37156,0.81391,p
