@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.44311,0.34541,p
0.97359,0.23440,p
0.26603,0.40969,n
0.50293,0.41301,p
0.14848,0.59144,n
0.42941,0.64688,p
0.15738,0.87661,p
0.95853,0.35476,p
0.13834,0.89409,p
0.13332,0.91333,p
0.31892,0.41103,n
0.19336,0.49062,n
0.38498,0.28195,n
0.71010,0.29150,p
0.11865,0.62036,n
0.21311,0.49173,n
0.68669,0.17260,p
0.47391,0.53741,p
0.28165,0.39994,n
0.08323,0.55488,n
0.18991,0.43041,n
0.26225,0.54553,p
0.25884,0.44820,n
0.31239,0.52633,n
0.94176,0.71752,p
0.53195,0.01038,p
0.09165,0.50206,n
0.21401,0.43367,n
0.96943,0.64939,p
0.54870,0.70340,p
0.14681,0.46594,n
0.77100,0.82696,p
0.11096,0.17197,p
0.86165,0.69453,p
0.44306,0.49648,n
0.53926,0.12451,p
0.29995,0.40779,n
0.82043,0.27980,p
0.09077,0.50004,n
0.61351,0.32440,n
0.18839,0.43184,n
0.28632,0.61417,n
0.86056,0.12606,p
0.37704,0.56239,p
0.26652,0.54865,n
0.21374,0.07470,p
0.73464,0.26554,p
0.25775,0.75874,p
0.31459,0.51486,n
0.99195,0.50790,p
0.14849,0.16044,n
0.88741,0.07062,p
0.22493,0.27780,p
0.20929,0.25486,p
0.21985,0.52254,n
0.81763,0.28977,p
0.41818,0.42816,n
0.31638,0.51578,n
0.95483,0.94753,p
0.18859,0.24783,p
0.56245,0.54927,p
0.82816,0.48848,p
0.39710,0.81681,p
0.13924,0.41835,n
0.99819,0.92659,p
0.50199,0.59189,n
0.95879,0.38464,p
0.47213,0.28420,p
0.43846,0.04652,p
0.16007,0.50409,n
0.29464,0.57831,n
0.42648,0.16454,p
0.40197,0.56810,n
0.30717,0.84813,p
0.16825,0.58010,n
0.14057,0.54740,n
0.39016,0.48850,p
0.28929,0.43435,n
0.28644,0.54522,n
0.03135,0.03343,n
0.12428,0.51420,n
0.29626,0.55491,n
0.24026,0.63632,n
0.89549,0.86684,p
0.09382,0.50428,n
0.14581,0.39484,n
0.21798,0.49983,n
0.26146,0.51759,p
0.13822,0.39834,n
0.08770,0.25725,p
0.05523,0.48834,n
0.59640,0.50951,p
0.37962,0.34579,p
0.45065,0.61611,p
0.23097,0.56913,n
0.24359,0.59718,n
0.40928,0.53589,n
0.78661,0.60680,p
0.09992,0.47536,n
0.34153,0.53719,n
0.33961,0.31927,n
0.45926,0.47602,n
0.09748,0.36316,n
0.83288,0.72681,p
0.63427,0.51180,p
0.21647,0.53929,n
0.12128,0.55199,n
0.94216,0.79797,n
0.95523,0.16658,p
0.74175,0.34358,p
0.21109,0.45216,n
0.20507,0.65780,p
0.27033,0.53890,n
0.80609,0.78041,p
0.13049,0.50175,n
0.00333,0.61441,p
0.10815,0.52463,n
0.34158,0.36234,p
0.87278,0.20937,p
0.33281,0.32195,n
0.25909,0.40358,n
0.13415,0.48450,p
0.27416,0.37339,n
0.87741,0.02970,p
0.97637,0.65378,p
0.81106,0.71945,p
0.16960,0.53041,n
0.18431,0.55740,n
0.03520,0.75807,p
0.28375,0.41078,n
0.29947,0.44196,n
