@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.09574,0.57039,n
0.19621,0.14721,p
0.73382,0.27311,p
0.39314,0.21324,p
0.23497,0.64220,n
0.66424,0.73110,n
0.24095,0.65244,p
0.22822,0.61322,p
0.22723,0.48124,n
0.74230,0.46358,p
0.24105,0.57509,n
0.00714,0.30903,p
0.97972,0.86997,p
0.15349,0.43857,n
0.07324,0.00391,n
0.36535,0.45055,n
0.33106,0.05430,p
0.02021,0.21862,p
0.22120,0.48055,n
0.18610,0.94260,p
0.27221,0.72811,p
0.20920,0.36696,n
0.32341,0.84560,p
0.51846,0.40241,n
0.69960,0.09991,p
0.51784,0.35445,n
0.25589,0.57078,p
0.25847,0.48337,p
0.67856,0.08629,p
0.19789,0.40245,n
0.91609,0.32854,p
0.27772,0.62528,n
0.09340,0.45301,n
0.20201,0.45721,n
0.60047,0.61328,p
0.13685,0.44512,n
0.67968,0.30954,p
0.64946,0.94638,p
0.65572,0.46229,p
0.34793,0.02698,p
0.56972,0.89822,p
0.15270,0.52584,n
0.20982,0.52415,n
0.97292,0.77923,n
0.30678,0.15681,p
0.23224,0.60887,n
0.33234,0.43782,n
0.66685,0.29193,p
0.12402,0.48922,n
0.19072,0.64531,n
0.04501,0.05729,p
0.10710,0.35609,p
0.36275,0.43818,n
0.57772,0.83523,p
0.13270,0.61144,n
0.16762,0.45831,n
0.29318,0.45898,n
0.72157,0.42330,p
0.44893,0.32924,n
0.31060,0.09055,p
0.48926,0.57887,p
0.49083,0.61938,n
0.52696,0.38869,p
0.95890,0.13766,p
0.20094,0.40214,n
0.23295,0.56387,n
0.20237,0.88313,p
0.11395,0.99917,p
0.52059,0.12287,p
0.62793,0.70474,p
0.26568,0.55106,n
0.22712,0.45944,n
0.39296,0.99619,p
0.19078,0.24720,p
0.23718,0.49063,p
0.75169,0.96137,p
0.39596,0.30220,n
0.91949,0.80368,p
0.80853,0.52568,p
0.30608,0.58105,n
0.48086,0.28703,p
0.80795,0.97570,n
0.37898,0.34494,n
0.63309,0.35153,p
0.14166,0.39895,n
0.23019,0.40221,n
0.22065,0.48448,n
0.82717,0.11771,p
0.27160,0.52409,n
0.23746,0.62782,n
0.31232,0.56793,n
0.72580,0.48223,p
0.42095,0.67052,n
0.84189,0.44063,p
0.25088,0.82141,n
0.27367,0.84901,p
0.22935,0.52371,n
0.03409,0.57206,p
0.16034,0.87327,p
0.64603,0.28367,p
0.01218,0.97652,p
0.35875,0.98240,p
0.26791,0.55338,n
0.53390,0.41195,n
0.69153,0.72677,p
0.17344,0.82718,p
0.27783,0.97151,p
0.32346,0.42673,p
0.14304,0.36202,p
0.64411,0.55187,p
0.32279,0.03218,p
0.52911,0.91591,p
0.97822,0.73031,p
0.14175,0.77590,p
0.35624,0.43703,n
0.51299,0.86327,p
0.77388,0.16023,p
0.73651,0.51143,p
0.80689,0.21472,p
0.60594,0.85680,n
0.11690,0.37988,n
0.23811,0.58161,n
0.15745,0.46791,n
0.18775,0.44018,p
0.20608,0.58654,n
0.06968,0.48967,n
0.88197,0.48080,p
0.37950,0.42789,n
0.24137,0.59613,n
0.21947,0.05861,p
0.37388,0.46738,p
0.26135,0.39752,n
0.42226,0.39275,p
0.10953,0.46740,n
0.39023,0.25003,p
0.26367,0.43359,n
0.10063,0.15106,p
0.45478,0.49176,n
0.66482,0.67908,p
0.35811,0.55069,p
0.34007,0.45143,n
0.32697,0.54537,n
0.86410,0.59945,p
0.48543,0.45406,n
0.36535,0.68111,n
0.80500,0.20563,p
0.60938,0.99628,p
0.33293,0.38148,n
0.25450,0.40648,p
0.51690,0.23590,p
0.46803,0.93482,p
0.77353,0.50661,p
0.07387,0.54559,n
0.30068,0.49822,p
0.94654,0.85527,p
0.44478,0.35427,n
0.52549,0.37396,n
0.28536,0.50811,n
0.54034,0.53291,p
0.47853,0.61680,p
0.50643,0.59770,p
0.87456,0.67682,n
0.03840,0.22295,p
0.19432,0.36879,n
0.13378,0.45273,n
0.23444,0.81711,p
0.04930,0.54349,p
0.46987,0.62701,n
0.31655,0.57010,n
0.10172,0.27647,p
0.33482,0.54491,n
0.24890,0.51817,n
0.20839,0.43299,n
0.26263,0.58611,n
0.18261,0.38783,n
0.14762,0.78108,p
0.49245,0.94387,n
0.37023,0.42579,n
0.57573,0.46657,n
0.33543,0.38059,n
0.18371,0.58412,n
0.43123,0.30140,p
0.15731,0.11583,p
0.11643,0.55055,n
0.23918,0.56209,n
0.23049,0.52584,n
0.92759,0.87914,p
0.54415,0.98663,n
0.72090,0.71877,p
0.10163,0.69354,p
0.08601,0.47392,p
0.38145,0.49648,n
0.22850,0.00676,p
0.43964,0.33256,n
0.24576,0.40078,p
0.12152,0.47887,n
0.33945,0.49509,n
0.61088,0.63058,p
0.42824,0.80172,p
0.55534,0.44709,p
0.19284,0.62577,n
0.82860,0.84277,p
0.50870,0.82947,p
0.29513,0.59131,n
0.75884,0.68675,p
0.37679,0.75329,p
0.42679,0.59160,n
0.66980,0.78492,p
0.24014,0.33454,p
0.86974,0.68496,n
0.70396,0.65967,p
0.99866,0.22757,p
0.19810,0.56188,n
0.34656,0.68829,p
0.07322,0.20853,p
0.70961,0.60493,p
0.14029,0.63396,n
0.29245,0.48602,n
0.67143,0.75627,n
0.15292,0.10712,p
0.40406,0.48731,n
0.46885,0.44343,p
0.77671,0.24591,p
0.20618,0.58450,n
0.16679,0.58869,n
0.14569,0.58991,n
0.94166,0.29777,n
0.82832,0.50547,p
0.16505,0.54297,n
0.28941,0.66291,n
0.10805,0.27072,p
0.80055,0.17962,p
0.31469,0.48541,n
0.05521,0.08215,p
0.77471,0.07832,p
0.47803,0.35048,p
0.16730,0.49220,p
0.20554,0.47083,p
0.50709,0.61848,n
0.64030,0.59890,p
0.33103,0.41108,p
0.16496,0.58567,p
0.38277,0.69420,n
0.11319,0.56532,n
0.16063,0.54862,n
0.14485,0.50171,n
0.31980,0.41529,n
0.28274,0.59959,n
0.38752,0.33018,p
0.59827,0.03581,p
0.17382,0.20515,p
0.27467,0.56266,n
0.41305,0.33694,n
0.41763,0.53261,n
0.49484,0.33795,n
0.47930,0.59192,n
0.17597,0.56434,n
0.24462,0.51332,n
0.19364,0.63738,n
0.32541,0.61605,n
0.14313,0.37229,p
0.57135,0.87730,p
0.43418,0.69787,p
0.51164,0.19401,p
0.34209,0.10580,p
0.27555,0.58547,n
0.33053,0.56343,n
0.06120,0.45350,n
0.81273,0.49241,n
0.35559,0.72713,p
0.38717,0.31356,n
0.93203,0.59073,p
0.47552,0.78470,p
0.96849,0.01215,p
0.31930,0.50582,n
0.46602,0.52813,n
0.73602,0.43411,p
0.25385,0.57888,n
0.32402,0.04989,p
0.27313,0.51401,n
0.17048,0.62082,n
0.87150,0.44004,n
0.74948,0.16390,p
0.44825,0.21671,p
0.30312,0.87677,p
0.23451,0.47985,n
0.33810,0.32248,n
0.35088,0.34352,n
0.31834,0.66176,n
0.54552,0.46731,n
0.27560,0.28979,p
0.43001,0.42965,n
0.50693,0.52439,n
0.48591,0.11178,p
0.27606,0.53373,p
0.35051,0.58349,p
0.17200,0.54040,n
0.17380,0.10781,n
0.50250,0.18542,n
0.42040,0.36988,n
0.33620,0.29562,n
0.49684,0.66266,p
0.31548,0.51575,n
0.81498,0.37676,p
0.29192,0.41624,n
0.29773,0.37641,n
0.18413,0.63867,n
0.49625,0.64514,n
0.24415,0.40456,n
0.25339,0.40946,n
0.36330,0.78718,p
0.27730,0.41411,n
0.23696,0.06262,p
0.44236,0.52600,n
0.69189,0.36365,p
0.28728,0.51608,n
0.27494,0.54255,n
0.18894,0.10601,p
0.38310,0.56658,n
0.26982,0.58208,n
0.39059,0.33003,n
0.32127,0.48856,n
0.35155,0.94844,p
0.47493,0.58656,n
0.77161,0.78676,p
0.60175,0.98680,p
0.24861,0.57892,n
0.56893,0.03016,n
0.38363,0.44154,n
0.40551,0.46056,n
0.22828,0.42916,n
0.31071,0.47784,n
0.50209,0.01447,p
0.33657,0.46333,n
0.06878,0.55956,n
0.24835,0.43890,n
0.32462,0.55650,n
0.40703,0.43250,n
0.55800,0.55097,n
0.46488,0.32271,n
0.52942,0.42533,n
0.07421,0.45010,n
0.67347,0.81012,n
0.52544,0.42639,n
0.44799,0.55700,n
0.63962,0.61399,p
0.54035,0.27996,p
0.15728,0.43650,p
0.18539,0.73266,p
0.03830,0.86642,p
0.20092,0.36201,n
0.19479,0.63765,n
0.64349,0.84877,p
0.46781,0.62922,n
0.11483,0.26567,p
0.34989,0.40317,n
0.25791,0.63728,p
0.34849,0.57049,n
0.29592,0.50945,n
0.62807,0.70593,p
0.43074,0.31834,n
0.35532,0.88155,p
0.40902,0.44016,n
0.09398,0.20151,p
0.45620,0.47350,n
0.34941,0.57416,n
0.12251,0.27517,p
0.53737,0.84306,p
0.26846,0.58112,n
0.47260,0.43805,n
0.59238,0.55221,n
0.89909,0.06303,p
0.42027,0.35814,n
0.45293,0.84715,p
0.18133,0.40712,n
0.03497,0.57848,p
0.58119,0.88750,p
0.50023,0.45880,n
0.17366,0.36067,n
0.23208,0.03034,p
0.44708,0.56926,n
0.27850,0.63574,n
0.13933,0.48544,p
0.80659,0.23480,p
0.08231,0.20169,p
0.16516,0.51344,n
0.39546,0.30566,n
0.13694,0.55756,n
0.37542,0.37399,n
0.71152,0.63569,p
0.29120,0.42701,n
0.98798,0.05468,p
0.58848,0.47420,n
0.36810,0.68487,n
0.98488,0.65419,p
0.20260,0.48999,n
0.33051,0.32142,n
0.00156,0.49169,n
0.86030,0.52135,p
0.41062,0.37154,n
0.10461,0.98819,n
0.82686,0.93832,p
0.09434,0.41945,p
0.74983,0.09917,p
0.59258,0.86795,p
0.34802,0.62995,n
0.31545,0.53796,n
0.07873,0.92296,p
0.74829,0.80466,p
0.20826,0.38382,n
0.89364,0.26939,p
0.86083,0.24991,p
0.22030,0.50008,n
0.35224,0.54745,n
0.50095,0.41194,n
0.20892,0.35617,n
0.17456,0.34774,p
0.44759,0.80736,p
0.93903,0.55749,p
0.93044,0.74663,p
0.08156,0.57951,p
0.02974,0.85567,p
0.26404,0.40662,n
0.40585,0.45883,n
0.42638,0.66752,p
0.20142,0.28088,p
0.23834,0.42598,n
0.29885,0.93956,p
0.75336,0.01906,p
0.11898,0.18533,p
0.71954,0.93497,p
0.55694,0.59616,n
0.20228,0.59786,p
0.24027,0.34649,p
0.08406,0.96888,p
0.72870,0.72287,p
0.88798,0.20130,p
0.13525,0.38566,n
0.19819,0.55154,n
0.48500,0.50524,p
0.37466,0.55175,n
0.28839,0.53976,n
0.36564,0.51900,n
0.25447,0.41310,p
0.48626,0.51843,n
0.51293,0.13313,p
0.39921,0.53425,n
0.23540,0.58515,n
0.30465,0.75956,p
0.26697,0.53018,n
0.73934,0.86804,p
0.88626,0.49587,p
0.34543,0.32387,n
0.70897,0.63193,p
0.27010,0.56201,n
0.38658,0.02469,p
0.48984,0.55486,p
0.45810,0.37932,n
0.52355,0.65339,n
0.84777,0.23480,p
0.69945,0.16868,p
0.82116,0.68886,p
0.31217,0.38943,p
0.66499,0.04396,p
0.30047,0.53766,n
0.29252,0.64643,n
0.92367,0.64171,n
0.75281,0.06652,p
0.54288,0.37756,n
0.21119,0.45627,n
0.23518,0.42123,n
0.94212,0.54711,n
0.19677,0.37259,n
0.30406,0.51430,n
0.57252,0.72788,p
0.98860,0.66421,p
0.57543,0.56034,n
0.37663,0.46019,n
0.44095,0.53927,n
0.06182,0.41742,p
0.43967,0.65510,n
0.50095,0.36942,p
0.82611,0.45071,p
0.86735,0.24782,p
0.31668,0.45760,n
0.11403,0.51151,p
0.28262,0.50138,n
0.97919,0.01531,p
0.19956,0.84368,p
0.47179,0.60608,n
0.55753,0.83344,p
0.92409,0.43510,p
0.83794,0.23439,p
0.69836,0.76533,p
0.74156,0.74322,p
0.43828,0.43964,n
0.37311,0.86859,p
0.83643,0.84350,p
0.15648,0.37741,p
0.75730,0.20690,p
0.15754,0.46291,n
0.28553,0.38019,n
0.84154,0.71862,p
0.32039,0.58343,n
0.27523,0.58774,n
0.20569,0.01039,p
0.34683,0.25177,p
0.29008,0.38648,n
0.22983,0.23521,p
0.58764,0.76726,p
0.14596,0.41726,n
0.62751,0.98446,p
0.62605,0.51553,p
0.78300,0.64405,p
0.44297,0.58022,p
0.56069,0.35426,n
0.16273,0.53911,p
0.15558,0.54200,p
0.12947,0.48337,n
0.52840,0.23536,p
0.76761,0.79796,p
0.43771,0.32432,p
0.56749,0.92246,p
0.22670,0.49856,n
0.23013,0.51290,n
0.27133,0.46320,n
0.71431,0.82229,p
0.27480,0.62280,n
0.93087,0.59666,p
0.30324,0.58557,n
0.44301,0.09805,p
0.34808,0.02474,p
0.40560,0.23406,p
0.12439,0.02276,n
0.13736,0.34197,p
0.05873,0.50817,n
0.53362,0.45673,p
0.87722,0.31687,p
0.30200,0.63406,p
0.18788,0.55117,n
0.85331,0.58239,n
0.23222,0.36908,p
0.48923,0.50534,p
0.21428,0.64552,n
0.35617,0.07786,p
0.19867,0.35097,n
0.35076,0.44728,p
0.48360,0.72025,p
0.17704,0.38921,n
0.67996,0.13101,p
0.68268,0.35044,n
0.13222,0.49307,n
0.58780,0.78099,p
0.85804,0.10467,p
0.26425,0.71295,p
0.16569,0.55981,n
0.13156,0.59453,n
0.18096,0.27707,p
0.45584,0.44235,p
0.21316,0.38493,n
0.90405,0.19922,n
0.19057,0.60878,n
0.66655,0.17360,n
0.30061,0.31071,p
0.28124,0.45909,n
0.35395,0.57430,p
0.07857,0.46167,n
0.55864,0.45091,p
0.08252,0.71972,p
0.53508,0.83281,p
0.09174,0.41044,n
0.73608,0.63220,p
0.17912,0.64106,n
0.08865,0.45727,n
0.56793,0.84061,p
0.23581,0.48857,n
0.19492,0.08920,p
0.19195,0.54485,n
0.55086,0.37298,p
0.86729,0.47097,p
0.21916,0.53152,n
0.06639,0.56181,n
0.26118,0.38732,n
0.08813,0.52896,n
0.33506,0.63025,p
0.16780,0.71503,p
0.24049,0.49910,n
0.23255,0.38217,n
0.85400,0.19283,p
0.32865,0.54663,p
0.30707,0.38742,p
0.16124,0.49767,n
0.21880,0.36771,n
0.99387,0.86426,p
0.21906,0.15304,p
0.56480,0.66150,p
0.55190,0.63533,p
0.12171,0.52439,n
0.28188,0.60375,n
0.07754,0.55566,n
0.16228,0.29886,p
0.50221,0.41273,p
0.61138,0.49150,p
0.08357,0.41233,n
0.77740,0.43683,p
0.21438,0.55299,n
0.93303,0.45883,p
0.96055,0.91833,p
0.73508,0.17367,p
0.28653,0.47393,n
0.62699,0.53487,p
0.34213,0.46692,n
0.15094,0.70795,p
0.24059,0.51835,n
0.71951,0.51034,p
0.17030,0.49860,n
0.68759,0.66073,p
0.17055,0.49089,n
0.16352,0.48474,n
0.28951,0.64774,p
0.26147,0.60438,n
0.72794,0.64094,p
0.13477,0.93304,p
0.33030,0.49486,n
0.00425,0.36213,p
0.12684,0.84826,p
0.26228,0.38363,n
0.49064,0.16192,p
0.16675,0.60901,n
0.21224,0.45299,n
0.11770,0.52525,n
0.14237,0.92305,p
0.33142,0.50232,n
0.54386,0.72684,p
0.92309,0.92602,p
0.87776,0.74817,p
0.25179,0.93427,p
0.21710,0.45235,n
0.17152,0.40808,n
0.97361,0.64418,p
0.77941,0.38939,n
0.15292,0.60658,n
0.41617,0.60138,p
0.25511,0.17255,p
0.29886,0.00075,p
0.31308,0.54699,p
0.49815,0.93750,p
0.34300,0.45571,n
0.10261,0.48964,n
0.73083,0.24018,p
0.22155,0.05091,p
0.86552,0.80907,p
0.94482,0.43947,p
0.29012,0.47313,n
0.67209,0.05481,p
0.23001,0.62174,n
0.20509,0.36734,n
0.73993,0.62137,p
0.22206,0.38695,n
0.28624,0.38472,n
0.00054,0.30288,p
0.06057,0.50387,n
0.32822,0.96347,p
0.18513,0.38033,p
0.27465,0.62785,n
0.29456,0.48460,n
0.16778,0.38537,n
0.62136,0.00740,p
0.33221,0.50108,n
0.06442,0.17015,p
0.41069,0.21310,p
0.63239,0.97914,p
0.86138,0.68527,p
0.09347,0.45294,n
0.55662,0.19240,p
0.26747,0.40189,n
0.47688,0.73598,p
0.74201,0.29098,p
0.07137,0.51924,n
0.23335,0.50999,n
0.08459,0.00206,p
0.08099,0.62804,p
0.79647,0.67412,p
0.33242,0.43570,n
0.27324,0.45219,n
0.31372,0.95334,p
0.26719,0.51278,p
0.60418,0.43408,p
0.15357,0.03243,p
0.07881,0.05565,p
0.14617,0.54715,n
0.10838,0.51309,n
0.49256,0.40765,p
0.27725,0.58266,n
0.00482,0.70466,p
0.05916,0.90863,p
0.20690,0.77306,p
0.33098,0.57170,p
0.71895,0.60286,n
0.25318,0.43905,n
0.09099,0.45444,n
0.52786,0.20297,p
0.23633,0.04495,p
0.89382,0.38110,p
0.07532,0.50229,n
0.28758,0.57140,n
0.27250,0.44898,n
0.15962,0.42194,n
0.11783,0.47886,n
0.15970,0.67181,p
0.15093,0.53287,n
0.13459,0.56824,n
0.17914,0.36115,n
0.60709,0.06691,p
0.22218,0.48707,n
0.19777,0.22792,p
0.12981,0.47261,n
0.13387,0.51654,n
0.74581,0.49738,p
0.12594,0.78139,p
0.22689,0.50728,n
0.27898,0.02085,p
0.41233,0.87982,p
0.18966,0.51138,n
0.12179,0.49077,n
0.18194,0.93599,p
0.13572,0.07933,p
0.75160,0.58984,p
0.24151,0.53598,n
0.07571,0.10321,p
0.93065,0.88450,n
0.97673,0.93200,p
0.62774,0.14422,p
0.11928,0.13205,p
0.14143,0.55180,n
0.16290,0.45513,n
0.30404,0.43507,n
0.09433,0.43487,n
0.74433,0.07424,p
0.16431,0.48240,n
0.77363,0.79680,p
0.31610,0.49275,n
0.11253,0.56442,n
0.18076,0.37734,n
0.30187,0.57789,p
0.76242,0.44758,p
0.22246,0.06607,n
0.08736,0.16920,p
0.09247,0.48238,n
0.09227,0.52199,p
0.97550,0.27165,p
0.17910,0.18423,p
0.06585,0.50370,n
0.21615,0.53570,n
0.13499,0.46271,p
0.12645,0.63017,n
0.28449,0.61898,n
0.15795,0.41042,n
0.25363,0.31958,p
0.13516,0.63206,n
0.11208,0.60193,n
0.04610,0.72392,p
0.20099,0.29289,p
0.89409,0.38718,p
0.22601,0.55748,n
0.71886,0.01087,p
0.09395,0.47262,n
0.09778,0.42989,n
0.95418,0.51715,p
0.47134,0.98836,p
0.08358,0.53361,n
0.60354,0.41393,p
0.12659,0.49698,n
0.13307,0.59045,n
0.11339,0.37884,n
0.89617,0.41333,p
0.19159,0.53151,p
0.44417,0.17338,p
0.24078,0.58566,n
0.11255,0.41610,n
0.24391,0.58636,n
0.23660,0.64326,n
0.39814,0.59925,p
0.20819,0.47574,n
0.41101,0.40668,p
0.26502,0.60387,n
0.11411,0.16254,p
0.25564,0.53647,n
0.21693,0.49499,n
0.22398,0.90052,p
0.74826,0.25254,p
0.72623,0.11854,p
0.06234,0.55332,n
0.66880,0.85613,p
0.59605,0.51149,p
0.98599,0.69059,p
0.39702,0.41550,p
0.77005,0.88676,p
0.19625,0.63610,n
0.16867,0.51002,n
0.29202,0.57939,n
0.52669,0.35724,p
0.07972,0.56472,n
0.27663,0.62037,n
0.19842,0.37346,n
0.46980,0.16331,p
0.33605,0.73151,p
0.76347,0.34171,p
0.50650,0.90173,p
0.95689,0.73070,p
0.13531,0.87419,p
0.94187,0.99732,p
0.82648,0.07143,p
0.12792,0.02774,p
0.37406,0.66802,p
0.75106,0.84588,p
0.22631,0.52224,n
0.22450,0.63947,n
0.29632,0.59565,n
0.00919,0.12838,p
0.22842,0.58803,n
0.27503,0.46910,n
0.46723,0.12935,p
0.76409,0.54769,p
0.26934,0.41748,n
0.50839,0.67945,p
0.72862,0.98527,p
0.85340,0.21396,p
0.21576,0.97816,p
0.70476,0.28315,p
0.18094,0.60365,n
0.20400,0.23035,p
0.18088,0.40315,n
0.21986,0.62489,n
0.35215,0.83167,p
0.36853,0.19185,n
0.74068,0.06825,p
0.87201,0.36888,p
0.27763,0.56237,n
0.94767,0.07126,p
0.48385,0.60573,p
0.46746,0.01410,p
0.09134,0.55014,n
0.00832,0.08822,p
0.31197,0.51723,n
0.41690,0.15144,p
0.93739,0.89381,p
0.34404,0.47113,n
0.77992,0.78916,p
0.18842,0.53584,n
0.38211,0.52698,p
0.13608,0.55006,n
0.96871,0.92201,p
0.90628,0.00087,p
0.34011,0.47548,n
0.23837,0.55178,n
0.20825,0.35864,n
0.23447,0.60891,n
0.74555,0.43625,p
0.09262,0.52774,n
0.16693,0.61840,n
0.13991,0.38633,n
0.98881,0.08152,p
0.14583,0.63492,n
0.44592,0.60722,p
0.32064,0.58214,n
0.22449,0.35777,n
0.49063,0.66460,p
0.13967,0.56260,n
0.21248,0.38754,n
0.32156,0.46329,n
0.20120,0.75715,p
0.28413,0.43910,n
0.52575,0.25819,n
0.04563,0.15261,p
0.09879,0.60838,n
0.17350,0.40906,n
0.64607,0.66417,p
0.90814,0.74121,p
0.11827,0.48175,n
0.94603,0.55695,p
0.81885,0.88627,n
0.16194,0.42918,n
0.88042,0.61157,p
0.54006,0.99145,n
0.03016,0.32497,n
0.10995,0.38575,p
0.76384,0.58092,p
0.09420,0.49395,n
0.35267,0.88959,p
0.26142,0.51008,n
0.92984,0.29402,p
0.85037,0.00973,p
0.10686,0.43518,n
0.11548,0.94277,p
0.62779,0.76346,p
0.09960,0.60283,n
0.69142,0.26437,p
0.28121,0.92862,p
0.11687,0.50008,n
0.23965,0.57356,n
0.19731,0.60861,n
0.72840,0.39892,p
0.17092,0.39442,n
0.06743,0.56114,n
0.90891,0.52967,p
0.39376,0.40604,p
0.23367,0.49256,p
0.15735,0.88958,p
0.56665,0.34020,p
0.25358,0.42969,p
0.14875,0.36669,n
0.20101,0.43425,n
0.55982,0.86246,p
0.54259,0.11988,p
0.15802,0.62767,n
0.14113,0.40811,n
0.30107,0.41930,n
0.10282,0.58745,n
0.30186,0.49546,n
0.20749,0.54789,n
0.20731,0.43679,n
0.14019,0.41268,p
0.27225,0.55386,n
0.71476,0.15865,p
0.15173,0.37962,n
0.32501,0.53248,n
0.06214,0.27016,n
0.13717,0.40202,n
0.61204,0.00481,p
0.94213,0.51521,p
0.99663,0.76085,p
0.87448,0.81531,p
0.94357,0.39974,p
0.17722,0.56340,n
0.22834,0.41540,n
0.31776,0.45735,n
0.15332,0.34062,p
0.17268,0.93957,p
0.22608,0.57176,n
0.70978,0.34360,p
0.16193,0.50922,n
0.57781,0.35856,n
0.21025,0.54633,n
0.99433,0.13326,p
0.23202,0.53607,n
0.22788,0.42297,n
0.28981,0.44145,n
0.21546,0.39662,n
0.19826,0.35073,n
0.69833,0.77445,n
0.77931,0.52426,p
0.63977,0.63117,p
0.25496,0.46736,n
0.31475,0.55463,n
0.13444,0.43800,n
0.43827,0.94663,p
0.23164,0.57638,n
0.24160,0.45062,n
0.77918,0.98922,p
0.24260,0.53474,n
0.99821,0.23054,p
0.28516,0.52422,n
0.22751,0.45863,n
0.15666,0.56400,n
0.16779,0.77713,p
0.24723,0.57225,n
0.33279,0.44377,n
0.09746,0.60958,n
0.11533,0.98056,n
0.56181,0.53801,p
0.09393,0.14906,p
0.53739,0.24024,p
0.47014,0.18307,p
0.09276,0.02397,p
0.09224,0.50412,p
0.25323,0.37231,n
0.07616,0.18721,p
0.81392,0.58750,p
0.11065,0.60537,n
0.82257,0.89561,p
0.83926,0.83434,p
0.25250,0.45419,n
0.24055,0.65420,p
0.22403,0.46563,n
0.28385,0.41268,n
0.25357,0.37975,n
0.15020,0.54156,n
0.33580,0.47949,n
0.93348,0.73439,p
0.28956,0.39179,n
0.10763,0.42043,n
0.62809,0.66584,p
0.30529,0.61921,p
0.24957,0.41569,n
0.95333,0.38675,p
0.88159,0.94823,p
0.64633,0.69675,p
0.87518,0.86241,n
0.08080,0.52565,n
0.13239,0.57970,n
0.65357,0.80107,p
0.58558,0.36325,n
0.39634,0.91775,p
0.61212,0.22193,p
0.10810,0.58461,n
0.21734,0.53396,n
0.28251,0.03753,p
0.26337,0.47874,n
0.29179,0.55171,n
0.96456,0.33022,n
0.71207,0.53679,p
0.85997,0.52940,p
0.42276,0.50433,p
0.87542,0.96016,p
0.16536,0.48266,n
0.21842,0.56955,n
0.95053,0.08371,p
0.94705,0.23443,p
0.85171,0.96943,p
0.58952,0.16616,p
0.14825,0.03027,p
0.11625,0.55909,p
0.51724,0.41978,p
0.85656,0.49935,p
0.69948,0.54681,p
0.12894,0.49361,n
0.24886,0.37832,n
0.10889,0.51957,n
0.03169,0.85823,p
0.20992,0.43507,n
0.21622,0.53348,n
0.39145,0.94492,n
0.96491,0.71319,p
0.12299,0.58353,n
0.11242,0.82161,p
0.12490,0.38364,n
0.12401,0.43907,p
0.14794,0.55062,n
0.87403,0.86327,p
0.04389,0.79828,p
0.27715,0.04160,p
0.21271,0.57085,n
0.23811,0.59562,n
0.47013,0.10351,p
0.28629,0.92255,p
0.02954,0.89128,p
0.22643,0.66430,p
0.23229,0.55757,n
0.46300,0.72696,p
0.36597,0.29589,p
0.60621,0.15779,p
0.55607,0.09258,p
0.40384,0.89439,p
0.16465,0.58881,n
0.29900,0.48937,n
0.51026,0.05031,p
0.48888,0.90469,p
0.63559,0.63293,n
0.91057,0.05935,p
0.82315,0.78560,p
0.32032,0.45374,n
0.25071,0.41051,n
0.78475,0.24492,p
0.30384,0.42724,n
0.24040,0.46500,n
0.22177,0.58422,n
0.72181,0.88458,p
0.28500,0.49492,n
0.18543,0.49803,p
0.24484,0.62345,n
0.43047,0.98597,p
0.19684,0.35223,n
0.02520,0.63269,p
0.62094,0.34947,n
0.03025,0.15902,p
0.82934,0.41612,p
0.84802,0.46554,p
0.24592,0.54531,n
0.07217,0.46614,n
0.43548,0.58994,p
0.25206,0.60684,n
0.83268,0.21290,p
0.13768,0.71257,n
0.21516,0.93063,p
0.30095,0.58241,p
0.08530,0.47859,n
0.23512,0.43623,p
0.96292,0.41690,p
0.14543,0.58369,p
0.30109,0.39189,n
0.52048,0.16825,p
0.09031,0.58235,n
0.13102,0.62511,p
0.74835,0.91109,p
0.79366,0.20219,n
0.23865,0.51972,n
0.22375,0.40425,n
0.42170,0.93094,p
0.30294,0.51690,n
0.90865,0.86221,n
0.39738,0.06083,p
0.58825,0.44775,n
0.12217,0.51977,n
0.85575,0.92127,p
0.16233,0.38801,n
0.20000,0.37281,n
0.48537,0.98491,p
0.29179,0.39141,n
0.25475,0.61673,n
0.24864,0.47403,n
0.90306,0.14143,p
0.23491,0.62545,n
0.47210,0.10560,p
0.11453,0.46621,n
0.26216,0.48092,n
0.24562,0.48851,n
0.06658,0.50926,p
0.19257,0.57178,n
0.14861,0.57672,n
0.48185,0.09547,p
0.13282,0.57588,n
0.74569,0.58492,p
0.22993,0.39248,n
0.76147,0.24039,p
0.55390,0.95217,p
0.55584,0.81286,p
0.15340,0.68501,p
0.21241,0.50204,n
0.88139,0.49779,p
0.14708,0.44831,n
0.33534,0.48373,n
0.08444,0.41101,p
0.26656,0.55750,n
0.79500,0.84409,p
