@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.97314,0.56413,p
0.31695,0.86253,n
0.27218,0.61766,n
0.43780,0.98186,p
0.77010,0.48756,p
0.69981,0.98531,p
0.06064,0.51122,n
0.72960,0.47004,p
0.56532,0.58544,n
0.27159,0.22593,p
0.99580,0.97162,p
0.16091,0.10325,p
0.52302,0.60872,p
0.19895,0.52737,n
0.84710,0.02142,p
0.55780,0.55781,p
0.15458,0.59565,n
0.20618,0.23038,p
0.32641,0.49055,n
0.58361,0.31431,p
0.07104,0.50067,n
0.07586,0.85164,p
0.24962,0.47813,n
0.19777,0.63004,n
0.31598,0.44450,n
0.48557,0.64987,n
0.22322,0.54773,n
0.91937,0.32381,p
0.78935,0.54003,p
0.79862,0.69744,n
0.64422,0.34354,p
0.14335,0.73113,p
0.51374,0.46643,n
0.67694,0.27191,n
0.25557,0.51312,n
0.44545,0.30704,n
0.55161,0.27887,p
0.43936,0.86787,p
0.99716,0.27307,p
0.55219,0.55618,n
0.99993,0.45580,n
0.14352,0.40125,n
0.21567,0.42459,n
0.04532,0.34348,p
0.03662,0.25444,p
0.40116,0.13056,p
0.11733,0.41275,n
0.31804,0.40813,n
0.86628,0.06238,p
0.14153,0.10751,p
0.10484,0.41266,n
0.24572,0.01176,p
0.24804,0.80241,p
0.16212,0.63117,n
0.64289,0.74998,p
0.33734,0.54579,n
0.17918,0.44664,n
0.44655,0.05785,p
0.37111,0.23234,p
0.49397,0.66166,n
0.88672,0.38582,p
0.23182,0.53208,n
0.29441,0.43886,n
0.41542,0.39318,p
0.14559,0.20468,p
0.87811,0.57713,p
0.75472,0.12231,p
0.77455,0.12570,p
0.39525,0.36569,n
0.07897,0.58047,n
0.54375,0.48765,p
0.20208,0.47735,n
0.44610,0.78809,p
0.24938,0.49957,n
0.40043,0.36318,n
0.66901,0.97176,p
0.74698,0.99250,p
0.53781,0.13185,p
0.92637,0.52251,p
0.23355,0.44274,n
0.92716,0.17331,p
0.25045,0.60119,n
0.04018,0.74412,p
0.52719,0.83171,p
0.12422,0.50423,n
0.29956,0.52395,n
0.19489,0.59790,n
0.16224,0.48599,n
0.01987,0.38340,p
0.18010,0.46504,n
0.61499,0.27721,p
0.14027,0.45527,n
0.49421,0.54897,n
0.71257,0.95357,p
0.50460,0.39304,p
0.24278,0.44917,n
0.31677,0.05618,p
0.45967,0.61818,n
0.96527,0.80140,n
0.88282,0.61317,p
0.23178,0.55977,n
0.19551,0.52338,n
0.08940,0.94296,p
0.42046,0.90698,p
0.16938,0.55860,n
0.13437,0.40785,n
0.14183,0.42145,n
0.24663,0.43320,n
0.14898,0.59914,n
0.82358,0.02559,p
0.09582,0.51824,n
0.78410,0.60858,p
0.56460,0.46638,n
0.08875,0.57601,n
0.42553,0.94111,p
0.11838,0.49112,n
0.45874,0.34317,p
0.16066,0.59088,n
0.17909,0.10803,p
0.14189,0.56547,n
0.06180,0.45848,n
0.67038,0.85124,p
0.35142,0.00945,p
0.04946,0.95808,p
0.21723,0.64306,n
0.25842,0.98063,n
0.32205,0.44397,n
0.23856,0.59553,n
0.09037,0.58195,n
0.09564,0.96680,p
0.31814,0.93544,p
0.17230,0.59946,n
0.17703,0.54198,n
0.13850,0.53847,n
0.73799,0.00092,p
0.13555,0.42966,n
0.26840,0.44897,n
0.10806,0.09313,n
0.55000,0.27811,p
0.79436,0.96438,p
0.04530,0.46938,p
0.19376,0.55854,n
0.70616,0.01182,p
0.16451,0.47125,n
0.24967,0.20473,p
0.40329,0.53446,n
0.51705,0.33104,p
0.40409,0.60807,n
0.92515,0.01632,n
0.57289,0.58730,n
0.28628,0.32461,p
0.96694,0.90840,n
0.80672,0.62790,p
0.23041,0.36690,p
0.45754,0.72156,p
0.11373,0.58488,n
0.19734,0.60212,n
0.23903,0.02881,p
0.03217,0.01188,p
0.43038,0.54087,p
0.11902,0.45617,n
0.76127,0.34141,p
0.79804,0.59155,p
0.90206,0.96600,p
0.64931,0.51227,p
0.52316,0.67930,p
0.62627,0.75261,p
0.79907,0.94455,p
0.20645,0.56574,n
0.22365,0.63917,n
0.48096,0.77485,p
0.89115,0.54677,p
0.86787,0.59080,p
0.03985,0.50201,p
0.02151,0.49457,p
0.12511,0.42047,p
0.29635,0.35827,n
0.89099,0.03357,p
0.10687,0.56183,n
0.51439,0.92975,p
0.02126,0.32703,p
0.86114,0.24072,p
0.29168,0.46796,n
0.10888,0.27575,p
0.62039,0.63404,n
0.08410,0.49144,n
0.39185,0.11630,p
0.19608,0.38305,n
0.20931,0.64790,n
0.19628,0.42502,p
0.70477,0.63351,p
0.06861,0.46147,n
0.30040,0.38931,n
0.23858,0.68119,p
0.20911,0.02667,p
0.44906,0.58772,n
0.09789,0.60227,n
0.21797,0.72403,p
0.62431,0.75451,p
0.14626,0.55715,n
0.83188,0.66032,p
0.59706,0.52831,p
0.80428,0.72921,p
0.66757,0.21140,p
0.11572,0.15539,p
0.22676,0.41090,n
0.50178,0.46251,n
0.32320,0.51904,n
0.12101,0.52032,p
0.57048,0.23821,p
0.09144,0.94627,p
0.14960,0.42446,n
0.15361,0.63534,n
0.25713,0.37144,n
0.27243,0.59768,n
0.00381,0.52596,p
0.86572,0.69006,p
0.63542,0.72310,p
0.25358,0.63731,n
0.16092,0.54431,n
0.29922,0.50577,n
0.66729,0.24771,n
0.06829,0.84848,p
0.30941,0.43612,n
0.10345,0.46172,n
0.62871,0.64563,n
0.48342,0.47133,p
0.29424,0.40095,n
0.33712,0.47961,p
0.33210,0.43143,p
0.55618,0.63940,p
0.13683,0.48052,n
0.69829,0.56374,p
0.70879,0.27709,p
0.52684,0.97194,p
0.60723,0.29362,p
0.51620,0.14591,p
0.23426,0.29581,n
0.28726,0.42286,n
0.41345,0.40979,n
0.95824,0.58559,p
0.13914,0.46969,n
0.23190,0.53772,n
0.32321,0.07254,p
0.46115,0.54906,n
0.44346,0.73889,p
0.22617,0.41953,n
0.10723,0.29669,p
0.07669,0.58385,n
0.00078,0.52220,p
0.94939,0.89496,p
0.53836,0.58146,n
0.23701,0.36595,n
0.71112,0.54140,p
0.87503,0.52963,p
0.84536,0.28320,p
0.55564,0.56025,n
0.57501,0.50128,n
0.39745,0.40781,n
0.66458,0.75300,p
0.57490,0.58832,n
0.89287,0.65861,p
0.56866,0.05490,p
0.42155,0.17302,p
0.91052,0.43094,p
0.53748,0.19744,p
0.31966,0.91609,p
0.35264,0.36232,n
0.12310,0.80105,p
0.23997,0.62701,n
0.53156,0.85256,p
0.39116,0.19673,p
0.45183,0.51355,n
0.23169,0.38302,p
0.56770,0.98921,p
0.31939,0.57146,n
0.94196,0.48962,p
0.15840,0.54824,n
0.69992,0.25832,p
0.83623,0.24578,p
0.13607,0.49018,n
0.41453,0.73003,p
0.40224,0.51806,p
0.47474,0.64431,n
0.79820,0.35657,p
0.21167,0.43543,n
0.15339,0.36979,n
0.20822,0.52121,n
0.21219,0.55471,n
0.49386,0.78633,p
0.19634,0.54131,n
0.60504,0.25496,p
0.02112,0.68752,p
0.30836,0.60651,n
0.00907,0.00655,p
0.56564,0.78915,p
0.94243,0.81680,p
0.56484,0.19902,p
0.56383,0.76103,p
0.48960,0.90152,p
0.65660,0.19202,p
0.24783,0.46188,n
0.28189,0.69157,n
0.31043,0.40694,n
0.40837,0.50592,n
0.39391,0.52583,n
0.57321,0.93804,p
0.63168,0.23231,n
0.29289,0.54033,n
0.09966,0.97194,p
0.26438,0.61058,n
0.62681,0.91629,p
0.60296,0.92311,p
0.37771,0.66302,n
0.15793,0.56480,n
0.28406,0.34106,n
0.30699,0.22561,p
0.24149,0.47952,n
0.08925,0.45313,p
0.30231,0.70105,p
0.28836,0.53287,n
0.24859,0.00678,n
0.54878,0.33821,p
0.45943,0.69607,p
0.10630,0.75670,n
0.60023,0.99789,p
0.12711,0.44456,n
0.06805,0.45720,n
0.20009,0.52910,n
0.34588,0.48647,n
0.81745,0.80659,p
0.48447,0.44916,n
0.33232,0.09997,p
0.04234,0.86242,p
0.20910,0.55917,n
0.26087,0.55569,n
0.11096,0.53572,n
0.39187,0.67397,n
0.06737,0.86466,p
0.37839,0.51114,n
0.58204,0.08362,p
0.20661,0.44008,p
0.49208,0.89518,p
0.47081,0.33285,n
0.85535,0.15932,p
0.15070,0.70960,n
0.30987,0.59939,n
0.90154,0.80156,p
0.12562,0.95898,p
0.37503,0.34318,n
0.95694,0.93314,p
0.81996,0.49053,p
0.15274,0.59873,n
0.48338,0.64748,p
0.80059,0.83053,p
0.18693,0.45492,n
0.76550,0.19952,p
0.68777,0.46719,p
0.70145,0.41202,p
0.38073,0.95929,p
0.72861,0.31604,p
0.38378,0.13875,p
0.61998,0.61639,p
0.55198,0.57837,n
0.31487,0.34521,n
0.50598,0.37119,p
0.31252,0.51757,n
0.47661,0.42670,n
0.26250,0.53967,n
0.53512,0.55047,n
0.09240,0.40730,n
0.41354,0.58701,n
0.28937,0.59808,n
0.46852,0.53443,n
0.17527,0.16090,p
0.28154,0.52834,n
0.29061,0.43807,n
0.11814,0.16975,p
0.95448,0.28396,p
0.55540,0.45058,n
0.68924,0.70731,p
0.52595,0.38730,p
0.63250,0.34464,p
0.26533,0.55561,n
0.38938,0.85394,p
0.38396,0.69421,n
0.27106,0.57768,n
0.10526,0.96914,p
0.72081,0.25402,p
0.96094,0.00187,p
0.61587,0.80981,p
0.55884,0.48306,n
0.78642,0.51990,p
0.06096,0.78292,p
0.00433,0.13304,p
0.15219,0.73211,n
0.73957,0.64745,p
0.99004,0.36742,p
0.30935,0.98767,p
0.88144,0.00220,p
0.39079,0.33206,n
0.66928,0.12642,p
0.03946,0.65354,p
0.32143,0.66308,n
0.69978,0.88932,p
0.13829,0.47900,p
0.92609,0.11832,n
0.08333,0.05715,p
0.41785,0.54503,n
0.43220,0.37701,n
0.20524,0.76863,p
0.20677,0.94025,p
0.08998,0.58307,p
0.41678,0.67734,n
0.40429,0.55142,n
0.31071,0.47378,n
0.83401,0.20463,p
0.08054,0.96161,p
0.98151,0.18646,p
0.98630,0.92681,p
0.75223,0.74265,p
0.26202,0.41033,n
0.15775,0.28552,p
0.34993,0.29683,p
0.43869,0.06447,p
0.69847,0.00489,p
0.52067,0.45100,n
0.30868,0.63410,n
0.05932,0.44891,n
0.53042,0.37910,n
0.40506,0.51268,p
0.03690,0.05931,p
0.37127,0.82015,p
0.08500,0.54145,n
0.90601,0.78183,p
0.52879,0.42179,n
0.10941,0.53815,n
0.74480,0.76736,p
0.27928,0.52601,n
0.50747,0.02291,p
0.95513,0.34442,p
0.39847,0.66736,n
0.21885,0.79052,n
0.37515,0.38085,n
0.78094,0.19306,p
0.34401,0.30310,n
0.81533,0.15277,p
0.38403,0.58920,n
0.64036,0.17776,p
0.45001,0.53615,n
0.29962,0.64962,n
0.56232,0.74413,p
0.55973,0.93519,p
0.41925,0.38726,p
0.40260,0.44076,n
0.20267,0.70808,p
0.36067,0.35988,n
0.87953,0.19680,p
0.72701,0.66622,p
0.25801,0.51682,n
0.51092,0.37560,n
0.95792,0.17814,p
0.17616,0.47570,p
0.51920,0.44687,n
0.35565,0.54547,n
0.26131,0.56334,p
0.25869,0.05374,p
0.56488,0.22557,p
0.01681,0.36560,p
0.29722,0.43550,n
0.41241,0.68347,n
0.04543,0.99902,n
0.68278,0.52134,p
0.83403,0.93697,p
0.44855,0.56863,n
0.91653,0.91657,n
0.21821,0.79253,p
0.07449,0.86414,p
0.34781,0.33003,n
0.97838,0.87586,p
0.33224,0.59509,n
0.24547,0.88344,p
0.28812,0.60800,p
0.27719,0.49510,n
0.54964,0.41940,p
0.19289,0.56097,p
0.72953,0.20429,p
0.45595,0.67912,n
0.96156,0.10684,n
0.36125,0.42323,n
0.33449,0.40440,n
0.32933,0.62503,n
0.13682,0.14668,p
