@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.08495,0.54018,n
0.68255,0.45825,p
0.49671,0.70091,p
0.57266,0.55747,n
0.16207,0.43127,n
0.13061,0.54595,n
0.18320,0.52201,n
0.19837,0.06299,p
0.16659,0.44010,n
0.19590,0.48249,n
0.10497,0.69783,p
0.26536,0.43682,n
0.40141,0.47792,p
0.08907,0.50041,n
0.74919,0.69259,p
0.17796,0.43789,n
0.21635,0.44106,n
0.23027,0.64444,n
0.87215,0.92904,p
0.54436,0.18624,p
0.28789,0.45817,n
0.57226,0.77037,p
0.81344,0.45499,p
0.01247,0.67415,p
0.12398,0.40481,p
0.91219,0.01501,p
0.18800,0.35996,n
0.24014,0.21729,p
0.15133,0.57306,n
0.23511,0.44468,n
0.17310,0.57299,n
0.81020,0.95818,p
0.67461,0.91022,p
0.07569,0.50665,n
0.29042,0.65289,p
0.18127,0.41825,n
0.11477,0.94525,p
0.23157,0.58566,p
0.27504,0.48304,n
0.02872,0.02225,p
0.24364,0.55522,n
0.48568,0.60182,p
0.20370,0.63129,n
0.77599,0.58294,p
0.12186,0.72739,n
0.52978,0.33832,p
0.15069,0.42936,n
0.49300,0.56715,p
0.11467,0.45071,n
0.90985,0.46191,p
0.74290,0.37775,p
0.84271,0.47299,p
0.77920,0.66933,p
0.27092,0.59918,n
0.21637,0.51162,p
0.38428,0.62317,n
0.67530,0.86628,p
0.46721,0.82255,p
0.00055,0.93821,p
0.10308,0.18798,p
0.66251,0.13317,p
0.71734,0.98618,p
0.49872,0.12238,p
0.53998,0.37312,n
0.27715,0.58959,n
0.45934,0.34846,p
0.41966,0.39772,n
0.12317,0.39731,n
0.87034,0.11689,p
0.17548,0.39000,n
0.24172,0.49554,n
0.37611,0.62205,n
0.07736,0.50034,n
0.12537,0.48893,n
0.67600,0.55492,p
0.14840,0.58120,n
0.25777,0.62991,n
0.20889,0.07442,p
0.43111,0.49805,n
0.82233,0.86646,p
0.29440,0.35278,n
0.36833,0.59833,n
0.28902,0.52392,n
0.35783,0.48344,p
0.70862,0.66828,p
0.03898,0.01420,p
0.76222,0.88268,p
0.10493,0.45832,n
0.03938,0.64880,p
0.25116,0.61706,n
0.68210,0.56547,n
0.30378,0.60035,n
0.46431,0.50486,n
0.50192,0.11366,p
0.01494,0.71752,p
0.42809,0.03296,p
0.13203,0.54442,n
0.17520,0.23922,n
0.15956,0.57733,n
0.02499,0.06794,p
0.38972,0.16018,p
0.40832,0.57203,n
0.79322,0.52795,p
0.31360,0.40256,n
0.24831,0.45077,n
0.42062,0.76407,p
0.33167,0.90020,p
0.44170,0.52044,n
0.17752,0.50706,p
0.64708,0.31515,p
0.67585,0.53821,p
0.77719,0.56817,p
0.27210,0.53064,n
0.41274,0.68340,p
0.33022,0.39033,p
0.21917,0.74107,p
0.16467,0.61944,n
0.70855,0.46391,p
0.46445,0.52927,n
0.13477,0.42119,n
0.54008,0.62729,p
0.16337,0.78730,p
0.90619,0.77191,p
0.93964,0.08350,p
0.23562,0.50975,n
0.15987,0.02113,p
0.20452,0.48330,n
0.57674,0.41015,p
0.21649,0.37127,n
0.84019,0.55790,p
0.64248,0.29444,p
0.49197,0.44826,n
0.09524,0.45375,n
0.05721,0.67585,p
0.88261,0.71918,p
0.31989,0.49371,n
0.36963,0.90582,n
0.07156,0.44584,n
0.17034,0.42711,p
0.11487,0.36773,p
0.51601,0.56361,p
0.33137,0.33317,n
0.60051,0.08108,p
0.07425,0.53104,n
0.25959,0.58582,n
0.11338,0.00797,p
0.27133,0.33656,p
0.74735,0.75911,p
0.14897,0.63007,p
0.30889,0.43121,n
0.18801,0.49333,n
0.19757,0.43221,n
0.68692,0.89213,p
0.67046,0.60832,p
0.54729,0.65558,p
0.38478,0.01769,p
0.53512,0.69242,p
0.76111,0.20131,p
0.22762,0.58184,n
0.52309,0.77891,p
0.25797,0.53897,n
0.36225,0.40857,n
0.06900,0.43607,n
0.34383,0.52597,p
0.72209,0.18437,p
0.20463,0.43957,n
0.34381,0.50233,n
0.32841,0.51961,n
0.12485,0.39114,n
0.47668,0.56081,n
0.03441,0.72275,p
0.30524,0.56178,n
0.27210,0.48667,n
0.88133,0.34094,p
0.27959,0.75738,p
0.46179,0.62101,n
0.26417,0.47064,n
0.08166,0.12622,p
0.96957,0.57895,p
0.51588,0.38156,p
0.19336,0.71820,n
0.18188,0.76380,p
0.13200,0.50246,n
0.30625,0.52048,n
0.21296,0.54183,n
0.35368,0.38361,n
0.62247,0.54311,n
0.33070,0.68559,n
0.41509,0.15685,p
0.47365,0.45373,n
0.48045,0.43662,n
0.26363,0.41259,n
0.23000,0.63488,n
0.09689,0.52493,n
0.76933,0.68687,p
0.23120,0.36786,n
0.99908,0.77499,p
0.35156,0.00306,p
0.10058,0.60194,n
0.49764,0.19774,p
0.37465,0.56859,n
0.15679,0.45759,n
0.64234,0.94726,p
0.20346,0.64943,n
0.21230,0.46816,n
0.42760,0.68327,n
0.45586,0.09306,p
0.49236,0.45884,n
0.26504,0.51801,n
0.68531,0.69414,n
0.66706,0.76838,p
0.29519,0.47725,n
0.19453,0.51372,n
0.88979,0.80453,p
0.75742,0.63351,p
0.37522,0.63121,n
0.34988,0.21022,p
0.33266,0.42286,n
0.88238,0.78471,p
0.38065,0.37664,n
0.15340,0.39293,n
0.90272,0.01932,p
0.72613,0.67894,p
0.93443,0.47572,p
0.68418,0.75675,p
0.29630,0.48493,n
0.75393,0.26660,n
0.31029,0.75732,n
0.14957,0.62531,p
0.60792,0.12917,p
0.11126,0.51363,n
0.34088,0.35595,n
0.89787,0.40202,p
0.19293,0.16528,p
0.76543,0.94726,p
0.15210,0.59885,n
0.97537,0.16276,p
0.15455,0.33897,p
0.37801,0.49553,n
0.63962,0.46930,p
0.48397,0.67219,n
0.33938,0.53231,n
0.68221,0.07832,p
0.83596,0.89445,p
0.19911,0.37577,n
0.46853,0.33506,p
0.12270,0.24643,p
0.26627,0.01964,p
0.56144,0.55749,n
0.88340,0.49535,p
0.63963,0.88899,p
0.71344,0.52289,p
0.42331,0.83928,p
0.27253,0.42373,n
0.14590,0.10833,p
0.13922,0.47406,n
0.75600,0.11929,p
0.42092,0.26223,p
0.60659,0.37917,p
0.62661,0.18838,p
0.79929,0.12101,p
0.24146,0.40027,n
0.20222,0.59301,p
0.76951,0.78807,p
0.22414,0.17781,p
0.75005,0.25751,n
0.77604,0.88629,p
0.58807,0.57178,p
0.57902,0.58069,n
0.34581,0.51688,n
0.22584,0.07554,p
0.25548,0.56062,p
0.40320,0.31187,n
0.30344,0.12887,p
0.57893,0.49506,n
0.17138,0.94137,n
0.65487,0.28816,p
0.07372,0.92764,p
0.51534,0.41475,p
0.40945,0.66055,n
0.99737,0.56689,p
0.15945,0.42816,n
0.46280,0.42462,p
0.23990,0.40299,n
0.33109,0.53945,n
0.45712,0.53076,n
0.41593,0.60861,p
0.33220,0.75658,p
0.35800,0.33028,n
0.47850,0.07300,p
0.24871,0.38610,n
0.12642,0.52366,n
0.27518,0.18662,p
0.52313,0.47393,n
0.52524,0.55816,n
0.02628,0.21976,p
0.74512,0.84341,p
0.34242,0.53854,n
0.98342,0.92507,p
0.17420,0.60484,p
0.10292,0.28492,p
0.38674,0.99171,p
0.42922,0.68794,n
0.20355,0.61251,p
0.78903,0.62566,p
0.48647,0.62351,n
0.65112,0.44546,n
0.24429,0.44970,n
0.49257,0.61656,n
0.13887,0.51941,n
0.15369,0.39393,p
0.78084,0.02358,p
0.34679,0.39530,n
0.36417,0.43558,n
0.01624,0.06863,p
0.31787,0.23067,p
0.07106,0.47256,p
0.45073,0.52972,p
0.63946,0.13137,p
0.41363,0.40199,n
0.35890,0.88552,p
0.72774,0.35958,p
0.42825,0.53377,n
0.09225,0.55661,n
0.48415,0.72728,n
0.34711,0.49084,n
0.47080,0.37404,n
0.43843,0.16710,p
0.21614,0.61787,n
0.53566,0.12552,p
0.58181,0.08724,p
0.22455,0.56840,n
0.97488,0.85219,p
0.73072,0.48009,p
0.21303,0.62399,n
0.40604,0.23390,p
0.41758,0.91586,p
0.64969,0.37611,p
0.46673,0.63876,n
0.81787,0.70681,p
0.52771,0.93345,p
0.96914,0.73308,p
0.85941,0.36293,p
0.12980,0.07810,p
0.05327,0.03318,p
0.57068,0.13641,p
0.21915,0.58139,n
0.58376,0.00502,p
0.17314,0.56751,n
0.51402,0.51178,n
0.11327,0.77623,p
0.50811,0.34088,n
0.27412,0.96868,p
0.53444,0.37212,n
0.49018,0.45666,n
0.34186,0.53688,n
0.05566,0.12349,p
0.99360,0.52357,p
