@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.066,0.013,p
0.837,0.259,p
0.476,0.639,n
0.151,0.635,n
0.523,0.741,n
0.064,0.758,n
0.473,0.719,n
0.395,0.801,n
0.445,0.936,n
0.965,0.436,p
0.585,0.584,n
0.856,0.991,n
0.965,0.905,n
0.832,0.574,p
0.151,0.294,n
0.615,0.045,p
0.077,0.600,n
0.610,0.156,p
0.596,0.559,p
0.620,0.941,n
0.580,0.020,p
0.627,0.466,p
0.061,0.676,n
0.963,0.251,p
0.593,0.320,p
0.313,0.369,n
0.300,0.377,n
0.027,0.569,p
0.435,0.698,n
0.834,0.438,n
0.856,0.169,p
0.225,0.121,n
0.279,0.807,n
0.794,0.271,p
0.156,0.005,p
0.943,0.880,n
0.434,0.950,n
0.222,0.746,n
0.663,0.519,n
0.341,0.227,p
0.045,0.904,n
0.694,0.924,n
0.900,0.577,p
0.745,0.172,p
0.663,0.525,n
0.939,0.612,p
0.782,0.352,p
0.197,0.535,n
0.171,0.792,n
0.776,0.002,p
0.854,0.086,p
0.502,0.316,p
0.351,0.647,n
0.361,0.191,p
0.124,0.556,n
0.380,0.080,p
0.373,0.604,n
0.380,0.801,p
0.432,0.372,p
0.536,0.695,p
0.791,0.262,p
0.662,0.887,n
0.144,0.774,n
0.880,0.179,p
0.844,0.674,p
0.836,0.952,n
0.511,0.715,n
0.107,0.749,n
0.061,0.324,n
0.828,0.242,p
0.250,0.616,n
0.394,0.367,p
0.756,0.674,p
0.096,0.748,n
0.917,0.517,p
0.719,0.186,p
0.953,0.296,n
0.172,0.360,n
0.991,0.480,p
0.481,0.721,n
0.230,0.235,p
0.718,0.675,n
0.854,0.242,p
0.859,0.900,n
0.834,0.292,p
0.357,0.580,n
0.486,0.210,p
0.544,0.119,p
0.757,0.296,p
0.676,0.654,n
0.266,0.754,n
0.673,0.536,p
0.182,0.646,n
0.332,0.720,n
0.716,0.754,n
0.873,0.042,p
0.403,0.541,n
0.112,0.270,n
0.100,0.113,n
0.727,0.185,p
0.417,0.743,n
0.749,0.592,p
0.250,0.782,n
0.030,0.803,n
0.583,0.634,n
0.977,0.687,p
0.492,0.524,n
0.037,0.500,n
0.959,0.892,n
0.136,0.792,n
0.930,0.323,p
0.871,0.695,p
0.716,0.740,p
0.344,0.807,n
0.043,0.078,n
