@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.072,0.536,n
0.037,0.434,n
0.827,0.124,n
0.223,0.627,p
0.047,0.858,n
0.290,0.144,p
0.063,0.060,p
0.453,0.300,p
0.794,0.699,p
0.418,0.757,n
0.945,0.474,p
0.647,0.993,n
0.822,0.285,p
0.669,0.023,p
0.168,0.117,p
0.768,0.129,p
0.864,0.278,p
0.176,0.232,p
0.233,0.485,p
0.263,0.004,p
0.369,0.566,n
0.875,0.798,n
0.634,0.062,n
0.340,0.053,p
0.364,0.026,p
0.874,0.614,p
0.993,0.466,p
0.484,0.086,p
0.147,0.543,p
0.027,0.528,n
0.863,0.696,p
0.533,0.779,p
0.985,0.853,n
0.806,0.818,n
0.029,0.028,p
0.937,0.988,n
0.955,0.365,p
0.227,0.197,p
0.624,0.900,n
0.479,0.653,n
0.085,0.661,n
0.972,0.396,p
0.401,0.947,n
0.170,0.127,p
0.657,0.350,p
0.549,0.131,p
0.872,0.826,n
0.524,0.019,n
0.440,0.183,p
0.799,0.172,p
0.725,0.556,p
0.518,0.555,n
0.693,0.452,p
0.699,0.877,n
0.943,0.840,p
0.137,0.122,p
0.897,0.154,p
0.990,0.832,p
0.161,0.432,p
0.339,0.196,n
0.331,0.624,n
0.788,0.972,p
0.779,0.270,p
0.130,0.422,n
0.819,0.259,n
0.072,0.938,n
0.856,0.067,p
0.863,0.454,n
0.238,0.109,p
0.161,0.050,p
0.290,0.500,n
0.250,0.015,p
0.733,0.551,p
0.819,0.432,p
0.982,0.343,p
0.054,0.130,n
0.163,0.084,p
0.841,0.871,n
0.282,0.242,p
0.459,0.158,p
0.263,0.962,n
0.310,0.357,p
0.503,0.201,p
0.505,0.005,p
0.879,0.390,p
0.724,0.643,p
0.044,0.835,n
0.627,0.734,n
0.139,0.524,n
0.835,0.805,n
0.584,0.893,n
0.693,0.230,p
0.836,0.559,p
0.628,0.626,n
0.535,0.659,n
0.729,0.205,p
0.936,0.018,p
0.459,0.820,n
0.449,0.269,p
0.142,0.524,n
0.509,0.887,n
0.004,0.492,n
0.451,0.302,p
0.002,0.751,n
0.713,0.902,n
0.999,0.589,p
0.835,0.286,p
0.936,0.249,p
0.511,0.190,p
0.956,0.884,n
0.631,0.913,p
0.732,0.451,p
0.753,0.644,p
0.472,0.344,p
0.298,0.739,n
0.557,0.394,p
0.167,0.162,p
0.906,0.497,p
0.887,0.750,p
0.413,0.414,n
0.377,0.338,p
0.863,0.216,p
0.271,0.248,p
0.446,0.954,n
0.873,0.022,p
0.587,0.000,p
0.392,0.927,n
0.941,0.722,p
0.552,0.040,p
0.128,0.252,n
0.583,0.388,p
0.959,0.645,p
0.884,0.475,p
0.247,0.961,n
0.307,0.022,p
0.674,0.420,p
0.739,0.505,p
0.820,0.231,p
0.952,0.496,p
0.142,0.052,p
0.060,0.393,n
0.186,0.936,n
0.379,0.374,p
0.332,0.169,p
0.280,0.351,n
0.822,0.432,p
0.920,0.193,p
0.767,0.041,p
0.035,0.063,n
0.257,0.747,n
0.756,0.916,n
0.387,0.251,p
0.430,0.493,n
0.183,0.803,n
0.823,0.773,n
0.328,0.320,p
0.782,0.079,p
0.753,0.247,p
0.988,0.265,p
0.710,0.447,p
0.234,0.417,n
0.674,0.748,n
0.294,0.567,n
0.578,0.326,p
0.396,0.992,n
0.231,0.808,n
0.991,0.102,p
0.819,0.841,n
0.449,0.260,p
0.652,0.203,p
0.011,0.327,n
0.795,0.548,n
0.695,0.410,p
0.283,0.308,n
0.997,0.364,p
0.461,0.163,p
0.015,0.552,n
0.371,0.504,n
0.146,0.283,n
0.925,0.109,p
