@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.736,0.670,p
0.308,0.606,n
0.581,0.158,p
0.394,0.723,n
0.949,0.544,p
0.268,0.036,p
0.465,0.318,p
0.510,0.999,n
0.797,0.734,n
0.354,0.981,n
0.883,0.900,n
0.461,0.568,n
0.724,0.487,p
0.908,0.268,p
0.518,0.651,n
0.588,0.312,p
0.512,0.934,n
0.075,0.820,n
0.059,0.653,n
0.106,0.522,n
0.854,0.245,p
0.032,0.362,n
0.955,0.025,p
0.729,0.021,p
0.813,0.157,n
0.691,0.386,p
0.990,0.151,p
0.344,0.615,n
0.705,0.473,p
0.875,0.128,n
0.144,0.960,n
0.141,0.057,n
0.635,0.508,p
0.983,0.934,n
0.800,0.709,p
0.257,0.423,n
0.241,0.100,p
0.521,0.464,p
0.729,0.434,p
0.181,0.094,p
0.290,0.984,n
0.101,0.306,n
0.841,0.673,p
0.451,0.411,p
0.935,0.077,p
0.392,0.463,n
0.754,0.395,p
0.641,0.960,n
0.777,0.724,n
0.498,0.358,n
0.478,0.955,n
0.804,0.932,n
0.297,0.232,p
0.259,0.428,n
0.096,0.356,n
0.998,0.147,p
0.067,0.086,n
0.989,0.648,p
0.541,0.950,p
0.595,0.882,n
0.937,0.705,p
0.746,0.658,p
0.621,0.403,p
0.667,0.977,n
0.012,0.465,n
0.017,0.943,n
0.816,0.767,n
0.200,0.744,n
0.612,0.434,n
0.073,0.003,p
0.485,0.837,n
0.080,0.754,n
0.174,0.750,n
0.404,0.675,n
0.864,0.135,p
0.967,0.366,p
0.538,0.382,p
0.484,0.539,n
0.304,0.646,n
0.796,0.653,n
0.391,0.530,n
0.851,0.798,n
0.308,0.233,p
0.232,0.277,n
0.365,0.318,p
0.442,0.292,p
0.326,0.100,p
0.400,0.824,p
0.342,0.879,n
0.503,0.690,n
0.743,0.751,n
0.292,0.622,n
0.671,0.367,p
0.127,0.028,p
0.351,0.359,n
0.883,0.762,p
0.316,0.926,n
0.246,0.240,p
0.611,0.336,p
0.768,0.062,p
0.133,0.523,n
0.474,0.619,n
0.317,0.838,p
0.989,0.841,n
0.046,0.108,n
0.680,0.915,n
0.077,0.306,n
0.173,0.147,p
0.481,0.559,n
0.822,0.523,p
0.492,0.132,p
0.117,0.108,p
0.904,0.718,p
0.627,0.210,p
0.377,0.297,p
0.765,0.987,n
0.229,0.703,n
0.580,0.645,n
0.625,0.742,n
0.823,0.835,n
0.598,0.038,p
0.108,0.636,n
0.186,0.956,n
0.899,0.464,p
0.209,0.824,n
0.277,0.902,n
0.413,0.415,n
0.702,0.272,p
0.910,0.214,p
0.191,0.476,n
0.192,0.469,n
0.616,0.659,n
0.885,0.682,p
0.319,0.256,p
0.724,0.343,n
0.580,0.132,p
0.914,0.645,p
0.496,0.801,p
0.151,0.299,n
0.062,0.666,p
0.380,0.215,p
0.224,0.533,n
0.091,0.946,n
0.515,0.101,p
0.510,0.520,p
0.581,0.705,n
0.221,0.025,p
0.437,0.140,p
0.944,0.355,p
0.340,0.923,n
0.947,0.636,p
0.805,0.896,n
0.967,0.026,p
0.540,0.610,n
0.593,0.966,n
0.827,0.673,p
0.904,0.040,p
0.909,0.111,p
0.597,0.068,p
0.190,0.006,p
0.052,0.517,n
0.127,0.427,n
0.440,0.437,n
0.162,0.595,n
0.638,0.570,p
0.423,0.269,p
0.219,0.751,n
0.821,0.622,p
0.302,0.840,n
0.548,0.569,n
0.847,0.462,n
0.461,0.952,n
0.653,0.959,n
0.117,0.598,n
0.455,0.963,n
0.391,0.616,n
0.665,0.649,n
0.409,0.499,n
0.647,0.784,n
0.605,0.733,n
0.445,0.094,p
0.714,0.051,p
0.330,0.478,n
0.971,0.875,n
0.166,0.303,n
0.504,0.573,n
0.242,0.845,n
0.181,0.242,n
0.238,0.863,n
0.587,0.511,p
0.844,0.615,n
0.791,0.134,p
