@relation SINE2
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.705,0.085,p
0.090,0.234,p
0.020,0.267,n
0.902,0.379,n
0.661,0.338,p
0.194,0.946,n
0.579,0.729,n
0.702,0.950,p
0.843,0.504,p
0.071,0.903,n
0.244,0.012,p
0.343,0.267,p
0.377,0.834,n
0.175,0.396,p
0.766,0.300,p
0.170,0.436,p
0.232,0.410,p
0.095,0.085,p
0.107,0.521,p
0.386,0.574,p
0.003,0.836,p
0.442,0.083,p
0.155,0.122,p
0.715,0.471,p
0.198,0.446,p
0.364,0.432,n
0.093,0.968,n
0.229,0.526,p
0.744,0.647,p
0.613,0.909,n
0.296,0.547,n
0.625,0.957,n
0.959,0.847,n
0.936,0.728,n
0.821,0.605,p
0.428,0.490,n
0.838,0.269,p
0.733,0.271,p
0.888,0.412,p
0.361,0.965,n
0.597,0.830,n
0.368,0.781,n
0.388,0.655,n
0.993,0.920,n
0.869,0.905,n
0.920,0.859,n
0.327,0.520,n
0.114,0.721,p
0.160,0.255,n
0.223,0.293,p
0.177,0.749,p
0.327,0.882,n
0.936,0.997,n
0.931,0.133,p
0.061,0.887,n
0.937,0.578,p
0.897,0.923,n
0.983,0.490,p
0.844,0.528,p
0.680,0.476,p
0.534,0.937,n
0.767,0.825,n
0.647,0.124,p
0.347,0.699,n
0.630,0.965,n
0.986,0.358,p
0.170,0.236,p
0.365,0.346,p
0.710,0.891,n
0.313,0.032,p
0.302,0.647,n
0.786,0.783,n
0.290,0.860,n
0.654,0.341,p
0.174,0.146,p
0.314,0.977,p
0.736,0.738,n
0.329,0.855,n
0.980,0.096,p
0.511,0.482,n
0.717,0.982,n
0.425,0.148,p
0.709,0.951,n
0.346,0.597,n
0.253,0.694,p
0.028,0.064,p
0.696,0.226,p
0.603,0.406,n
0.189,0.807,n
0.655,0.866,p
0.654,0.082,p
0.346,0.506,n
0.684,0.909,n
0.971,0.618,n
0.469,0.221,n
0.610,0.162,p
0.563,0.267,n
0.237,0.594,p
0.769,0.119,p
0.386,0.857,n
0.976,0.200,p
0.755,0.945,n
0.276,0.548,p
0.198,0.631,p
0.335,0.385,p
0.487,0.158,p
0.468,0.762,n
0.508,0.401,n
0.449,0.474,n
0.510,0.697,p
0.916,0.736,n
0.952,0.624,p
0.529,0.679,n
0.552,0.714,n
0.652,0.629,n
0.292,0.181,p
0.124,0.184,p
0.768,0.030,p
0.572,0.583,n
0.106,0.193,p
0.845,0.028,p
0.126,0.448,p
0.520,0.690,n
0.444,0.276,n
0.561,0.667,n
0.300,0.220,p
0.221,0.849,n
0.159,0.147,p
0.928,0.387,p
0.289,0.075,p
0.497,0.335,n
0.310,0.980,n
0.621,0.650,n
0.425,0.725,n
0.623,0.545,n
0.938,0.052,p
0.722,0.100,p
0.976,0.871,n
0.917,0.509,n
0.113,0.408,p
0.934,0.886,n
0.628,0.304,p
0.528,0.623,n
0.803,0.295,p
0.887,0.601,n
0.697,0.721,n
0.457,0.992,n
0.694,0.757,n
0.627,0.546,n
0.531,0.958,n
0.582,0.694,n
0.981,0.963,n
0.376,0.565,n
0.205,0.453,p
0.722,0.794,n
0.323,0.887,n
0.498,0.376,n
0.954,0.830,n
0.666,0.804,n
0.389,0.317,p
0.337,0.501,n
0.236,0.392,p
0.858,0.911,n
0.061,0.670,n
0.380,0.522,n
0.884,0.126,p
0.853,0.610,p
0.512,0.267,n
0.956,0.886,n
0.572,0.877,n
0.160,0.404,p
0.664,0.360,p
0.330,0.739,n
0.409,0.002,n
0.428,0.875,n
0.442,0.862,p
0.997,0.075,p
0.553,0.263,n
0.701,0.313,p
0.485,0.074,p
0.287,0.449,n
0.741,0.074,p
0.535,0.578,n
0.561,0.315,n
0.842,0.293,p
0.182,0.403,p
0.139,0.986,n
0.882,0.179,p
0.416,0.029,p
0.839,0.355,p
0.071,0.638,p
0.576,0.884,n
0.583,0.621,n
0.196,0.561,p
0.412,0.303,n
0.515,0.566,p
0.421,0.512,n
0.949,0.754,n
0.301,0.408,p
0.943,0.372,p
0.162,0.018,p
0.492,0.519,n
0.772,0.916,n
0.997,0.970,n
0.594,0.321,n
0.561,0.742,p
0.681,0.138,p
0.174,0.121,p
0.006,0.702,n
0.838,0.042,p
0.133,0.573,p
0.953,0.455,n
0.314,0.066,p
0.410,0.138,p
0.881,0.804,n
0.527,0.734,n
0.140,0.965,p
0.289,0.602,p
0.828,0.539,p
0.239,0.956,n
0.609,0.513,n
0.951,0.097,p
0.399,0.054,p
0.066,0.803,n
0.619,0.160,p
0.538,0.391,n
0.570,0.849,n
0.371,0.005,p
0.251,0.443,n
0.307,0.808,n
0.510,0.736,n
0.857,0.741,p
0.259,0.751,p
0.525,0.702,n
0.097,0.787,n
0.612,0.403,n
0.862,0.235,p
0.249,0.415,n
0.760,0.190,p
0.738,0.280,p
0.030,0.299,p
0.710,0.231,p
0.982,0.863,n
0.214,0.693,p
0.703,0.824,n
0.501,0.652,n
0.163,0.712,p
0.854,0.343,p
0.406,0.043,n
0.277,0.102,n
0.652,0.680,n
0.145,0.091,p
0.141,0.946,n
0.889,0.600,p
0.682,0.987,n
0.040,0.214,p
0.515,0.838,n
0.913,0.540,p
0.311,0.713,n
0.889,0.555,p
0.279,0.425,n
0.463,0.575,n
0.296,0.723,n
0.248,0.086,p
0.034,0.219,p
0.993,0.529,n
0.222,0.817,n
0.334,0.995,p
0.940,0.089,p
0.408,0.264,p
0.180,0.751,p
0.605,0.017,p
0.822,0.918,p
0.011,0.262,p
0.084,0.374,p
0.236,0.426,p
0.965,0.176,p
0.203,0.024,n
0.800,0.707,p
0.562,0.699,n
0.462,0.367,n
0.620,0.843,p
0.604,0.412,n
0.367,0.730,n
0.520,0.400,n
0.418,0.224,p
0.971,0.995,n
0.592,0.541,n
0.545,0.350,n
0.242,0.510,p
0.499,0.844,n
0.298,0.902,n
0.033,0.676,n
0.078,0.506,p
0.064,0.578,p
0.492,0.964,n
0.977,0.007,p
0.629,0.754,n
0.519,0.115,p
0.267,0.506,p
0.790,0.611,p
0.397,0.606,n
0.981,0.567,n
0.975,0.242,p
0.643,0.485,n
0.086,0.195,p
0.892,0.155,p
0.948,0.963,n
0.042,0.578,p
0.277,0.961,n
0.277,0.513,p
0.016,0.878,n
0.717,0.838,n
0.015,0.689,n
0.657,0.580,n
0.388,0.929,n
0.649,0.518,n
0.139,0.666,p
0.069,0.219,p
0.885,0.038,p
0.829,0.447,p
0.580,0.290,n
0.849,0.329,p
0.939,0.859,n
0.491,0.218,n
0.579,0.026,p
0.359,0.613,n
0.540,0.134,n
0.542,0.889,n
0.029,0.914,n
0.492,0.652,n
0.310,0.296,p
0.148,0.268,p
0.657,0.802,n
0.255,0.809,n
0.286,0.780,n
0.407,0.439,n
0.115,0.164,p
0.264,0.253,n
0.364,0.513,p
0.186,0.394,p
0.353,0.896,n
0.203,0.887,n
0.521,0.875,n
0.150,0.884,n
0.412,0.176,p
0.571,0.784,n
0.564,0.435,p
0.076,0.430,p
0.227,0.950,n
0.840,0.749,p
0.325,0.368,p
0.943,0.663,n
0.187,0.970,p
0.363,0.735,n
0.380,0.006,p
0.084,0.639,p
0.110,0.859,n
0.019,0.864,n
0.343,0.478,n
0.794,0.545,p
0.093,0.984,p
0.865,0.127,p
0.480,0.727,n
0.240,0.957,n
0.116,0.525,p
0.971,0.113,p
0.437,0.774,n
0.187,0.927,n
0.679,0.248,p
0.177,0.112,n
0.722,0.898,n
0.481,0.561,p
0.171,0.273,p
0.286,0.165,p
0.220,0.092,p
0.282,0.303,n
0.060,0.910,n
0.001,0.105,p
0.454,0.201,p
0.756,0.801,n
0.183,0.996,n
0.299,0.557,p
0.436,0.519,n
0.101,0.110,p
0.066,0.836,n
0.545,0.478,n
0.346,0.425,p
0.076,0.766,n
0.807,0.182,p
0.373,0.313,p
0.410,0.302,p
0.529,0.495,n
0.983,0.164,p
0.213,0.191,n
0.843,0.325,p
0.548,0.937,n
0.723,0.329,p
0.382,0.406,n
0.050,0.314,p
0.979,0.211,p
0.308,0.988,n
0.478,0.884,n
0.386,0.851,n
0.955,0.646,n
0.957,0.168,p
0.197,0.671,p
0.935,0.401,p
0.959,0.743,n
0.863,0.553,p
0.237,0.142,p
0.882,0.844,n
0.461,0.954,n
0.977,0.091,p
0.356,0.201,p
0.250,0.285,p
0.337,0.470,p
0.533,0.592,n
0.814,0.061,p
0.878,0.072,n
0.325,0.481,p
0.836,0.989,n
0.129,0.228,p
0.383,0.501,n
0.435,0.974,n
0.429,0.170,p
0.455,0.376,n
0.703,0.206,p
0.159,0.305,p
0.759,0.484,p
0.454,0.846,n
0.535,0.682,n
0.697,0.777,n
0.696,0.566,p
0.977,0.203,p
0.350,0.354,p
0.759,0.402,p
0.400,0.786,n
0.877,0.619,p
0.016,0.753,n
0.972,0.128,p
0.886,0.487,p
0.943,0.638,p
0.065,0.427,p
0.614,0.028,n
0.605,0.732,n
0.030,0.787,n
0.264,0.929,n
0.007,0.680,n
0.407,0.895,n
0.878,0.776,n
0.834,0.002,p
0.312,0.518,n
0.771,0.163,p
0.227,0.170,n
0.021,0.376,p
0.653,0.441,p
0.160,0.834,p
0.380,0.744,n
0.158,0.108,p
0.162,0.762,p
0.931,0.184,p
0.150,0.606,n
0.154,0.438,p
0.880,0.620,p
0.575,0.393,n
0.834,0.148,p
0.988,0.240,p
0.100,0.971,n
0.920,0.418,p
0.482,0.668,n
0.814,0.051,p
0.474,0.344,n
0.453,0.882,n
0.496,0.554,n
0.389,0.915,n
0.660,0.544,n
0.309,0.212,p
0.446,0.542,n
0.172,0.171,p
0.644,0.362,p
0.457,0.966,n
0.704,0.474,p
0.366,0.438,n
0.873,0.617,p
0.540,0.471,p
0.573,0.886,n
0.515,0.220,n
0.197,0.159,p
0.396,0.907,n
0.980,0.375,p
0.017,0.906,n
0.905,0.117,n
0.537,0.301,n
0.772,0.567,p
0.778,0.457,p
0.467,0.905,p
0.229,0.091,p
0.867,0.364,p
0.179,0.429,p
0.713,0.767,n
0.362,0.756,n
0.356,0.462,n
0.754,0.974,n
0.970,0.982,n
0.900,0.892,n
0.007,0.616,n
0.573,0.673,n
0.519,0.962,p
0.495,0.829,n
0.734,0.612,p
0.978,0.747,n
0.826,0.810,n
0.452,0.735,n
0.848,0.128,p
0.166,0.839,n
0.231,0.876,n
0.715,0.144,p
0.099,0.099,p
0.447,0.203,p
0.512,0.633,n
0.471,0.605,n
0.873,0.370,p
0.078,0.659,p
0.532,0.252,n
0.992,0.649,p
0.785,0.926,n
0.943,0.963,n
0.625,0.532,n
0.769,0.169,n
0.323,0.129,p
0.445,0.935,p
0.715,0.314,p
0.676,0.041,p
0.675,0.476,p
0.915,0.564,p
0.415,0.710,n
0.865,0.196,p
0.420,0.705,n
0.518,0.385,n
0.445,0.493,n
0.976,0.468,p
0.228,0.171,n
0.172,0.339,p
0.483,0.754,n
0.136,0.146,p
0.420,0.099,p
0.723,0.910,n
0.746,0.345,p
0.090,0.118,p
0.679,0.588,n
0.090,0.422,n
0.874,0.263,p
0.336,0.554,n
0.986,0.544,n
0.623,0.854,n
0.473,0.483,n
0.596,0.624,p
0.485,0.060,p
0.059,0.078,p
0.440,0.757,n
0.025,0.810,n
0.305,0.724,p
0.004,0.812,n
0.839,0.018,p
0.942,0.899,p
0.074,0.856,n
0.082,0.695,p
0.494,0.899,n
0.354,0.773,n
0.244,0.148,p
0.194,0.581,p
0.980,0.040,n
0.027,0.479,p
0.165,0.439,p
0.795,0.604,p
0.317,0.430,p
0.623,0.011,p
0.246,0.202,p
0.923,0.195,p
0.178,0.488,p
0.544,0.566,n
0.301,0.635,n
0.064,0.118,p
0.480,0.527,n
0.375,0.497,n
0.552,0.852,n
0.708,0.273,p
0.890,0.854,n
0.756,0.661,p
0.476,0.802,n
0.836,0.009,p
0.690,0.346,p
0.199,0.077,p
0.328,0.991,n
0.495,0.887,n
0.834,0.637,p
0.288,0.656,n
0.278,0.666,n
0.978,0.727,p
0.333,0.011,p
0.610,0.757,n
0.933,0.771,n
0.554,0.149,p
0.241,0.751,n
0.816,0.211,p
0.135,0.861,n
0.588,0.543,p
0.413,0.209,p
0.588,0.607,n
0.643,0.598,n
0.578,0.791,n
0.671,0.491,p
0.355,0.645,p
0.290,0.607,p
0.902,0.849,n
0.417,0.301,n
0.665,0.788,n
0.797,0.062,p
0.403,0.997,n
0.055,0.530,p
0.290,0.947,n
0.180,0.813,n
0.640,0.893,n
0.736,0.733,n
0.870,0.476,p
0.413,0.513,n
0.553,0.929,n
0.881,0.573,p
0.216,0.302,p
0.609,0.162,p
0.241,0.321,p
0.708,0.921,p
0.636,0.108,p
0.232,0.732,n
0.034,0.520,p
0.773,0.902,n
0.553,0.821,n
0.613,0.662,n
0.879,0.451,p
0.511,0.605,n
0.337,0.399,p
0.020,0.087,p
0.033,0.161,p
0.794,0.305,p
0.226,0.560,p
0.553,0.902,p
0.661,0.990,n
0.541,0.021,n
0.216,0.233,p
0.237,0.398,p
0.914,0.014,p
0.363,0.085,p
0.882,0.828,n
0.876,0.441,p
0.689,0.758,n
0.126,0.506,p
0.546,0.761,n
0.872,0.832,n
0.710,0.933,n
0.899,0.066,p
0.433,0.325,n
0.633,0.933,n
0.699,0.968,n
0.910,0.476,p
0.555,0.662,n
0.562,0.808,n
0.250,0.926,n
0.973,0.209,p
0.928,0.461,p
0.890,0.449,p
0.510,0.466,n
0.582,0.152,n
0.151,0.079,p
0.360,0.166,p
0.854,0.387,p
0.079,0.451,p
0.229,0.923,n
0.863,0.506,p
0.937,0.926,n
0.859,0.275,p
0.650,0.281,p
0.179,0.982,n
0.711,0.631,n
0.913,0.043,p
0.605,0.481,n
0.326,0.076,p
0.226,0.731,p
0.154,0.728,p
0.047,0.062,p
0.880,0.938,n
0.501,0.135,p
0.400,0.736,n
0.265,0.453,p
0.435,0.210,p
0.629,0.134,p
0.845,0.151,p
0.904,0.466,p
0.343,0.324,n
0.593,0.657,n
0.105,0.493,p
0.189,0.458,p
0.697,0.726,n
0.197,0.847,n
0.427,0.197,p
0.072,0.514,p
0.244,0.754,n
0.421,0.944,n
0.309,0.479,p
0.592,0.777,n
0.672,0.359,p
0.205,0.673,p
0.325,0.720,n
0.077,0.742,n
0.717,0.707,n
0.550,0.354,n
0.674,0.254,p
0.114,0.499,n
0.578,0.842,n
0.317,0.677,p
0.514,0.323,n
0.676,0.148,p
0.829,0.413,n
0.403,0.058,p
0.799,0.379,n
0.329,0.800,n
0.815,0.374,p
0.013,0.940,n
0.494,0.156,p
0.324,0.890,n
0.245,0.746,n
0.912,0.327,p
0.206,0.878,n
0.144,0.715,p
0.901,0.946,n
0.197,0.603,p
0.426,0.926,n
0.883,0.554,p
0.418,0.025,p
0.826,0.655,n
0.644,0.218,p
0.780,0.913,n
0.655,0.888,n
0.413,0.850,n
0.451,0.960,n
0.949,0.592,p
0.647,0.046,p
0.275,0.672,n
0.875,0.100,p
0.913,0.721,n
0.976,0.709,n
0.733,0.172,p
0.646,0.994,n
0.900,0.577,p
0.580,0.953,n
0.477,0.422,n
0.321,0.225,p
0.463,0.524,n
0.553,0.420,n
0.629,0.110,p
0.199,0.418,p
0.105,0.885,n
0.899,0.788,n
0.891,0.902,n
0.829,0.285,p
0.062,0.490,p
0.113,0.377,p
0.450,0.782,n
0.868,0.541,p
0.186,0.158,p
0.660,0.097,p
0.086,0.564,p
0.820,0.592,p
0.990,0.723,n
0.577,0.446,n
0.613,0.097,p
0.684,0.012,p
0.106,0.544,p
0.084,0.436,p
0.044,0.104,p
0.031,0.074,p
0.356,0.657,n
0.522,0.989,n
0.766,0.155,p
0.241,0.761,n
0.088,0.938,n
0.039,0.738,n
