@relation SINE2
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.238,0.544,p
0.259,0.234,p
0.476,0.639,n
0.523,0.741,n
0.031,0.866,n
0.473,0.719,n
0.801,0.445,p
0.136,0.217,p
0.585,0.584,n
0.856,0.991,n
0.965,0.905,n
0.832,0.574,p
0.769,0.873,n
0.044,0.615,p
0.408,0.610,n
0.314,0.959,n
0.897,0.378,p
0.520,0.644,n
0.559,0.620,n
0.507,0.431,n
0.521,0.548,n
0.020,0.616,n
0.466,0.679,n
0.353,0.707,n
0.456,0.593,n
0.320,0.364,p
0.027,0.569,p
0.735,0.310,n
0.804,0.239,p
0.322,0.334,n
0.650,0.885,n
0.451,0.225,n
0.279,0.807,n
0.130,0.292,p
0.794,0.271,p
0.921,0.156,p
0.005,0.943,n
0.746,0.837,n
0.341,0.227,n
0.068,0.589,p
0.694,0.924,n
0.897,0.900,n
0.939,0.612,p
0.477,0.782,n
0.792,0.922,p
0.050,0.271,p
0.269,0.527,p
0.055,0.127,p
0.502,0.316,n
0.587,0.361,n
0.191,0.329,p
0.080,0.179,p
0.373,0.604,n
0.380,0.801,n
0.703,0.421,p
0.694,0.461,p
0.791,0.262,p
0.662,0.887,p
0.099,0.880,n
0.121,0.844,p
0.674,0.836,n
0.767,0.511,p
0.324,0.564,n
0.828,0.242,p
0.394,0.367,n
0.083,0.500,p
0.517,0.484,n
0.917,0.517,p
0.267,0.199,p
0.585,0.267,p
0.218,0.023,p
0.383,0.172,p
0.991,0.480,p
0.599,0.468,n
0.822,0.557,p
0.235,0.718,p
0.675,0.959,p
0.242,0.190,p
0.423,0.729,n
0.580,0.676,n
0.007,0.335,n
0.486,0.210,n
0.887,0.909,n
0.536,0.113,p
0.494,0.352,n
0.655,0.123,p
0.932,0.141,p
0.647,0.458,n
0.312,0.176,p
0.716,0.754,n
0.740,0.359,p
0.769,0.354,p
0.113,0.779,n
0.727,0.185,p
0.417,0.743,n
0.749,0.592,p
0.250,0.782,n
0.030,0.803,n
0.583,0.634,n
0.860,0.484,p
0.770,0.662,p
0.193,0.530,p
0.444,0.566,n
0.792,0.623,p
0.051,0.360,p
0.323,0.871,n
0.601,0.927,n
0.861,0.437,p
0.757,0.485,p
0.043,0.078,p
0.537,0.422,n
0.649,0.305,p
0.757,0.401,n
0.899,0.720,p
0.371,0.529,n
0.224,0.003,p
0.783,0.143,p
0.195,0.209,p
0.404,0.168,n
0.110,0.168,p
0.060,0.022,p
0.219,0.094,p
0.052,0.728,p
0.933,0.301,n
0.969,0.592,n
0.004,0.030,p
0.170,0.037,p
0.974,0.477,p
0.804,0.917,n
0.293,0.850,n
0.115,0.390,p
0.836,0.553,p
0.924,0.363,p
0.269,0.170,p
0.387,0.487,n
0.154,0.711,p
0.467,0.758,n
0.642,0.879,n
0.399,0.956,n
0.105,0.569,p
0.081,0.649,p
0.230,0.967,n
0.220,0.562,p
0.024,0.966,n
0.829,0.615,p
0.642,0.761,n
0.206,0.539,p
0.072,0.553,p
0.351,0.996,n
0.335,0.431,p
0.726,0.875,n
0.987,0.612,n
0.536,0.419,n
0.773,0.407,p
0.934,0.185,p
0.096,0.722,p
0.745,0.276,p
0.432,0.345,n
0.747,0.287,p
0.299,0.411,p
0.976,0.980,n
0.876,0.373,p
0.542,0.360,n
0.853,0.285,p
0.010,0.131,n
0.050,0.204,p
0.786,0.979,n
0.035,0.185,p
0.546,0.094,p
0.627,0.675,n
0.136,0.758,p
0.552,0.280,n
0.897,0.906,n
0.467,0.665,n
0.814,0.603,p
0.518,0.171,p
0.684,0.992,n
0.803,0.453,p
0.959,0.155,p
0.522,0.412,n
0.828,0.931,n
0.488,0.280,n
0.669,0.371,p
