@relation SINE2
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.262,0.000,p
0.373,0.770,n
0.273,0.802,n
0.414,0.538,p
0.266,0.803,n
0.805,0.445,p
0.291,0.951,n
0.360,0.933,p
0.698,0.806,n
0.976,0.028,p
0.090,0.880,n
0.210,0.866,n
0.423,0.746,n
0.796,0.517,p
0.266,0.488,p
0.784,0.172,p
0.123,0.589,p
0.659,0.971,n
0.488,0.793,n
0.937,0.291,n
0.449,0.057,p
0.362,0.938,n
0.853,0.062,p
0.947,0.613,p
0.469,0.100,p
0.463,0.900,p
0.833,0.084,p
0.618,0.911,n
0.943,0.909,n
0.978,0.286,p
0.280,0.966,n
0.033,0.173,p
0.765,0.950,n
0.701,0.343,p
0.464,0.495,n
0.381,0.441,n
0.398,0.998,n
0.662,0.716,n
0.543,0.786,n
0.724,0.864,n
0.169,0.661,p
0.651,0.287,p
0.779,0.788,p
0.214,0.592,p
0.708,0.684,p
0.117,0.948,n
0.028,0.921,n
0.139,0.010,p
0.594,0.564,p
0.193,0.448,p
0.474,0.862,n
0.531,0.694,n
0.470,0.842,n
0.154,0.919,p
0.855,0.338,p
0.623,0.768,n
0.927,0.089,n
0.126,0.910,n
0.520,0.954,n
0.776,0.488,p
0.994,0.842,n
0.688,0.779,n
0.087,0.980,p
0.125,0.351,p
0.184,0.629,p
0.860,0.739,p
0.111,0.614,p
0.971,0.626,n
0.912,0.274,p
0.275,0.721,n
0.836,0.373,p
0.469,0.404,n
0.012,0.994,n
0.070,0.121,p
0.705,0.795,n
0.862,0.438,p
0.542,0.346,n
0.727,0.702,n
0.384,0.547,p
0.269,0.638,p
0.266,0.970,n
0.301,0.426,p
0.993,0.545,n
0.318,0.663,n
0.508,0.078,p
0.263,0.001,p
0.266,0.309,p
0.593,0.853,p
0.741,0.283,p
0.015,0.051,p
0.784,0.641,n
0.794,0.135,p
0.119,0.399,p
0.070,0.276,p
0.135,0.099,p
0.218,0.327,p
0.193,0.177,p
0.113,0.669,p
0.648,0.592,n
0.397,0.577,n
0.364,0.499,n
0.472,0.104,n
0.481,0.638,n
0.640,0.830,n
0.911,0.480,p
0.071,0.587,p
0.347,0.651,p
0.536,0.830,n
0.782,0.361,p
0.945,0.619,p
0.007,0.045,p
0.030,0.645,n
0.110,0.050,p
0.357,0.370,p
0.370,0.756,n
0.562,0.502,n
0.201,0.977,p
0.024,0.914,n
0.855,0.076,n
0.991,0.099,p
0.669,0.441,p
0.296,0.600,p
0.413,0.594,p
0.199,0.702,p
0.283,0.301,p
0.033,0.438,p
0.968,0.596,n
0.656,0.610,n
0.629,0.007,p
0.211,0.305,p
0.389,0.350,p
0.642,0.598,n
0.994,0.578,n
0.242,0.625,p
0.353,0.316,p
0.201,0.856,n
0.383,0.563,n
0.606,0.524,n
0.248,0.168,p
0.114,0.816,n
0.040,0.373,p
0.518,0.239,n
0.581,0.327,n
0.381,0.560,n
0.933,0.424,p
0.332,0.612,n
0.686,0.101,p
0.730,0.782,n
0.006,0.638,n
0.694,0.706,n
0.769,0.611,p
0.664,0.992,n
0.245,0.145,p
0.637,0.768,p
0.742,0.048,p
0.296,0.566,p
0.538,0.106,p
0.401,0.638,n
0.269,0.233,n
0.511,0.849,n
0.856,0.713,p
0.919,0.157,n
0.506,0.018,p
0.222,0.105,p
0.324,0.780,n
0.071,0.024,p
0.659,0.846,n
0.908,0.970,n
0.916,0.787,n
0.469,0.641,n
0.994,0.718,n
0.964,0.293,p
0.001,0.297,p
0.113,0.723,p
0.201,0.346,n
0.812,0.458,p
0.430,0.330,n
0.242,0.415,p
0.440,0.817,n
0.530,0.273,n
0.538,0.936,n
0.220,0.870,n
0.178,0.963,n
0.246,0.654,p
0.472,0.799,p
0.017,0.055,p
0.119,0.091,p
0.216,0.523,p
0.250,0.986,n
0.511,0.830,n
0.875,0.622,p
0.698,0.701,n
0.257,0.906,n
0.848,0.214,p
0.041,0.549,n
0.523,0.120,p
0.878,0.621,p
0.026,0.011,p
0.634,0.582,n
0.372,0.552,p
0.297,0.806,p
0.251,0.021,p
0.699,0.663,p
0.613,0.201,p
0.364,0.371,n
0.148,0.609,n
0.848,0.685,p
0.493,0.985,n
0.232,0.981,n
0.044,0.406,p
0.850,0.303,p
0.497,0.641,n
0.847,0.513,p
0.426,0.424,n
0.626,0.258,n
0.501,0.106,p
0.879,0.433,p
0.677,0.284,p
0.170,0.588,p
0.334,0.713,n
0.923,0.980,n
0.815,0.669,p
0.644,0.687,n
0.670,0.653,n
0.947,0.804,n
0.442,0.538,n
0.788,0.045,p
0.594,0.974,n
0.463,0.193,n
0.563,0.554,n
