@relation SINE2
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.736,0.670,p
0.308,0.606,n
0.581,0.158,p
0.394,0.723,n
0.949,0.544,p
0.268,0.036,p
0.892,0.526,p
0.561,0.236,p
0.999,0.674,n
0.182,0.894,n
0.734,0.907,n
0.461,0.530,n
0.490,0.925,n
0.568,0.920,n
0.724,0.487,p
0.908,0.268,p
0.518,0.651,n
0.623,0.075,p
0.522,0.854,n
0.423,0.717,n
0.032,0.362,p
0.025,0.729,n
0.043,0.990,n
0.151,0.036,p
0.337,0.031,n
0.449,0.766,n
0.902,0.756,n
0.705,0.473,p
0.661,0.316,p
0.515,0.144,n
0.635,0.508,n
0.983,0.934,p
0.232,0.445,p
0.591,0.624,n
0.709,0.257,p
0.526,0.005,p
0.464,0.310,n
0.963,0.729,n
0.434,0.512,n
0.519,0.921,n
0.306,0.841,n
0.673,0.016,p
0.589,0.074,p
0.077,0.755,n
0.192,0.572,p
0.122,0.122,p
0.081,0.850,n
0.724,0.498,p
0.358,0.457,n
0.269,0.526,n
0.955,0.804,n
0.836,0.297,p
0.096,0.356,p
0.998,0.147,p
0.989,0.648,n
0.129,0.296,p
0.524,0.112,p
0.541,0.950,n
0.257,0.895,p
0.573,0.145,p
0.510,0.482,n
0.405,0.710,n
0.331,0.746,n
0.658,0.762,n
0.225,0.621,p
0.667,0.977,n
0.943,0.729,n
0.606,0.905,n
0.100,0.816,p
0.191,0.804,n
0.138,0.612,p
0.254,0.566,p
0.003,0.485,p
0.485,0.675,n
0.750,0.784,n
0.404,0.675,n
0.864,0.135,p
0.967,0.366,p
0.870,0.308,p
0.649,0.484,p
0.304,0.646,n
0.796,0.653,p
0.391,0.530,n
0.851,0.798,n
0.308,0.233,p
0.112,0.819,n
0.379,0.365,p
0.077,0.457,n
0.442,0.292,n
0.400,0.824,n
0.342,0.879,n
0.503,0.690,n
0.743,0.751,n
0.936,0.754,n
0.292,0.622,n
0.367,0.395,p
0.958,0.354,p
0.918,0.883,n
0.237,0.834,n
0.373,0.768,n
0.430,0.779,n
0.338,0.768,n
0.610,0.395,p
0.392,0.474,n
0.317,0.838,n
0.588,0.539,n
0.046,0.108,p
0.680,0.915,n
0.092,0.972,n
0.200,0.919,n
0.623,0.859,n
0.105,0.818,n
0.627,0.210,p
0.297,0.431,p
0.398,0.798,n
0.229,0.703,p
0.552,0.202,p
0.625,0.742,n
0.703,0.475,p
0.772,0.823,n
0.598,0.038,p
0.186,0.956,n
0.292,0.209,p
0.824,0.701,p
0.902,0.569,p
0.659,0.122,p
0.538,0.392,n
0.772,0.693,p
0.786,0.448,p
0.191,0.476,p
0.605,0.860,n
0.013,0.870,n
0.198,0.313,p
0.833,0.018,p
0.580,0.132,n
0.151,0.299,p
0.213,0.062,p
0.391,0.436,p
0.970,0.392,p
0.380,0.215,n
0.101,0.510,p
0.520,0.782,n
0.025,0.479,p
0.129,0.142,p
0.538,0.616,p
0.311,0.661,n
0.606,0.107,p
0.636,0.805,n
0.672,0.999,n
0.791,0.163,p
0.295,0.904,n
0.500,0.281,n
0.528,0.403,n
0.915,0.127,p
0.460,0.373,n
0.799,0.648,p
0.162,0.595,p
0.977,0.638,n
0.570,0.250,p
0.219,0.751,p
0.952,0.821,n
0.569,0.686,n
0.247,0.712,p
0.556,0.535,n
0.461,0.952,n
0.420,0.505,n
0.624,0.455,n
0.696,0.363,p
0.798,0.349,p
0.808,0.407,p
0.912,0.570,n
0.647,0.784,n
0.040,0.455,p
0.326,0.080,p
0.600,0.402,n
0.445,0.094,p
0.478,0.898,n
0.971,0.875,n
0.845,0.981,n
0.406,0.473,n
0.362,0.180,p
0.700,0.925,n
0.210,0.704,p
0.395,0.837,n
0.879,0.454,p
0.960,0.063,p
0.527,0.799,n
0.635,0.804,n
0.922,0.029,p
0.505,0.921,n
0.975,0.952,p
0.351,0.957,n
