@relation SINE2
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.397,0.976,n
0.144,0.118,p
0.063,0.060,n
0.206,0.680,n
0.699,0.244,p
0.574,0.525,n
0.668,0.765,n
0.822,0.285,p
0.462,0.168,p
0.391,0.871,n
0.883,0.819,n
0.864,0.278,p
0.359,0.884,n
0.151,0.176,p
0.419,0.369,n
0.566,0.953,n
0.515,0.618,n
0.054,0.900,p
0.399,0.104,n
0.634,0.062,p
0.209,0.162,p
0.053,0.000,p
0.101,0.364,n
0.874,0.614,p
0.252,0.347,p
0.123,0.849,n
0.102,0.343,p
0.528,0.147,p
0.979,0.863,p
0.696,0.261,p
0.223,0.812,n
0.985,0.853,p
0.818,0.740,p
0.028,0.279,p
0.447,0.937,n
0.220,0.227,p
0.900,0.840,n
0.479,0.653,n
0.801,0.972,n
0.396,0.401,n
0.725,0.170,p
0.151,0.905,n
0.146,0.827,n
0.971,0.650,n
0.211,0.252,p
0.131,0.910,n
0.354,0.458,n
0.502,0.532,p
0.524,0.019,p
0.555,0.784,n
0.106,0.560,p
0.277,0.772,n
0.562,0.760,n
0.443,0.613,n
0.260,0.560,n
0.122,0.442,p
0.073,0.241,p
0.669,0.784,n
0.143,0.883,p
0.398,0.487,p
0.339,0.196,p
0.018,0.331,n
0.972,0.105,p
0.422,0.911,n
0.819,0.259,n
0.072,0.938,n
0.856,0.067,p
0.863,0.454,n
0.129,0.527,p
0.238,0.109,p
0.050,0.202,p
0.500,0.178,p
0.347,0.018,p
0.015,0.733,n
0.106,0.819,n
0.432,0.495,n
0.393,0.507,n
0.707,0.636,n
0.130,0.071,p
0.741,0.256,p
0.084,0.841,n
0.671,0.282,n
0.293,0.459,p
0.446,0.263,n
0.973,0.547,p
0.966,0.310,p
0.001,0.382,p
0.503,0.201,n
0.005,0.264,p
0.400,0.042,p
0.529,0.751,n
0.658,0.716,n
0.835,0.892,n
0.627,0.734,n
0.835,0.805,n
0.683,0.693,n
0.230,0.031,p
0.559,0.628,n
0.748,0.503,p
0.737,0.252,p
0.383,0.479,n
0.684,0.767,n
0.643,0.077,p
0.568,0.012,p
0.692,0.676,n
0.291,0.517,p
0.199,0.978,n
0.936,0.018,p
0.269,0.210,p
0.231,0.898,n
0.486,0.025,n
0.141,0.344,p
0.290,0.372,p
0.393,0.999,n
0.048,0.102,p
0.373,0.956,n
0.884,0.812,n
0.913,0.941,n
0.451,0.753,n
0.644,0.286,p
0.927,0.127,p
0.557,0.394,n
0.167,0.162,p
0.906,0.497,p
0.140,0.192,p
0.091,0.342,p
0.413,0.414,n
0.062,0.278,p
0.630,0.863,n
0.216,0.271,p
0.400,0.446,n
0.896,0.473,p
0.587,0.000,p
0.927,0.826,n
0.972,0.248,p
0.941,0.722,n
0.552,0.040,p
0.636,0.699,n
0.583,0.388,n
0.224,0.601,p
0.645,0.884,n
0.307,0.022,p
0.257,0.667,n
0.925,0.227,p
0.198,0.797,n
0.739,0.505,p
0.417,0.665,n
0.949,0.146,p
0.052,0.060,p
0.393,0.898,n
0.733,0.998,n
0.357,0.822,n
0.822,0.432,p
0.473,0.373,n
0.063,0.920,n
0.257,0.747,n
0.756,0.916,n
0.234,0.475,p
0.251,0.430,p
0.803,0.738,p
0.362,0.782,n
0.326,0.980,n
0.084,0.096,p
0.234,0.417,p
0.620,0.674,n
0.847,0.664,p
0.373,0.738,n
0.199,0.247,p
0.153,0.884,n
0.507,0.231,n
0.819,0.841,n
0.914,0.040,n
0.583,0.930,n
0.946,0.106,p
0.369,0.141,p
0.395,0.550,n
0.639,0.091,p
0.695,0.410,p
0.997,0.364,p
0.197,0.728,p
0.820,0.406,p
0.883,0.461,p
0.015,0.552,n
0.371,0.504,n
0.491,0.805,n
0.967,0.197,p
0.160,0.786,p
0.518,0.384,n
0.562,0.757,n
0.627,0.306,n
0.659,0.447,p
0.490,0.235,n
0.180,0.473,n
0.107,0.128,p
