@relation SINE2
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.236,0.103,p
0.155,0.067,p
0.918,0.800,n
0.222,0.537,p
0.173,0.106,p
0.927,0.829,n
0.800,0.193,p
0.627,0.732,n
0.089,0.935,n
0.865,0.548,n
0.414,0.599,n
0.431,0.161,p
0.813,0.043,p
0.471,0.343,n
0.997,0.196,n
0.203,0.633,p
0.101,0.062,p
0.229,0.765,n
0.237,0.331,p
0.896,0.955,n
0.775,0.410,p
0.382,0.962,n
0.331,0.009,p
0.170,0.784,p
0.491,0.249,n
0.249,0.889,n
0.831,0.499,p
0.254,0.242,n
0.745,0.494,p
0.900,0.925,n
0.337,0.657,n
0.642,0.815,n
0.667,0.060,p
0.746,0.927,p
0.013,0.876,n
0.116,0.810,n
0.331,0.892,n
0.594,0.489,n
0.865,0.608,p
0.363,0.768,n
0.011,0.838,n
0.085,0.543,p
0.787,0.311,n
0.114,0.621,n
0.885,0.512,p
0.858,0.777,p
0.881,0.196,p
0.167,0.874,n
0.176,0.149,p
0.339,0.542,n
0.711,0.006,p
0.545,0.487,n
0.484,0.076,p
0.986,0.627,p
0.913,0.467,p
0.576,0.350,n
0.621,0.093,p
0.949,0.830,n
0.801,0.807,n
0.158,0.584,n
0.574,0.938,n
0.675,0.745,n
0.928,0.406,p
0.599,0.897,n
0.310,0.230,p
0.627,0.996,n
0.400,0.401,n
0.284,0.412,p
0.615,0.364,n
0.951,0.623,p
0.068,0.974,n
0.920,0.604,p
0.091,0.258,p
0.928,0.893,n
0.149,0.238,p
0.681,0.547,n
0.953,0.878,n
0.391,0.682,p
0.862,0.328,p
0.019,0.960,p
0.554,0.477,n
0.996,0.706,n
0.587,0.107,p
0.600,0.037,p
0.339,0.834,p
0.892,0.893,n
0.658,0.699,n
0.598,0.250,p
0.117,0.979,p
0.827,0.509,p
0.018,0.733,n
0.034,0.478,n
0.360,0.890,p
0.816,0.298,p
0.605,0.034,p
0.975,0.754,p
0.299,0.691,n
0.705,0.437,p
0.018,0.887,n
0.256,0.511,p
0.030,0.264,p
0.087,0.986,n
0.166,0.092,p
0.244,0.843,n
0.907,0.076,p
0.027,0.767,n
0.181,0.206,p
0.607,0.364,n
0.990,0.172,p
0.956,0.951,n
0.704,0.668,n
0.843,0.104,p
0.541,0.362,n
0.744,0.838,n
0.038,0.153,p
0.238,0.574,p
0.625,0.344,p
0.213,0.027,p
0.191,0.825,p
0.938,0.497,p
0.140,0.376,p
0.136,0.030,p
0.784,0.732,p
0.600,0.599,n
0.725,0.023,p
0.800,0.138,p
0.183,0.286,p
0.936,0.258,p
0.335,0.538,n
0.471,0.119,p
0.820,0.874,p
0.081,0.942,n
0.057,0.475,p
0.866,0.209,p
0.282,0.691,n
0.888,0.288,p
0.003,0.529,n
0.845,0.072,p
0.284,0.846,n
0.999,0.011,p
0.641,0.668,n
0.630,0.511,p
0.690,0.064,p
0.070,0.955,n
0.425,0.304,n
0.359,0.759,n
0.536,0.248,n
0.544,0.581,n
0.684,0.726,n
0.955,0.452,p
0.304,0.316,p
0.316,0.209,p
0.315,0.863,n
0.006,0.867,p
0.003,0.655,n
0.441,0.732,n
0.005,0.993,n
0.434,0.737,n
0.975,0.343,p
0.682,0.001,p
0.759,0.573,p
0.738,0.758,n
0.921,0.881,n
0.980,0.831,n
0.435,0.717,n
0.576,0.622,n
0.285,0.335,p
0.479,0.877,n
0.355,0.422,p
0.012,0.699,n
0.661,0.976,n
0.773,0.792,n
0.742,0.669,n
0.254,0.622,n
0.647,0.176,p
0.771,0.155,p
0.817,0.838,n
0.274,0.056,p
0.441,0.721,n
0.614,0.174,p
0.483,0.349,n
0.574,0.577,n
0.096,0.862,n
0.338,0.711,n
0.385,0.207,p
0.850,0.639,p
0.872,0.845,n
0.824,0.704,p
0.144,0.170,p
0.456,0.864,n
0.398,0.564,n
0.779,0.935,n
0.613,0.189,n
0.885,0.541,p
0.306,0.081,p
0.094,0.530,p
0.827,0.769,p
0.811,0.582,p
0.911,0.006,p
0.599,0.163,p
0.190,0.976,n
0.465,0.530,n
0.128,0.172,p
0.806,0.485,p
0.749,0.902,n
0.919,0.504,p
0.965,0.086,p
0.545,0.602,n
0.158,0.508,p
0.384,0.179,p
0.301,0.272,p
0.673,0.055,p
0.257,0.776,n
0.771,0.127,p
0.730,0.419,n
0.471,0.988,p
0.445,0.362,n
0.514,0.772,n
0.063,0.672,n
0.003,0.407,p
0.499,0.981,n
0.029,0.136,p
0.804,0.790,n
0.921,0.820,n
0.716,0.928,n
0.171,0.022,p
0.256,0.387,p
0.102,0.574,p
0.898,0.124,p
0.390,0.778,n
0.851,0.515,n
0.286,0.350,p
0.633,0.441,n
0.649,0.860,n
0.296,0.666,n
0.326,0.621,n
0.220,0.610,p
0.598,0.990,n
0.421,0.449,n
0.790,0.749,p
0.367,0.943,n
0.079,0.510,p
0.162,0.347,p
0.358,0.557,n
0.466,0.440,n
0.409,0.853,n
0.132,0.546,p
0.633,0.818,n
0.996,0.439,p
0.633,0.130,p
0.159,0.543,p
0.923,0.824,p
0.729,0.731,n
0.204,0.171,p
0.137,0.138,p
0.641,0.468,n
0.149,0.897,n
0.982,0.595,n
0.655,0.058,p
0.992,0.666,n
0.539,0.930,n
0.216,0.420,p
0.369,0.878,n
0.661,0.806,n
0.077,0.480,p
0.570,0.230,p
0.299,0.783,n
0.563,0.810,n
0.963,0.086,p
0.454,0.287,n
0.786,0.483,p
0.899,0.297,p
0.193,0.189,p
0.731,0.193,p
0.809,0.234,p
0.895,0.024,p
0.635,0.530,n
0.397,0.585,n
0.825,0.989,n
0.063,0.426,p
0.125,0.795,n
0.844,0.967,n
0.273,0.791,n
0.332,0.840,n
0.257,0.746,n
0.639,0.600,n
0.359,0.977,n
0.223,0.960,n
0.337,0.436,p
0.735,0.821,p
0.128,0.830,n
0.606,0.220,p
0.232,0.076,p
0.267,0.135,p
0.821,0.010,n
0.083,0.731,n
0.209,0.298,p
0.461,0.563,p
0.469,0.013,p
0.172,0.056,n
0.760,0.160,p
0.427,0.756,n
0.475,0.640,n
0.877,0.530,n
0.445,0.697,n
0.218,0.394,p
0.099,0.369,p
0.336,0.476,p
0.894,0.569,p
0.974,0.734,n
0.810,0.983,n
0.938,0.948,p
0.900,0.676,p
0.417,0.391,n
0.666,0.799,n
0.101,0.448,p
0.766,0.199,p
0.676,0.841,n
0.529,0.614,n
0.793,0.869,n
0.713,0.292,n
0.480,0.299,n
0.999,0.556,n
0.120,0.025,p
0.304,0.291,n
0.561,0.502,n
0.695,0.244,p
0.344,0.583,n
0.379,0.680,n
0.488,0.456,p
0.819,0.510,p
0.645,0.780,n
0.721,0.291,p
0.182,0.897,n
0.782,0.490,p
0.942,0.936,n
0.715,0.401,p
0.117,0.773,n
0.531,0.318,n
0.479,0.760,n
0.498,0.026,p
0.375,0.506,n
0.516,0.881,n
0.243,0.275,p
0.367,0.066,p
0.956,0.316,p
0.252,0.295,p
0.576,0.432,p
0.175,0.898,n
0.685,0.012,p
0.563,0.918,n
0.785,0.316,p
0.260,0.093,p
0.605,0.260,p
0.241,0.571,p
0.383,0.118,p
0.818,0.547,p
0.345,0.972,n
0.153,0.479,p
0.846,0.779,p
0.567,0.935,n
0.664,0.313,p
0.943,0.710,n
0.898,0.531,p
0.604,0.021,p
0.589,0.595,n
0.539,0.811,n
0.334,0.416,p
0.078,0.159,p
0.557,0.321,n
0.179,0.309,p
0.741,0.824,n
0.462,0.579,n
0.217,0.475,p
0.201,0.352,n
0.833,0.531,p
0.295,0.356,p
0.774,0.319,p
0.679,0.363,p
0.074,0.050,n
0.451,0.730,n
0.358,0.884,n
0.878,0.534,p
0.124,0.275,p
0.603,0.789,n
0.191,0.809,n
0.242,0.592,p
