@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
7.287,5.057,6.797,n
3.329,0.942,2.273,p
0.639,1.638,0.218,p
7.799,1.508,4.710,n
1.505,1.360,3.170,p
5.150,7.077,4.161,p
3.932,0.069,6.665,p
5.529,3.767,4.797,n
9.284,9.305,1.993,n
8.450,2.776,7.665,n
5.091,5.523,9.418,n
9.795,7.344,1.981,n
5.653,2.917,1.722,p
2.321,0.703,3.789,p
8.168,2.716,8.582,n
3.437,3.155,6.524,p
5.399,7.722,0.985,n
2.653,5.074,6.618,p
5.456,3.596,3.554,n
5.841,7.663,8.131,n
2.803,2.722,1.300,p
4.335,7.759,4.447,n
5.337,0.346,5.788,p
7.624,1.645,1.779,n
3.355,9.755,9.611,n
2.269,4.006,3.949,p
4.006,5.368,6.841,p
6.825,8.332,7.209,n
8.783,1.196,4.100,n
8.768,2.709,2.177,n
6.758,0.023,6.439,p
5.098,8.114,3.943,p
2.033,0.279,1.229,p
9.280,6.385,0.980,n
2.527,6.392,1.211,p
7.599,1.619,6.705,n
1.332,4.320,7.978,p
6.720,9.319,8.503,n
2.557,3.493,3.679,p
5.445,2.689,9.835,n
5.551,2.329,4.273,p
4.377,1.325,1.353,p
1.021,6.334,1.489,p
4.259,8.979,5.832,p
4.809,1.155,9.194,n
2.085,0.827,2.330,p
6.212,4.580,0.899,n
3.268,3.387,1.948,p
0.541,5.624,3.219,p
7.096,6.223,4.652,n
4.962,0.609,8.081,p
3.985,4.636,6.321,n
2.976,0.361,4.058,n
1.731,1.438,5.744,p
1.997,6.672,5.232,n
2.855,4.818,1.809,p
8.483,6.360,0.946,n
8.516,2.062,0.151,n
4.647,1.234,3.104,p
5.529,0.293,7.418,n
7.098,3.581,5.576,n
9.423,0.591,5.724,n
5.082,8.461,3.641,n
8.970,3.488,5.154,n
2.596,4.521,0.651,p
4.231,0.191,4.355,p
3.901,9.450,9.736,n
0.079,1.188,5.772,n
0.888,4.077,7.780,p
6.973,5.357,9.396,n
0.798,9.650,6.990,p
7.650,1.699,0.068,n
5.110,4.420,5.183,n
3.725,7.728,1.619,n
6.959,3.186,4.771,n
3.256,6.990,9.093,n
2.557,7.947,6.087,n
8.315,8.829,5.738,p
4.819,2.907,0.535,p
7.339,1.590,0.871,n
3.722,2.229,7.081,p
9.736,7.440,4.930,n
5.981,1.340,5.000,n
6.002,8.085,3.881,n
8.145,1.347,3.360,n
2.205,4.478,8.941,p
9.376,6.261,2.566,n
1.575,0.628,7.950,p
1.810,0.719,9.069,n
1.284,7.146,6.901,n
4.789,4.157,2.812,n
1.507,4.769,2.602,p
8.909,5.673,6.454,n
5.223,8.457,9.441,n
2.768,1.641,3.375,n
2.351,0.826,0.087,p
8.058,6.438,5.442,n
4.360,9.805,2.100,p
2.048,0.940,2.158,n
0.408,6.949,8.524,p
7.652,6.972,9.308,n
5.672,1.773,5.793,p
2.078,4.480,4.708,p
4.251,7.440,3.350,n
2.759,4.128,9.457,p
9.688,2.178,6.408,n
0.446,0.479,7.241,n
6.654,7.451,1.825,n
2.643,2.344,2.685,p
0.558,4.057,4.205,p
0.792,5.166,3.445,p
7.339,6.272,9.494,n
1.880,1.216,3.816,p
3.537,3.891,6.328,p
4.828,6.772,9.262,p
8.775,1.145,2.895,n
3.877,5.059,3.237,n
1.995,1.013,6.231,p
5.787,9.354,6.779,n
1.222,1.282,0.126,p
8.514,9.631,5.007,n
6.623,6.561,3.927,p
7.802,8.528,7.994,n
0.307,8.275,4.656,p
7.197,0.510,5.346,p
5.007,6.196,1.069,n
1.620,6.842,0.560,p
6.054,2.176,5.992,n
0.544,2.370,4.520,p
3.157,7.158,2.460,n
7.396,8.830,0.176,n
9.083,7.693,1.214,n
7.548,1.601,6.579,n
3.315,3.598,1.848,p
2.415,2.159,8.835,p
6.255,1.476,9.616,p
4.360,5.850,9.318,n
6.819,4.732,9.682,n
7.761,5.557,7.567,n
4.994,4.648,1.982,n
7.271,4.108,0.663,n
6.477,6.475,1.526,n
5.331,0.056,9.733,p
1.744,1.513,7.951,n
1.033,3.344,4.526,p
0.329,8.841,8.282,n
9.151,8.374,2.976,n
8.732,0.081,0.734,n
2.751,0.345,5.804,p
0.929,4.589,5.224,p
4.375,8.451,4.361,p
4.402,0.384,4.943,p
9.320,6.306,7.676,n
5.460,0.254,3.296,p
0.450,2.273,9.329,p
0.105,5.340,0.626,p
2.685,4.623,3.731,n
4.202,9.186,5.621,n
9.990,6.404,9.514,n
8.091,6.081,9.992,n
2.389,4.195,6.397,p
1.018,0.884,1.890,p
0.540,8.661,2.402,n
8.132,9.048,9.867,n
1.187,5.521,1.540,n
1.195,3.737,4.403,p
5.401,9.619,3.981,n
3.599,6.645,0.994,n
9.552,8.025,6.704,n
4.467,2.759,4.785,p
4.869,0.166,8.770,p
5.786,1.414,3.405,p
7.548,4.702,4.454,n
3.829,9.381,7.607,n
0.584,7.620,4.335,n
7.845,5.135,5.733,n
9.032,2.383,8.935,n
2.362,2.707,7.771,p
6.265,0.176,7.071,p
4.395,5.422,5.410,n
1.632,8.747,1.415,n
8.453,0.355,5.508,n
3.159,1.535,9.415,n
9.939,3.413,9.441,n
0.771,2.324,6.102,p
5.189,3.634,3.644,n
8.627,8.643,3.728,n
1.109,7.200,8.866,n
2.208,5.796,8.946,n
3.412,6.641,9.366,n
2.149,3.320,9.335,p
4.927,3.649,1.768,n
8.871,0.044,8.058,p
4.727,5.031,9.197,n
8.991,7.928,0.705,n
3.092,5.383,5.091,n
0.656,5.231,6.665,p
1.638,3.550,4.795,p
2.694,3.395,6.875,p
2.782,9.674,7.813,n
0.960,6.319,9.050,p
3.643,5.415,2.652,n
8.993,7.163,4.811,n
4.435,9.496,8.171,n
4.898,2.923,2.991,p
2.034,8.630,4.538,n
1.697,7.487,5.655,n
6.946,3.541,1.146,n
3.716,5.892,4.812,p
8.139,8.903,4.548,n
2.708,0.819,3.189,p
5.636,9.487,1.754,n
4.216,2.749,1.564,n
7.603,5.302,2.870,n
2.292,4.600,1.659,n
1.588,3.269,2.086,p
1.322,5.277,2.317,p
8.929,9.705,6.593,n
1.054,0.903,4.206,p
6.964,9.357,4.641,n
3.226,0.753,0.571,n
7.404,0.361,6.595,p
4.260,5.082,6.318,n
0.488,4.154,4.838,p
6.538,0.868,5.010,p
9.866,2.695,7.273,n
3.146,3.079,7.310,p
5.591,8.722,8.021,n
3.042,4.096,4.033,p
2.580,3.684,2.487,p
6.605,4.613,0.567,p
9.267,9.460,8.031,n
2.116,4.496,8.082,p
1.185,6.292,6.182,p
7.961,2.889,3.044,n
3.502,1.196,2.450,n
1.870,6.636,0.578,n
7.404,2.464,3.553,n
1.761,3.450,6.772,p
0.129,5.700,8.706,n
8.618,4.805,9.639,p
2.933,0.341,1.150,n
9.542,2.502,9.670,n
0.054,4.832,1.982,p
3.534,1.963,0.100,n
3.004,1.259,2.448,p
4.899,7.717,8.745,n
9.875,5.219,6.300,n
9.132,6.497,7.469,n
7.997,8.284,1.169,n
0.455,3.949,3.219,p
8.392,7.431,6.866,n
2.860,2.332,2.507,p
2.460,7.244,2.488,n
0.446,9.795,8.255,n
1.696,8.881,3.038,n
3.101,1.633,7.030,p
5.839,5.328,5.506,n
1.014,3.318,0.915,p
8.083,0.498,6.137,n
6.198,1.186,2.327,p
8.794,8.508,9.428,n
8.754,0.359,1.498,n
9.793,5.679,9.632,n
2.581,8.072,7.547,n
5.999,4.416,8.853,n
1.695,0.879,0.056,p
2.903,1.902,7.824,p
7.599,6.134,5.936,n
6.934,4.120,3.872,n
0.678,7.768,5.909,p
1.516,6.321,1.027,p
9.406,5.804,0.960,n
2.815,6.314,3.073,n
0.683,4.656,3.912,p
8.798,9.061,5.148,n
2.328,2.842,5.973,p
0.694,9.645,5.673,n
3.856,8.805,6.665,n
2.920,4.079,4.853,n
8.073,8.507,8.491,p
3.177,4.195,3.037,p
0.241,4.281,9.908,p
5.497,7.308,1.319,n
3.083,0.271,1.863,p
5.874,0.979,1.915,p
5.893,5.695,8.453,n
5.075,0.392,3.214,p
7.844,3.503,9.045,n
5.748,2.841,3.364,n
3.674,0.283,3.796,p
9.672,8.997,4.471,n
7.083,1.475,9.123,n
9.995,2.332,7.063,n
8.170,5.797,4.707,p
4.924,1.860,4.904,n
7.063,1.759,5.543,n
6.667,3.737,9.697,n
4.225,6.647,9.628,n
8.753,3.438,9.842,n
2.791,5.531,4.518,n
8.417,0.813,7.390,n
1.241,7.697,5.816,n
1.902,0.318,0.983,p
2.099,6.810,5.688,n
9.312,0.542,4.436,n
1.729,1.978,7.405,p
0.701,8.737,6.024,n
5.646,4.878,5.625,n
1.748,0.636,3.723,p
9.897,9.851,5.377,n
1.260,1.707,2.724,p
1.841,3.897,4.556,p
0.987,7.788,7.202,n
9.710,1.157,6.786,n
9.886,1.304,9.672,n
1.483,2.901,5.943,p
2.622,8.322,2.132,n
5.234,1.374,8.792,n
5.099,2.566,2.632,p
3.039,0.162,3.025,p
7.778,7.558,6.681,n
5.954,8.806,7.804,n
2.147,3.057,0.087,p
3.509,8.643,5.097,n
5.755,0.099,7.011,p
8.635,8.013,1.235,n
2.341,5.307,9.145,p
4.482,1.850,5.730,p
9.877,5.121,6.041,n
7.504,8.393,6.497,n
1.554,3.725,9.926,p
1.240,0.795,6.458,p
4.007,0.437,6.251,p
4.932,1.454,4.572,p
8.736,3.201,1.472,p
1.361,9.743,8.209,n
6.323,1.159,0.201,n
0.348,3.100,3.755,p
7.782,4.811,3.840,n
0.041,0.721,0.100,p
1.853,2.733,7.124,p
0.813,0.561,9.629,p
3.004,3.666,5.917,n
5.712,9.946,4.873,p
6.365,0.658,6.842,p
6.536,4.330,5.507,n
6.803,0.161,3.702,p
0.290,1.139,8.712,p
1.123,8.503,3.080,n
5.051,8.339,1.078,n
2.443,4.420,6.488,p
1.168,7.240,5.210,p
7.632,5.817,2.735,p
8.942,7.875,3.057,n
0.229,4.831,5.118,p
7.831,5.713,1.654,n
5.933,7.719,2.298,n
5.876,1.616,3.217,p
3.878,2.514,1.912,p
0.914,5.974,9.523,p
5.390,3.037,6.780,n
0.691,6.736,3.152,p
2.791,0.610,1.189,p
7.236,4.953,0.129,n
6.521,2.083,2.930,n
3.714,1.953,7.736,p
4.888,0.543,2.700,p
7.203,8.870,6.948,n
7.514,6.398,0.347,n
6.971,9.979,1.303,n
6.339,8.453,7.153,n
7.712,1.036,9.342,n
7.936,8.140,3.753,n
0.329,3.881,9.323,p
6.587,2.190,8.211,n
3.235,1.108,1.557,p
3.250,2.533,2.278,p
4.190,3.140,8.815,p
2.604,7.199,3.574,n
6.917,1.783,4.898,n
0.713,6.258,8.393,p
0.738,1.991,3.767,p
5.049,2.284,4.174,p
4.965,7.567,1.814,p
3.738,3.901,0.249,p
8.289,9.283,1.386,n
7.997,9.384,6.438,n
5.752,8.310,7.452,n
8.033,0.752,0.802,n
4.500,0.498,7.190,p
0.457,2.730,6.892,p
0.635,2.721,7.879,p
1.703,4.602,6.039,p
0.451,7.261,8.983,p
1.199,0.435,0.433,p
6.734,2.299,3.290,p
8.691,3.068,9.279,n
8.348,5.205,0.573,n
3.763,4.828,0.017,p
7.596,0.962,2.687,n
0.526,3.832,1.719,p
9.939,2.185,0.719,n
0.320,2.162,0.644,p
3.199,5.437,0.802,p
8.557,5.807,9.157,n
2.490,6.961,9.771,n
3.052,2.126,4.289,p
1.647,4.907,6.922,p
8.885,6.452,3.848,n
5.139,1.301,5.043,p
0.687,5.046,8.327,p
1.539,7.742,2.917,n
0.036,4.066,2.351,n
6.729,1.101,5.016,p
6.471,5.981,2.174,n
2.374,5.770,4.528,p
3.213,0.027,5.684,p
2.005,3.130,2.433,p
2.573,6.746,2.919,n
4.264,9.203,1.970,p
2.062,1.460,2.151,p
