@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
0.312,7.531,4.160,p
9.608,7.123,9.735,n
3.809,0.211,0.847,p
2.545,1.681,6.168,p
6.771,7.642,3.466,n
8.538,9.678,8.715,n
1.054,4.982,0.065,p
5.576,3.031,7.192,n
0.877,3.936,8.214,p
7.822,1.008,6.167,p
7.497,7.031,3.422,p
9.404,5.848,3.475,n
9.772,1.725,3.130,n
2.442,8.465,1.781,n
2.223,1.528,1.267,p
6.364,9.004,1.892,n
4.849,4.995,1.118,n
5.570,8.865,4.285,n
7.917,9.478,1.075,n
3.284,3.823,7.207,p
1.009,5.683,9.104,p
0.384,6.050,6.241,p
8.287,1.201,1.746,n
4.352,9.302,2.588,p
5.828,4.242,3.339,n
8.586,5.877,9.123,n
6.900,2.789,5.905,n
9.292,2.393,2.907,n
2.314,1.576,5.325,p
4.487,5.279,7.716,n
8.218,6.431,1.546,n
2.714,1.354,1.991,p
2.622,0.503,3.877,p
4.548,7.139,6.938,n
0.290,0.279,6.560,p
0.008,2.367,8.270,p
3.784,8.545,9.683,n
0.184,8.694,9.753,n
4.198,2.824,0.901,p
2.305,5.972,1.318,n
3.133,3.337,6.891,p
9.530,6.296,4.530,n
1.252,2.146,3.728,p
9.933,0.975,5.100,n
5.792,5.969,2.807,n
0.675,9.601,1.915,n
4.850,2.812,9.049,p
8.217,3.676,4.414,n
0.722,2.600,8.278,p
0.994,3.340,9.327,p
4.962,0.609,8.081,p
3.985,4.636,6.321,n
2.976,0.361,4.058,n
1.731,1.438,5.744,p
1.997,6.672,5.232,n
2.855,4.818,1.809,p
8.483,6.360,0.946,n
8.516,2.062,0.151,n
4.647,1.234,3.104,p
5.529,0.293,7.418,p
7.098,3.581,5.576,n
9.423,0.591,5.724,n
5.082,8.461,3.641,n
8.970,3.488,5.154,p
2.596,4.521,0.651,p
4.231,0.191,4.355,p
3.901,9.450,9.736,n
0.079,1.188,5.772,p
0.888,4.077,7.780,p
6.973,5.357,9.396,n
0.798,9.650,6.990,n
7.650,1.699,0.068,n
5.110,4.420,5.183,n
3.725,7.728,1.619,n
6.959,3.186,4.771,n
3.256,6.990,9.093,n
2.557,7.947,6.087,n
8.315,8.829,5.738,n
4.819,2.907,0.535,p
7.339,1.590,0.871,n
3.722,2.229,7.081,n
9.736,7.440,4.930,n
5.981,1.340,5.000,p
6.002,8.085,3.881,n
8.145,1.347,3.360,n
2.205,4.478,8.941,p
9.376,6.261,2.566,p
1.575,0.628,7.950,p
1.810,0.719,9.069,p
1.284,7.146,6.901,p
4.789,4.157,2.812,n
1.507,4.769,2.602,p
8.909,5.673,6.454,n
5.223,8.457,9.441,n
2.768,1.641,3.375,p
2.351,0.826,0.087,n
8.058,6.438,5.442,n
4.360,9.805,2.100,n
2.048,0.940,2.158,p
0.408,6.949,8.524,p
7.652,6.972,9.308,n
5.672,1.773,5.793,n
2.078,4.480,4.708,p
4.251,7.440,3.350,n
2.759,4.128,9.457,p
9.688,2.178,6.408,p
0.446,0.479,7.241,p
6.654,7.451,1.825,p
2.643,2.344,2.685,p
0.558,4.057,4.205,p
0.792,5.166,3.445,n
7.339,6.272,9.494,n
1.880,1.216,3.816,p
3.537,3.891,6.328,p
4.828,6.772,9.262,n
8.775,1.145,2.895,n
3.877,5.059,3.237,n
1.995,1.013,6.231,p
5.787,9.354,6.779,p
1.222,1.282,0.126,p
8.514,9.631,5.007,n
6.623,6.561,3.927,n
7.802,8.528,7.994,p
0.307,8.275,4.656,n
7.197,0.510,5.346,p
5.007,6.196,1.069,n
1.620,6.842,0.560,n
6.054,2.176,5.992,n
0.544,2.370,4.520,p
3.157,7.158,2.460,p
7.396,8.830,0.176,n
9.083,7.693,1.214,n
7.548,1.601,6.579,n
3.315,3.598,1.848,p
2.415,2.159,8.835,p
6.255,1.476,9.616,n
4.360,5.850,9.318,n
6.819,4.732,9.682,n
7.761,5.557,7.567,n
4.994,4.648,1.982,n
7.271,4.108,0.663,p
6.477,6.475,1.526,n
5.331,0.056,9.733,n
1.744,1.513,7.951,p
1.033,3.344,4.526,p
0.329,8.841,8.282,p
9.151,8.374,2.976,n
8.732,0.081,0.734,n
2.751,0.345,5.804,p
0.929,4.589,5.224,p
4.375,8.451,4.361,n
4.402,0.384,4.943,p
9.320,6.306,7.676,n
5.460,0.254,3.296,p
0.450,2.273,9.329,n
0.105,5.340,0.626,p
2.685,4.623,3.731,p
4.202,9.186,5.621,n
9.990,6.404,9.514,n
8.091,6.081,9.992,n
2.389,4.195,6.397,p
1.018,0.884,1.890,p
0.540,8.661,2.402,n
8.132,9.048,9.867,n
1.187,5.521,1.540,n
1.195,3.737,4.403,p
5.401,9.619,3.981,n
3.599,6.645,0.994,n
9.552,8.025,6.704,n
4.467,2.759,4.785,p
4.869,0.166,8.770,p
5.786,1.414,3.405,p
7.548,4.702,4.454,n
3.829,9.381,7.607,n
0.584,7.620,4.335,n
7.845,5.135,5.733,n
9.032,2.383,8.935,p
2.362,2.707,7.771,p
6.265,0.176,7.071,p
4.395,5.422,5.410,n
1.632,8.747,1.415,n
8.453,0.355,5.508,n
3.159,1.535,9.415,p
9.939,3.413,9.441,n
0.771,2.324,6.102,p
5.189,3.634,3.644,n
8.627,8.643,3.728,n
1.109,7.200,8.866,n
2.208,5.796,8.946,n
3.412,6.641,9.366,p
2.149,3.320,9.335,p
4.927,3.649,1.768,n
8.871,0.044,8.058,n
4.727,5.031,9.197,n
8.991,7.928,0.705,p
3.092,5.383,5.091,n
0.656,5.231,6.665,p
1.638,3.550,4.795,n
2.694,3.395,6.875,p
2.782,9.674,7.813,n
0.960,6.319,9.050,p
3.643,5.415,2.652,p
8.993,7.163,4.811,n
4.435,9.496,8.171,n
4.898,2.923,2.991,p
2.034,8.630,4.538,n
1.697,7.487,5.655,p
6.946,3.541,1.146,n
3.716,5.892,4.812,n
8.139,8.903,4.548,n
2.708,0.819,3.189,p
5.636,9.487,1.754,n
4.216,2.749,1.564,p
7.603,5.302,2.870,p
2.292,4.600,1.659,p
1.588,3.269,2.086,p
1.322,5.277,2.317,p
8.929,9.705,6.593,n
1.054,0.903,4.206,p
6.964,9.357,4.641,n
3.226,0.753,0.571,p
7.404,0.361,6.595,p
4.260,5.082,6.318,n
0.488,4.154,4.838,p
6.538,0.868,5.010,p
9.866,2.695,7.273,n
3.146,3.079,7.310,p
5.591,8.722,8.021,n
3.042,4.096,4.033,n
2.580,3.684,2.487,p
6.605,4.613,0.567,n
9.267,9.460,8.031,n
2.116,4.496,8.082,p
1.185,6.292,6.182,p
7.961,2.889,3.044,n
3.502,1.196,2.450,p
1.870,6.636,0.578,n
7.404,2.464,3.553,n
1.761,3.450,6.772,p
0.129,5.700,8.706,p
8.618,4.805,9.639,n
2.933,0.341,1.150,p
9.542,2.502,9.670,p
0.054,4.832,1.982,p
3.534,1.963,0.100,p
3.004,1.259,2.448,p
4.899,7.717,8.745,n
9.875,5.219,6.300,p
9.132,6.497,7.469,n
7.997,8.284,1.169,n
0.455,3.949,3.219,p
8.392,7.431,6.866,n
2.860,2.332,2.507,p
2.460,7.244,2.488,p
0.446,9.795,8.255,n
1.696,8.881,3.038,n
3.101,1.633,7.030,n
5.839,5.328,5.506,n
1.014,3.318,0.915,p
8.083,0.498,6.137,n
6.198,1.186,2.327,p
8.794,8.508,9.428,n
8.754,0.359,1.498,n
9.793,5.679,9.632,n
2.581,8.072,7.547,n
5.999,4.416,8.853,n
1.695,0.879,0.056,p
2.903,1.902,7.824,p
7.599,6.134,5.936,n
6.934,4.120,3.872,n
0.678,7.768,5.909,n
1.516,6.321,1.027,p
9.406,5.804,0.960,n
2.815,6.314,3.073,n
0.683,4.656,3.912,p
8.798,9.061,5.148,n
2.328,2.842,5.973,p
0.694,9.645,5.673,p
3.856,8.805,6.665,n
2.920,4.079,4.853,p
8.073,8.507,8.491,n
3.177,4.195,3.037,p
0.241,4.281,9.908,p
5.497,7.308,1.319,n
3.083,0.271,1.863,n
5.874,0.979,1.915,p
5.893,5.695,8.453,p
5.075,0.392,3.214,p
7.844,3.503,9.045,n
5.748,2.841,3.364,n
3.674,0.283,3.796,p
9.672,8.997,4.471,n
7.083,1.475,9.123,n
9.995,2.332,7.063,n
8.170,5.797,4.707,n
4.924,1.860,4.904,p
7.063,1.759,5.543,n
6.667,3.737,9.697,p
4.225,6.647,9.628,n
8.753,3.438,9.842,n
2.791,5.531,4.518,p
8.417,0.813,7.390,n
1.241,7.697,5.816,n
1.902,0.318,0.983,p
2.099,6.810,5.688,p
9.312,0.542,4.436,n
1.729,1.978,7.405,p
0.701,8.737,6.024,n
5.646,4.878,5.625,n
1.748,0.636,3.723,p
9.897,9.851,5.377,n
1.260,1.707,2.724,p
1.841,3.897,4.556,n
0.987,7.788,7.202,p
9.710,1.157,6.786,n
9.886,1.304,9.672,n
1.483,2.901,5.943,p
2.622,8.322,2.132,p
5.234,1.374,8.792,p
5.099,2.566,2.632,p
3.039,0.162,3.025,p
7.778,7.558,6.681,n
5.954,8.806,7.804,n
2.147,3.057,0.087,p
3.509,8.643,5.097,n
5.755,0.099,7.011,p
8.635,8.013,1.235,n
2.341,5.307,9.145,p
4.482,1.850,5.730,p
9.877,5.121,6.041,p
7.504,8.393,6.497,n
1.554,3.725,9.926,p
1.240,0.795,6.458,p
4.007,0.437,6.251,p
4.932,1.454,4.572,p
8.736,3.201,1.472,n
1.361,9.743,8.209,n
6.323,1.159,0.201,p
0.348,3.100,3.755,p
7.782,4.811,3.840,p
0.041,0.721,0.100,p
1.853,2.733,7.124,p
0.813,0.561,9.629,p
3.004,3.666,5.917,p
5.712,9.946,4.873,n
6.365,0.658,6.842,p
6.536,4.330,5.507,n
6.803,0.161,3.702,p
0.290,1.139,8.712,p
1.123,8.503,3.080,p
5.051,8.339,1.078,n
2.443,4.420,6.488,p
1.168,7.240,5.210,n
7.632,5.817,2.735,n
8.942,7.875,3.057,n
0.229,4.831,5.118,p
7.831,5.713,1.654,n
5.933,7.719,2.298,n
5.876,1.616,3.217,p
3.878,2.514,1.912,p
0.914,5.974,9.523,p
5.390,3.037,6.780,n
0.691,6.736,3.152,p
2.791,0.610,1.189,p
7.236,4.953,0.129,p
6.521,2.083,2.930,n
3.714,1.953,7.736,p
4.888,0.543,2.700,p
7.203,8.870,6.948,n
7.514,6.398,0.347,n
6.971,9.979,1.303,n
6.339,8.453,7.153,n
7.712,1.036,9.342,n
7.936,8.140,3.753,n
0.329,3.881,9.323,p
6.587,2.190,8.211,n
3.235,1.108,1.557,p
3.250,2.533,2.278,p
4.190,3.140,8.815,p
2.604,7.199,3.574,n
6.917,1.783,4.898,n
0.713,6.258,8.393,p
0.738,1.991,3.767,p
5.049,2.284,4.174,p
4.965,7.567,1.814,p
3.738,3.901,0.249,p
8.289,9.283,1.386,n
7.997,9.384,6.438,n
5.752,8.310,7.452,n
8.033,0.752,0.802,n
4.500,0.498,7.190,p
0.457,2.730,6.892,p
0.635,2.721,7.879,p
1.703,4.602,6.039,p
0.451,7.261,8.983,p
1.199,0.435,0.433,p
6.734,2.299,3.290,n
8.691,3.068,9.279,n
8.348,5.205,0.573,n
3.763,4.828,0.017,n
7.596,0.962,2.687,n
0.526,3.832,1.719,p
9.939,2.185,0.719,n
0.320,2.162,0.644,p
3.199,5.437,0.802,n
8.557,5.807,9.157,n
2.490,6.961,9.771,n
3.052,2.126,4.289,p
1.647,4.907,6.922,p
8.885,6.452,3.848,n
5.139,1.301,5.043,p
0.687,5.046,8.327,p
1.539,7.742,2.917,n
0.036,4.066,2.351,p
6.729,1.101,5.016,p
6.471,5.981,2.174,n
2.374,5.770,4.528,p
3.213,0.027,5.684,p
2.005,3.130,2.433,p
2.573,6.746,2.919,n
4.264,9.203,1.970,n
2.062,1.460,2.151,n
1.263,5.830,7.321,p
2.607,4.618,7.486,p
6.595,2.801,4.064,n
1.164,5.951,2.425,n
0.838,6.181,7.655,p
3.949,3.526,6.388,p
1.147,9.006,2.397,n
0.535,3.377,7.373,n
2.602,2.737,2.226,p
2.641,7.872,3.659,n
2.617,1.229,4.808,n
9.067,3.036,3.916,n
1.483,1.527,6.852,p
1.863,0.590,9.696,p
5.972,7.270,0.726,n
8.102,6.862,5.831,n
6.866,5.292,3.656,n
9.304,5.211,0.973,n
4.691,2.064,7.137,n
8.813,7.410,6.086,n
2.588,3.884,7.124,p
0.235,6.257,3.105,p
5.444,0.029,7.825,p
7.814,6.350,3.414,n
1.938,0.471,4.208,p
5.320,2.027,4.038,n
2.320,8.126,6.311,n
2.122,8.178,8.753,n
4.191,3.402,3.460,p
1.359,5.732,7.134,p
3.849,7.469,6.018,n
7.214,3.609,6.992,n
3.540,1.219,2.457,p
0.370,6.783,8.024,p
4.705,7.471,9.905,n
0.708,0.416,0.748,p
9.560,0.419,0.398,n
0.356,7.794,7.299,n
3.555,8.401,4.500,p
0.236,7.838,8.643,n
9.759,0.995,5.070,n
6.675,8.272,1.791,n
9.285,8.197,6.480,n
0.679,3.563,8.988,p
2.924,8.706,5.933,n
0.710,0.645,3.954,p
4.274,2.264,2.011,p
2.149,3.333,3.129,p
6.040,5.688,3.605,n
1.371,2.180,3.164,n
1.209,0.876,2.239,p
2.224,1.211,4.059,p
6.711,6.122,9.694,n
7.781,2.460,0.155,n
3.648,5.364,1.808,n
8.184,4.183,0.726,n
5.243,1.696,1.019,n
3.380,4.500,4.146,n
9.637,9.320,1.464,n
9.809,8.247,9.400,p
1.098,6.446,4.594,n
5.646,4.893,7.474,n
1.393,0.978,0.920,p
1.649,5.856,6.020,p
5.943,4.291,4.624,p
3.662,0.283,6.499,p
2.006,5.404,8.752,p
1.808,7.651,3.421,p
5.554,7.974,4.995,n
7.124,6.875,6.144,n
0.178,5.220,5.782,p
2.873,5.029,2.657,p
6.239,7.441,1.508,n
8.862,5.109,8.879,n
5.837,1.580,8.150,p
7.823,6.864,7.084,n
0.593,9.112,6.210,n
1.085,2.425,7.562,p
8.122,3.499,3.856,n
0.316,1.652,5.736,p
3.312,3.786,7.844,p
5.569,2.223,6.856,p
0.106,1.583,3.065,p
0.755,4.868,5.515,p
9.469,3.108,6.172,n
5.819,1.758,6.788,p
6.606,1.464,9.501,n
3.301,0.373,1.592,p
4.055,3.489,2.829,p
8.615,4.615,0.277,n
8.981,1.595,1.660,n
1.822,0.437,4.143,p
1.711,5.473,2.004,p
3.714,7.500,3.607,n
6.824,1.401,9.024,n
5.856,4.064,3.907,n
2.656,8.578,8.710,n
1.073,9.406,3.192,n
5.488,1.357,8.144,p
7.021,8.617,2.879,n
4.162,0.610,5.715,p
4.465,1.552,0.338,p
0.232,5.164,7.123,p
8.992,6.018,7.698,n
6.856,2.648,4.517,n
2.736,2.540,0.818,p
5.346,9.497,8.727,n
5.206,1.756,2.336,p
5.035,3.924,0.466,n
3.926,7.332,9.016,n
3.274,6.510,0.325,n
6.687,7.435,3.059,n
3.302,3.913,2.999,p
4.419,3.867,7.903,n
6.678,4.527,8.070,n
4.239,6.232,0.841,n
1.689,1.465,3.315,p
3.277,0.799,5.125,p
7.839,8.702,6.248,n
9.326,8.998,9.901,p
2.847,4.704,2.917,p
0.934,0.706,6.849,p
3.237,1.300,3.680,p
1.807,5.899,0.230,p
3.563,4.060,3.940,p
3.273,7.891,8.049,n
2.311,2.542,8.751,p
2.784,5.797,7.021,n
4.424,7.313,9.859,n
2.507,2.706,9.244,p
6.543,0.398,0.995,p
4.714,4.125,5.856,n
2.309,0.099,1.071,p
4.864,1.389,9.293,p
5.672,0.229,4.242,p
9.389,8.979,6.797,n
5.306,8.835,9.991,p
3.907,2.140,7.646,n
7.846,6.818,9.380,p
5.024,1.605,3.551,p
1.771,5.951,5.560,p
0.483,5.806,5.479,p
4.222,2.182,8.257,p
1.164,4.070,7.672,p
0.799,3.583,1.923,p
9.720,1.201,3.542,n
3.455,0.262,3.112,p
9.365,4.304,6.128,n
0.120,5.150,1.027,p
4.960,1.125,3.452,p
4.238,0.974,6.798,p
0.048,6.975,6.389,p
9.916,7.801,4.664,n
8.950,7.385,3.785,n
5.754,0.625,1.720,p
5.611,6.425,4.360,n
6.615,7.052,2.021,n
0.031,1.474,7.017,p
1.918,7.322,7.209,n
8.364,0.260,5.689,n
1.989,5.969,2.670,p
0.160,2.378,0.131,p
3.074,1.383,9.984,p
8.719,1.640,1.871,n
1.407,3.899,0.918,p
1.730,1.569,8.909,p
1.502,1.395,6.749,p
7.212,9.801,3.463,p
0.032,2.083,8.652,n
7.772,6.588,1.013,n
4.783,7.430,8.405,n
0.869,2.047,7.139,p
9.125,9.850,5.670,n
0.709,6.304,6.479,p
0.097,2.629,9.116,p
7.111,0.792,0.574,p
0.029,8.357,8.400,n
0.251,9.368,8.341,n
6.591,4.899,5.036,n
5.866,3.830,4.381,n
0.350,8.725,3.339,n
4.219,4.997,2.167,n
7.600,6.372,1.402,n
0.038,5.493,5.041,p
4.803,5.274,0.867,n
2.385,0.398,7.091,p
9.127,1.999,9.940,n
2.550,5.254,5.244,p
7.294,2.619,6.390,p
7.667,0.355,5.175,n
5.145,3.138,3.362,n
1.173,4.754,3.539,p
1.044,9.705,4.166,n
3.765,0.417,6.539,p
7.285,9.047,7.709,n
8.520,8.898,6.001,n
1.258,0.824,3.561,p
0.604,9.463,9.562,n
0.910,3.784,1.534,p
2.622,8.807,8.965,n
5.579,5.054,4.016,n
1.210,5.686,0.734,p
4.209,3.982,5.415,n
7.263,9.414,9.779,n
0.854,7.247,8.871,n
0.702,1.933,1.444,p
0.107,7.412,3.762,p
5.142,0.799,7.511,p
9.819,4.179,4.231,n
9.290,9.176,3.736,n
1.532,0.363,2.990,p
5.572,8.225,8.361,n
1.707,7.714,7.930,n
2.140,5.203,3.695,p
0.838,4.821,9.022,p
6.362,9.072,7.273,p
1.617,3.545,6.957,p
9.876,8.712,4.161,n
9.052,3.821,8.433,n
3.366,1.794,3.719,p
8.208,3.482,9.252,n
8.934,0.575,7.071,n
2.897,5.799,3.482,n
8.139,8.160,9.679,n
7.106,3.679,3.656,n
0.690,9.282,0.477,n
2.319,4.039,7.627,p
4.041,6.543,6.835,n
5.043,5.976,4.731,n
1.150,7.455,3.739,n
4.097,8.863,4.064,n
1.611,3.455,1.541,p
9.231,5.921,9.061,n
0.462,8.138,5.376,n
9.912,9.299,6.718,n
8.490,1.719,8.274,n
6.525,7.701,8.142,n
6.152,0.893,5.221,p
2.182,2.615,1.124,p
1.295,8.335,3.840,n
3.094,1.812,1.186,p
6.738,0.509,0.037,p
4.703,9.265,6.483,n
1.002,9.123,3.712,n
3.567,5.275,4.762,n
6.752,0.570,0.496,p
2.085,0.661,9.356,n
3.416,2.404,3.020,p
9.081,5.002,1.771,p
1.208,4.581,9.541,p
2.921,0.745,5.010,p
0.381,6.228,2.686,p
2.590,7.222,7.654,n
6.835,7.107,8.625,p
0.186,6.229,2.165,p
2.297,0.570,9.475,p
4.357,3.495,4.995,p
6.709,3.383,8.210,n
8.799,7.640,0.307,n
1.048,6.704,4.212,p
5.266,1.811,1.268,p
3.132,3.422,8.215,p
4.191,3.195,2.880,p
0.150,0.713,8.285,p
6.423,2.479,2.379,p
3.834,0.699,1.702,p
2.434,8.270,9.491,p
0.535,0.964,8.604,p
4.267,8.037,6.754,n
3.830,3.943,8.394,p
6.284,7.137,3.288,n
4.700,1.396,0.593,p
4.544,1.834,1.239,p
1.935,7.721,2.123,n
1.020,1.394,3.309,p
6.204,0.913,2.288,p
9.124,7.281,1.026,n
8.376,0.510,3.875,n
8.543,8.554,4.618,n
