@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
3.331,3.140,4.034,p
4.633,9.144,3.732,n
3.901,1.149,9.567,p
0.434,0.991,0.402,p
8.160,3.805,5.496,n
7.669,8.889,6.850,n
6.425,2.242,4.367,n
2.295,1.140,3.663,p
2.189,2.967,2.488,p
2.001,5.053,2.941,p
3.156,7.451,4.908,n
2.051,8.213,1.270,n
6.173,8.797,4.102,n
2.367,3.354,1.704,p
4.264,0.613,3.083,p
6.201,1.542,3.169,p
3.460,1.321,5.968,p
1.353,0.937,7.021,p
0.148,2.568,6.711,p
8.817,4.504,4.144,n
5.165,7.421,5.863,n
5.463,3.469,9.556,n
5.192,2.349,0.986,p
1.901,9.149,4.484,n
0.243,3.386,1.916,p
0.351,4.326,9.450,p
2.677,5.136,0.602,p
2.866,2.523,1.589,n
4.068,9.589,4.800,n
2.827,0.696,1.330,n
5.835,9.360,2.252,n
8.371,3.599,3.048,p
4.164,8.422,3.201,n
6.155,4.992,1.762,n
0.129,6.526,5.524,p
1.624,7.026,4.453,p
6.113,1.709,3.561,p
8.065,7.976,6.281,n
2.304,3.825,1.733,n
5.879,9.337,9.059,n
6.210,0.384,8.240,p
0.583,8.584,1.654,n
5.642,1.674,6.970,p
0.219,3.630,7.805,p
3.443,4.151,2.725,n
0.702,3.935,5.177,p
7.067,2.617,9.097,n
9.727,1.317,5.899,n
3.625,5.191,3.318,p
2.860,7.885,5.068,n
5.664,1.820,6.457,p
6.309,1.791,8.899,n
1.764,0.686,7.158,p
2.658,3.834,8.725,p
5.415,7.717,3.529,n
1.848,1.892,4.167,p
7.433,8.157,7.487,n
7.817,0.301,8.032,p
8.912,9.493,3.831,n
5.831,6.336,9.770,p
2.994,8.600,4.841,n
4.919,5.236,4.605,n
6.460,4.442,5.660,n
9.590,8.921,1.356,n
6.233,0.506,3.599,p
0.778,5.389,9.298,p
8.705,6.947,1.344,n
6.011,9.270,7.160,n
3.436,8.067,9.317,n
0.427,0.779,2.003,p
4.221,6.492,3.046,n
2.238,0.027,2.090,p
2.093,1.708,4.037,p
1.683,0.275,1.101,p
4.903,0.597,0.224,p
3.966,0.267,9.655,p
2.189,0.943,4.746,n
2.500,2.658,8.147,p
6.291,3.447,0.937,n
0.905,1.703,0.366,p
0.539,6.543,9.003,n
9.738,4.769,8.036,n
9.401,0.342,3.047,n
9.465,0.878,2.934,n
9.285,1.746,7.398,n
7.340,8.357,5.533,n
