@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
6.669,7.307,0.794,n
2.273,1.553,1.802,p
1.986,1.470,1.332,p
3.366,8.049,8.748,n
7.863,7.491,8.117,n
7.609,8.830,7.941,n
4.354,0.462,7.050,p
2.562,2.725,1.450,p
0.756,4.432,2.986,p
5.730,0.885,3.559,n
3.785,3.287,3.055,p
0.072,7.741,8.439,p
2.027,1.267,6.473,p
1.680,0.541,5.085,p
0.197,4.464,2.796,n
4.389,4.928,3.549,n
6.575,9.986,7.883,n
0.221,5.130,9.951,p
7.781,4.993,4.204,n
1.146,6.710,8.595,p
4.957,1.876,4.951,p
7.159,5.877,8.983,n
2.488,9.648,0.198,n
8.114,6.425,4.649,n
1.661,4.090,6.374,p
2.036,4.471,7.744,p
2.639,4.868,6.180,p
1.300,1.722,5.086,n
4.098,0.834,9.430,p
2.722,9.540,6.287,n
9.171,7.574,0.673,n
5.448,0.970,5.167,p
1.828,8.943,3.349,n
5.238,8.888,3.652,p
6.917,7.564,1.271,n
6.213,8.622,9.273,n
3.825,2.529,2.563,p
2.931,3.701,4.880,p
2.168,9.305,6.602,n
9.207,7.638,1.747,n
2.062,1.203,5.580,p
2.995,7.520,1.510,n
6.527,9.113,5.419,p
2.049,1.303,0.892,n
2.397,2.132,7.984,p
9.144,3.828,9.007,n
3.516,2.405,0.363,p
4.080,2.644,7.422,p
2.593,5.823,8.400,p
5.802,2.098,1.878,p
9.601,1.525,1.567,n
0.372,6.319,2.557,p
8.580,6.620,3.074,n
6.251,3.391,8.342,p
8.932,8.833,6.583,n
0.815,7.135,4.981,p
0.183,7.330,0.343,p
7.484,8.159,2.981,n
0.301,2.636,2.871,p
3.405,4.556,9.903,n
1.665,2.442,8.432,p
9.714,2.966,5.673,n
7.183,0.272,7.667,p
1.811,2.062,0.349,p
1.042,1.996,1.378,p
0.379,1.529,2.192,p
2.383,5.738,1.945,n
8.254,7.313,9.384,n
4.637,3.559,4.464,n
5.583,8.947,4.816,n
9.737,5.270,1.811,n
0.427,1.830,2.856,p
4.351,3.144,6.344,p
3.455,6.757,5.443,n
9.362,2.580,3.351,n
4.712,1.194,8.831,p
5.957,9.878,1.433,n
0.805,9.417,7.850,p
4.725,2.825,6.910,p
0.027,5.294,8.536,n
0.925,6.405,6.677,p
6.303,5.106,5.493,n
0.645,4.362,1.355,p
5.872,1.182,6.412,p
0.704,9.552,1.571,p
3.040,3.163,3.002,p
3.161,2.091,4.840,p
