@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
1.421,1.761,1
1.361,3.626,0
1.571,2.774,1
2.509,2.345,1
2.896,2.592,2
2.721,3.190,2
0.887,2.171,1
4.526,4.266,2
2.385,2.432,2
3.583,4.384,2
2.205,2.992,1
2.206,2.123,1
1.433,3.386,0
3.144,3.565,2
2.753,2.607,2
1.103,3.393,0
1.965,3.060,2
2.867,3.053,2
4.065,2.943,2
1.697,3.382,1
1.015,3.244,0
2.662,2.596,2
1.150,3.405,0
3.260,2.588,2
1.364,2.627,1
4.496,2.479,2
1.501,2.777,1
1.252,3.211,0
3.345,3.361,2
1.652,3.296,0
1.461,2.326,1
1.148,3.498,0
3.453,2.886,2
2.475,3.109,2
5.255,2.058,2
3.076,2.696,1
3.890,3.535,2
1.900,2.564,1
3.030,2.440,2
2.556,2.597,1
1.729,3.199,1
1.111,3.193,0
3.300,3.934,2
1.330,2.978,1
2.992,2.809,2
1.274,3.629,0
1.237,3.800,0
1.857,2.517,1
3.310,2.517,2
2.300,2.885,1
2.999,2.622,2
1.591,3.356,0
1.340,3.131,0
4.852,2.524,2
1.480,1.877,1
1.244,3.157,0
2.710,3.283,2
3.350,4.180,2
4.781,5.466,2
3.281,2.644,2
3.452,4.165,2
1.482,3.171,0
2.760,3.742,2
1.502,2.226,1
1.442,4.097,0
2.605,4.075,2
4.228,2.704,2
4.983,4.237,2
2.984,3.029,2
1.256,3.788,0
3.096,2.594,2
3.374,3.160,2
2.430,2.753,2
1.880,3.000,1
1.313,2.174,1
0.937,3.584,0
1.478,2.989,0
3.358,3.282,2
1.128,2.385,1
1.534,2.803,1
1.972,2.723,1
3.216,3.265,2
1.449,2.661,1
3.417,3.272,2
1.038,3.959,0
1.356,2.828,0
1.425,2.695,1
2.972,6.922,2
1.119,3.087,1
1.248,3.458,0
4.575,3.318,2
1.639,3.094,1
1.614,2.266,1
2.908,4.417,2
1.475,3.227,0
3.229,2.473,2
1.970,2.357,1
1.670,3.109,0
3.076,3.921,2
1.575,4.742,0
1.229,3.014,1
3.596,3.081,2
3.672,3.939,2
5.004,3.637,2
1.597,3.119,1
3.118,3.255,2
1.636,2.981,1
1.190,4.310,0
1.585,2.491,1
2.081,3.267,0
1.412,3.866,0
1.234,3.744,0
1.423,2.492,1
2.212,3.273,1
1.045,2.362,1
3.031,4.135,2
2.181,2.785,1
0.840,3.364,0
2.216,3.904,2
4.433,4.537,2
2.826,3.656,2
2.809,3.070,1
2.213,2.403,1
2.009,2.355,1
1.159,3.773,0
1.368,3.211,0
2.276,3.563,0
2.645,2.276,2
1.817,3.633,0
1.282,2.420,1
