@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
2.394,5.475,2
2.437,2.723,0
1.404,2.186,1
1.711,2.273,1
2.480,3.758,0
3.212,2.294,1
1.340,3.195,0
4.181,3.379,2
3.311,3.626,0
1.781,3.756,0
1.802,3.153,0
6.595,5.163,2
2.179,5.738,2
1.629,3.193,0
5.445,3.928,2
0.563,3.392,0
1.676,2.570,1
2.539,3.279,2
1.531,3.629,0
5.606,4.729,2
1.578,2.814,1
1.324,2.046,1
2.369,3.585,0
1.584,2.305,1
1.711,4.006,0
1.429,2.465,1
2.693,4.350,2
1.750,2.055,1
1.491,2.331,1
1.339,2.471,1
1.286,2.205,1
1.210,2.256,1
1.420,2.895,0
0.770,3.501,0
1.288,4.092,0
1.029,4.486,0
2.064,4.030,0
1.767,2.988,1
3.791,6.427,2
3.756,2.599,2
1.062,3.811,0
1.849,3.538,0
1.885,2.849,1
1.074,1.802,1
3.117,3.032,2
1.343,2.359,1
3.333,3.883,0
1.056,2.203,1
5.984,4.615,2
1.441,2.605,1
2.639,3.718,2
6.116,4.706,2
1.984,4.087,0
3.695,4.790,2
3.563,4.383,2
3.425,3.672,2
4.947,2.929,2
1.347,2.108,1
2.134,2.198,1
2.719,3.636,2
4.698,3.823,2
5.212,2.678,2
1.639,3.937,0
1.678,3.456,0
1.467,2.289,1
1.291,1.988,1
2.741,5.214,0
0.859,2.373,1
1.804,3.435,0
4.868,3.318,2
1.325,2.283,1
1.701,2.377,1
4.274,3.600,2
1.305,1.874,1
0.822,1.967,1
1.614,2.360,1
3.378,5.027,2
2.293,3.658,0
5.200,4.590,2
1.318,2.348,1
0.964,2.409,1
2.221,2.490,2
1.857,4.072,0
1.284,3.898,0
3.747,4.008,0
1.846,3.585,0
2.734,4.256,0
1.102,2.652,1
1.705,2.985,1
1.788,3.351,0
1.337,2.857,1
4.149,3.207,2
2.545,3.405,0
3.659,4.882,2
3.030,3.265,0
2.887,4.337,0
1.310,4.101,0
3.827,3.656,2
1.422,3.394,1
3.009,4.303,0
1.629,2.102,1
1.324,2.726,1
2.415,3.396,0
1.502,2.331,1
2.537,3.735,0
2.946,4.988,2
1.181,2.321,1
2.744,3.776,0
2.043,3.113,0
1.668,2.235,1
1.885,4.101,0
5.784,2.460,2
5.274,5.709,2
2.295,4.623,0
2.211,3.343,0
1.534,2.623,1
3.694,5.944,2
1.128,2.551,1
4.054,3.077,2
1.303,4.466,0
1.094,2.833,1
4.244,3.537,2
2.204,3.413,0
1.005,2.705,1
1.193,2.143,1
3.760,3.602,2
1.135,2.991,1
1.538,2.965,0
3.208,6.684,2
3.718,3.990,2
3.428,3.779,2
1.358,2.765,1
2.482,3.656,0
1.803,2.349,1
1.284,3.037,1
4.509,5.443,2
2.808,4.619,0
3.765,2.995,2
2.653,3.644,2
5.133,2.278,2
2.849,3.167,0
1.376,2.947,1
3.260,3.643,0
3.658,4.013,2
3.019,3.549,0
0.837,2.478,1
3.203,4.600,2
3.036,3.444,2
4.209,5.221,2
5.075,3.718,2
6.210,4.271,2
1.280,2.260,1
1.004,2.391,1
0.950,4.916,0
1.593,3.827,0
1.324,2.484,1
1.255,4.308,0
2.935,4.226,0
3.054,2.928,2
1.791,7.618,0
1.410,2.155,1
2.051,2.231,1
4.004,5.660,2
1.306,2.055,1
1.735,3.193,0
1.446,2.248,1
3.219,2.340,2
2.184,2.065,1
2.418,4.148,0
3.400,1.927,2
0.953,2.109,1
3.437,4.602,2
2.086,3.702,0
1.828,6.051,0
1.087,2.363,1
2.898,3.529,2
4.877,3.667,2
1.769,2.163,1
4.291,3.948,2
2.380,3.547,2
3.732,4.686,2
2.551,4.903,0
4.507,2.922,2
2.025,3.053,2
2.144,2.894,0
3.171,5.269,2
1.574,3.719,0
1.021,3.189,0
1.391,2.416,1
5.306,3.092,2
4.669,2.129,2
3.660,2.224,2
2.370,3.118,0
0.895,4.227,0
1.992,3.367,0
2.389,1.995,1
1.401,2.299,1
1.313,2.459,1
3.610,3.147,2
1.794,2.857,1
2.419,2.556,2
2.690,6.740,2
