@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
4.245,4.575,2
2.413,2.015,1
3.680,3.270,2
1.594,3.526,0
2.727,4.297,2
3.971,4.275,2
1.612,4.455,0
1.079,2.914,1
1.523,2.521,1
3.124,3.750,2
2.242,2.874,0
1.112,3.406,0
2.418,2.297,2
1.802,3.205,0
1.344,2.414,1
2.075,3.390,0
1.340,2.512,1
2.107,2.911,1
4.759,3.065,2
3.465,3.771,2
1.437,2.507,1
1.716,1.685,1
1.852,1.992,1
1.993,3.452,0
2.047,5.035,0
3.552,3.540,2
2.142,2.956,0
3.009,3.338,2
1.740,3.719,0
1.415,4.175,0
2.468,3.053,2
2.160,4.425,0
2.926,4.190,0
0.744,4.082,0
2.087,3.712,0
7.001,2.702,2
1.304,2.624,1
1.272,2.438,1
1.591,3.606,0
1.836,2.141,1
1.487,3.707,0
2.186,4.447,0
2.675,3.280,0
2.038,2.552,1
1.459,2.269,1
2.634,4.296,0
5.165,5.665,2
2.607,5.122,0
3.542,3.837,2
1.207,3.482,0
1.273,2.602,1
1.229,3.965,0
2.703,3.792,0
3.015,3.605,0
1.823,2.374,1
1.598,3.517,0
3.498,5.519,2
6.379,5.204,2
3.709,2.934,2
1.271,2.215,1
0.921,2.236,1
1.472,3.626,0
1.289,5.431,0
0.982,2.276,1
1.856,2.437,1
4.953,4.505,2
1.329,2.485,1
1.951,2.328,1
3.811,3.078,2
1.990,3.854,0
1.491,5.755,0
3.775,2.792,2
2.756,3.758,2
2.482,3.999,0
1.552,2.359,1
1.217,2.668,1
3.229,2.237,2
1.284,2.571,1
1.954,3.008,0
1.784,2.199,1
2.315,3.766,0
4.203,6.052,2
3.252,3.686,0
1.120,2.609,1
4.164,2.607,2
1.246,2.279,1
1.847,3.638,1
1.462,3.344,0
1.304,3.329,0
0.857,3.708,0
3.955,3.106,2
4.720,2.943,2
1.573,2.232,1
1.466,2.535,1
3.904,4.004,2
4.559,2.768,2
1.340,2.906,0
2.388,2.271,2
3.181,4.133,2
1.038,2.365,1
4.361,2.664,2
0.763,3.284,0
1.824,2.697,1
1.373,2.496,1
2.326,3.019,0
1.305,3.860,0
3.084,4.234,2
2.102,3.651,0
1.432,2.572,1
1.397,3.355,0
2.847,5.108,2
3.439,4.437,2
3.629,6.472,2
2.783,1.884,2
3.850,4.166,0
4.489,4.370,2
3.389,3.590,0
2.568,3.311,2
3.944,2.099,2
4.631,4.730,2
5.647,2.483,2
1.622,2.581,1
1.779,2.428,1
1.317,3.632,0
2.971,2.922,2
1.369,3.476,0
4.166,2.336,2
5.831,3.208,2
2.097,2.585,2
1.990,2.186,1
1.582,2.613,1
1.958,4.694,0
1.506,2.171,1
1.018,1.953,1
2.454,3.321,0
4.465,3.111,2
2.481,2.020,1
1.206,4.178,0
2.488,3.880,0
2.625,3.502,0
0.906,3.321,0
1.720,3.757,0
3.406,4.505,2
3.220,2.907,2
1.326,2.487,1
1.501,3.767,0
4.126,3.263,2
2.467,5.295,0
2.727,4.559,0
2.044,2.366,1
1.582,4.529,0
1.460,3.883,0
2.094,3.269,0
2.802,4.771,0
2.338,3.414,0
0.943,2.371,1
5.427,4.434,2
3.090,2.899,2
1.323,2.389,1
1.588,3.166,0
1.488,2.810,1
3.873,2.971,2
1.888,4.057,0
1.086,2.668,0
1.045,2.106,1
1.252,3.191,1
3.039,4.881,2
3.444,5.019,2
3.104,3.412,0
1.479,3.007,1
0.911,3.098,0
2.196,3.796,0
1.482,2.725,1
2.440,4.105,0
3.139,3.741,2
1.527,2.184,1
1.192,2.340,1
3.433,3.475,2
1.141,2.231,1
1.824,3.828,0
1.254,2.233,1
2.061,2.090,1
3.898,10.161,2
2.917,3.367,2
1.915,2.878,0
5.340,6.487,2
1.911,3.188,0
1.615,2.038,1
1.364,2.245,1
1.330,3.453,1
5.409,3.389,2
0.629,2.829,0
2.941,3.926,2
0.898,4.227,0
1.562,2.519,1
0.878,3.432,0
1.764,4.302,0
3.571,5.032,2
3.171,3.482,2
4.747,2.221,2
3.661,2.883,2
2.926,3.218,2
2.268,3.417,0
4.184,3.051,2
2.578,3.886,0
3.695,3.039,2
1.113,3.267,0
1.217,4.373,0
1.743,4.595,0
1.455,3.767,0
1.340,2.017,1
1.075,4.047,0
1.736,4.564,0
1.963,4.357,0
1.060,4.155,0
2.244,2.561,1
1.515,2.590,1
3.611,3.219,2
1.588,3.568,0
1.860,3.757,0
2.155,2.456,1
1.371,2.287,1
1.778,3.361,1
1.060,2.512,1
1.336,2.551,1
2.273,3.109,1
1.417,4.651,0
1.893,2.099,1
3.184,2.309,2
3.023,5.179,2
4.417,4.084,2
4.512,2.422,2
1.800,3.012,0
1.469,2.829,1
1.784,3.528,1
1.937,4.009,0
2.308,2.984,0
1.164,2.541,1
2.951,4.825,0
2.583,3.721,0
4.232,3.029,2
1.004,3.478,0
3.553,4.417,2
1.216,2.684,1
1.301,3.790,0
1.670,2.542,1
3.316,4.059,2
4.422,3.975,2
1.469,2.631,1
1.592,2.450,1
1.147,2.194,1
1.567,2.687,1
4.005,3.482,2
3.410,4.623,2
1.590,4.610,0
1.621,2.668,1
2.334,2.661,1
0.936,2.331,1
2.350,3.833,2
4.276,3.097,2
1.592,2.401,1
1.893,5.020,0
3.183,5.136,2
1.286,2.135,1
2.109,3.306,0
2.718,3.376,0
2.898,5.461,2
1.970,1.999,1
1.824,3.510,0
4.241,3.494,0
3.895,2.486,2
