@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
1.990,3.192,0
2.286,2.046,1
5.282,3.379,0
1.627,2.319,1
4.189,4.441,0
1.469,3.262,0
1.216,2.086,1
3.923,4.858,2
3.538,4.246,2
4.387,3.770,2
1.692,4.444,0
2.910,2.777,0
6.694,4.674,2
2.073,3.468,0
1.371,2.518,1
1.180,2.135,1
4.601,3.379,2
1.851,2.507,1
3.815,2.500,2
5.137,2.847,2
3.405,3.638,0
4.652,3.393,2
1.349,2.818,1
1.621,2.591,1
2.963,3.000,0
1.455,4.379,0
1.299,1.934,1
1.362,2.791,1
1.295,3.525,0
2.179,3.034,0
1.745,3.379,0
2.523,5.485,2
4.678,2.462,2
2.144,2.351,1
2.379,4.023,0
1.903,2.576,1
3.974,3.686,2
1.330,5.328,0
1.164,2.172,1
1.505,4.061,0
1.483,3.435,0
1.540,2.441,1
1.285,5.597,0
1.659,4.787,0
1.851,2.223,1
2.970,4.056,0
1.855,2.382,1
3.559,2.781,2
2.237,4.266,0
1.665,5.019,0
1.407,2.397,1
2.737,3.463,2
6.319,4.502,2
1.853,3.814,0
3.577,3.765,2
1.164,2.369,1
1.174,2.509,1
1.212,2.288,1
4.329,2.407,2
1.165,2.283,1
4.063,7.662,2
1.596,2.438,1
4.364,5.150,2
8.609,3.477,2
0.953,2.231,1
1.785,3.513,0
1.459,3.768,0
3.825,3.593,0
2.723,3.493,2
2.063,3.814,0
4.093,3.687,2
1.819,3.390,1
2.781,3.353,2
1.897,2.410,1
2.041,2.306,1
1.887,2.286,1
1.476,2.928,0
3.557,4.130,2
1.708,2.347,1
1.113,5.076,0
1.882,3.107,0
5.029,5.609,2
1.879,2.211,1
2.458,2.998,0
1.981,4.378,0
1.038,2.121,1
0.928,4.779,0
4.513,3.843,2
1.359,2.268,1
1.126,2.031,1
1.327,2.266,1
1.939,4.161,0
1.230,2.487,1
1.555,1.900,1
4.684,4.310,2
1.241,1.934,1
1.752,2.211,1
1.348,3.718,0
0.930,2.384,1
1.538,2.666,1
0.720,2.999,0
1.345,2.235,1
1.765,2.078,1
3.985,5.450,2
4.034,4.214,2
2.221,5.515,0
3.405,2.908,2
4.764,5.398,2
1.580,4.008,0
2.003,2.181,1
1.255,2.585,1
2.390,4.161,0
1.850,3.639,0
2.964,5.971,2
3.902,3.488,2
1.041,2.552,1
2.082,4.916,0
2.250,3.823,0
5.636,3.496,2
1.191,3.994,0
2.639,5.085,0
1.701,3.505,1
1.346,1.982,1
1.408,3.270,0
1.564,4.374,0
0.993,2.608,1
1.321,2.204,1
1.677,3.254,0
6.100,2.676,2
3.318,1.866,2
3.192,5.100,2
3.094,4.132,0
2.742,2.160,2
1.730,2.707,1
1.253,2.414,1
1.967,2.248,1
1.265,2.150,1
2.486,3.780,1
2.910,3.070,0
3.498,4.078,2
1.822,4.652,0
4.580,2.321,2
1.675,3.029,1
3.269,3.744,2
4.947,3.725,2
4.547,4.054,0
1.273,2.627,1
5.240,5.587,2
4.581,2.199,2
4.549,3.690,2
2.778,2.586,2
1.992,3.562,0
2.252,3.717,2
2.579,3.255,0
1.312,4.321,0
1.054,2.551,1
1.474,3.796,0
3.575,4.392,2
1.335,2.836,1
2.515,2.493,1
3.088,7.160,2
2.334,3.466,0
2.817,4.205,2
4.197,3.627,0
2.230,4.040,0
1.117,2.284,1
3.360,5.385,2
0.868,3.589,0
1.796,3.512,0
1.117,2.162,1
0.727,4.586,0
2.719,4.083,0
2.316,4.671,0
1.424,2.373,1
1.784,2.680,1
1.381,2.358,1
4.274,3.397,2
3.199,3.438,2
1.998,2.222,1
2.112,4.143,0
2.065,4.335,0
1.745,3.137,0
2.425,5.175,0
1.440,2.678,1
1.546,2.772,1
4.596,3.609,2
1.514,2.109,1
1.964,5.072,0
2.011,3.589,0
1.884,3.956,0
2.048,2.448,1
2.638,3.659,0
5.618,2.629,2
1.500,2.543,1
3.202,3.078,2
1.244,3.615,0
2.401,2.006,1
1.563,3.666,0
1.889,1.996,1
1.942,3.229,0
2.173,3.493,0
5.213,5.278,2
1.799,2.201,1
3.988,2.608,2
1.638,1.946,1
4.430,5.118,2
2.666,5.674,2
1.213,4.716,0
0.814,5.889,0
3.046,2.486,2
1.114,2.138,1
5.256,2.920,2
1.472,4.143,0
4.828,3.167,2
